,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"27/F,Block A",Jinan Pharma Valley,Jinan,China,86 53 1587 08846,86 53 1587 10078,https://www.gerpanghealthcare.com,Conglomerates,Industrials,"Gerpang Healthcare Group operates as a bio-pharmaceutical company that manufactures and sells genetic coating stents, HBV hepatitis B virus vaccines, monoclonal antibodies for male infertility detection, ognitive disorder functional food, and polypeptide probiotics. The company was founded in 2006 and is based in Jinan, China.","{'maxAge': 1, 'name': 'Mr. Fengyou  Lu', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0029,0.0029,0.0025,0.0031,0.0029,0.0029,0.0025,0.0031,0.0,645875,645875,1002427,790717,790717,0.0,0.0,0,0,82914,0.0021,0.0246,0.003652,0.00823285,0.0,0.0,USD,0.0,3189020,0.0,0.0,-1.605,-2.4,1:1000,1532563200,PNK,EQUITY,SPOM,SPOM,SPO GLOBAL INC,SPO Global Inc.,945354600,America/New_York,EDT,-14400000,0.003,none,0.0,0.0,0.0,USD,
1,"27/F,Block A",Jinan Pharma Valley,Jinan,China,86 53 1587 08846,86 53 1587 10078,https://www.gerpanghealthcare.com,Conglomerates,Industrials,"Gerpang Healthcare Group operates as a bio-pharmaceutical company that manufactures and sells genetic coating stents, HBV hepatitis B virus vaccines, monoclonal antibodies for male infertility detection, ognitive disorder functional food, and polypeptide probiotics. The company was founded in 2006 and is based in Jinan, China.","{'maxAge': 1, 'name': 'Mr. Liangjian  Peng', 'title': 'Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.0029,0.0029,0.0025,0.0031,0.0029,0.0029,0.0025,0.0031,0.0,645875,645875,1002427,790717,790717,0.0,0.0,0,0,82914,0.0021,0.0246,0.003652,0.00823285,0.0,0.0,USD,0.0,3189020,0.0,0.0,-1.605,-2.4,1:1000,1532563200,PNK,EQUITY,SPOM,SPOM,SPO GLOBAL INC,SPO Global Inc.,945354600,America/New_York,EDT,-14400000,0.003,none,0.0,0.0,0.0,USD,
