,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2130 North Lincoln Park West 8N,Chicago,IL,60614,United States,773 770 3440,https://www.cmgholdingsinc.com,Advertising Agencies,Communication Services,"CMG Holdings Group, Inc., a marketing communications company, operates organizations in the alternative advertising, digital media, experiential and interactive marketing, and entertainment sectors in the United States. The company is involved in the production and promotion, event design, sponsorship evaluation, negotiation and activation, talent buying, show production, stage and set design, and data analysis and management activities. It also offers branding and design services, such as graphic, industrial and package designs across traditional and new media, public relations, social media, media development and relations, and interactive marketing platforms to provide its clients with customary private digital media networks for the design and development of individual broadcasting digital media channels, as well as to sell, promote, and enhance their digital media video content through mobile, online, and social mediums. In addition, the company provides develops, manages, and executes sales promotion programs. The company serves clients operating in the marketing communication industry. CMG Holdings Group, Inc. was founded in 2002 and is based in Chicago, Illinois.","{'maxAge': 1, 'name': 'Mr. Glenn  Laken', 'age': 68, 'title': 'Chairman, CEO & CFO', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 180000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0,1.163208,9000,9000,337190,392569,392569,0.0,0.0,0,0,570273,0.0011,0.0053,0.37088972,0.0014168,0.00258305,0.0,0.0,USD,1168589,-0.07301,423375523,438672000,0.03258,0.0,0.001,1.3,1672444800,1703980800,1688083200,-112255,-0.0,0.76,-4.922,PNK,EQUITY,CMGO,CMGO,CMG HLDGS GRP INC,"CMG Holdings Group, Inc.",1191245400,America/New_York,EDT,-14400000,0.0013,none,188684,0.0,-237438,787000,0.146,1.455,1537581,133.835,0.004,-0.083680004,-0.17426,531666,-513456,-273037,-0.437,0.34541,-0.15442,-0.15644,USD,
1,2130 North Lincoln Park West 8N,Chicago,IL,60614,United States,773 770 3440,https://www.cmgholdingsinc.com,Advertising Agencies,Communication Services,"CMG Holdings Group, Inc., a marketing communications company, operates organizations in the alternative advertising, digital media, experiential and interactive marketing, and entertainment sectors in the United States. The company is involved in the production and promotion, event design, sponsorship evaluation, negotiation and activation, talent buying, show production, stage and set design, and data analysis and management activities. It also offers branding and design services, such as graphic, industrial and package designs across traditional and new media, public relations, social media, media development and relations, and interactive marketing platforms to provide its clients with customary private digital media networks for the design and development of individual broadcasting digital media channels, as well as to sell, promote, and enhance their digital media video content through mobile, online, and social mediums. In addition, the company provides develops, manages, and executes sales promotion programs. The company serves clients operating in the marketing communication industry. CMG Holdings Group, Inc. was founded in 2002 and is based in Chicago, Illinois.","{'maxAge': 1, 'name': 'Ms. Alexis  Laken', 'title': 'Pres of XA - The Experiential Agency, Inc.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0,1.163208,9000,9000,337190,392569,392569,0.0,0.0,0,0,570273,0.0011,0.0053,0.37088972,0.0014168,0.00258305,0.0,0.0,USD,1168589,-0.07301,423375523,438672000,0.03258,0.0,0.001,1.3,1672444800,1703980800,1688083200,-112255,-0.0,0.76,-4.922,PNK,EQUITY,CMGO,CMGO,CMG HLDGS GRP INC,"CMG Holdings Group, Inc.",1191245400,America/New_York,EDT,-14400000,0.0013,none,188684,0.0,-237438,787000,0.146,1.455,1537581,133.835,0.004,-0.083680004,-0.17426,531666,-513456,-273037,-0.437,0.34541,-0.15442,-0.15644,USD,
