,address1,address2,city,state,zip,country,phone,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7857 West Sample Road,Suite 134,Coral Springs,FL,33065,United States,201 265 0169,Real Estate Services,Real Estate Services,Real Estate,Real Estate,"AmBase Corporation does not have significant operations. Previously, it invested in a real estate development property. The company was incorporated in 1975 and is headquartered in Coral Springs, Florida.",4,"{'maxAge': 1, 'name': 'Mr. Richard A. Bianco', 'age': 74, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1948, 'fiscalYear': 2022, 'totalPay': 534519, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.0,0.63278,50,50,26761,23010,23010,0.0,0.0,0,0,5499603,0.065,0.189,0.1319,0.112515,0.0,0.0,USD,6675596,0.0,15411499,40737800,0.41867,0.20417999,40737800,-0.087,1672444800,1703980800,1688083200,-3922000,-0.1,0.08000004,0.14113986,2.0,1355184000,PNK,EQUITY,ABCP,ABCP,AMBASE CORP,AmBase Corporation,494775000,America/New_York,EDT,eed59132-7569-31e8-9849-11bb3b5801fc,finmb_249786,-14400000,0.135,none,89000,0.002,1265000,0.037,0.037,-2.97001,-17000,-1230875,-2696000,0.0,0.0,0.0,USD,
1,7857 West Sample Road,Suite 134,Coral Springs,FL,33065,United States,201 265 0169,Real Estate Services,Real Estate Services,Real Estate,Real Estate,"AmBase Corporation does not have significant operations. Previously, it invested in a real estate development property. The company was incorporated in 1975 and is headquartered in Coral Springs, Florida.",4,"{'maxAge': 1, 'name': 'Mr. John P. Ferrara', 'age': 60, 'title': 'VP, CFO, Controller & Sec.', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 276084, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.0,0.63278,50,50,26761,23010,23010,0.0,0.0,0,0,5499603,0.065,0.189,0.1319,0.112515,0.0,0.0,USD,6675596,0.0,15411499,40737800,0.41867,0.20417999,40737800,-0.087,1672444800,1703980800,1688083200,-3922000,-0.1,0.08000004,0.14113986,2.0,1355184000,PNK,EQUITY,ABCP,ABCP,AMBASE CORP,AmBase Corporation,494775000,America/New_York,EDT,eed59132-7569-31e8-9849-11bb3b5801fc,finmb_249786,-14400000,0.135,none,89000,0.002,1265000,0.037,0.037,-2.97001,-17000,-1230875,-2696000,0.0,0.0,0.0,USD,
2,7857 West Sample Road,Suite 134,Coral Springs,FL,33065,United States,201 265 0169,Real Estate Services,Real Estate Services,Real Estate,Real Estate,"AmBase Corporation does not have significant operations. Previously, it invested in a real estate development property. The company was incorporated in 1975 and is headquartered in Coral Springs, Florida.",4,"{'maxAge': 1, 'name': 'Mr. Joseph R. Bianco', 'age': 77, 'title': 'Treasurer', 'yearBorn': 1945, 'fiscalYear': 2022, 'totalPay': 159774, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.135,0.0,0.63278,50,50,26761,23010,23010,0.0,0.0,0,0,5499603,0.065,0.189,0.1319,0.112515,0.0,0.0,USD,6675596,0.0,15411499,40737800,0.41867,0.20417999,40737800,-0.087,1672444800,1703980800,1688083200,-3922000,-0.1,0.08000004,0.14113986,2.0,1355184000,PNK,EQUITY,ABCP,ABCP,AMBASE CORP,AmBase Corporation,494775000,America/New_York,EDT,eed59132-7569-31e8-9849-11bb3b5801fc,finmb_249786,-14400000,0.135,none,89000,0.002,1265000,0.037,0.037,-2.97001,-17000,-1230875,-2696000,0.0,0.0,0.0,USD,
