,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Kluang Estate,Batu 2 Jalan Mengkibol PO Box 64,Kluang,86007,Malaysia,https://www.kluangrubber.com,Farm Products,Consumer Defensive,"Kluang Rubber Company (Malaya) Berhad produces and sells fresh oil palm fruit bunches in Malaysia, Singapore, Hong Kong, the United Kingdom, the Cayman Islands, and Australia. The company operates through two segments, Plantation and Investments. Its Plantation segment cultivates oil palm. As of June 30, 2022, the company owned 6,302 acres of planted area. Its Investments segment is involved in long term portfolio investment in securities, deposits with banks, and property investment activities. The company was incorporated in 1959 and is based in Kluang, Malaysia.","{'maxAge': 1, 'name': 'Mr. Chung-Shih  Lee B.Sc', 'age': 60, 'title': 'Exec. Deputy Chairman', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 420000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,0.01,0.0026,1671667200,0.27,0.301861,10700,10700,2093,3140,3140,3.81,3.89,0,0,241207184,3.6,4.05,4.7852874,3.8166,3.8291,0.0,0.0,MYR,509940960,0.38624,25186338,62166800,0.58792,0.0,11.402,0.34029117,1688083200,1719705600,1688083200,19469000,-0.0,30:29,1548720000,10.117,32.607,KLS,EQUITY,2453.KL,2453.KL,KLUANG,Kluang Rubber Company (Malaya) Berhad,946861200,Asia/Kuala_Lumpur,MYT,28800000,3.88,none,299612992,4.819,15639000,2614000,39.491,39.696,50406000,0.205,0.81,0.00627,0.034730002,29565000,6181326,-2282000,-0.07,0.58654,0.31026,0.25507,MYR,
1,Kluang Estate,Batu 2 Jalan Mengkibol PO Box 64,Kluang,86007,Malaysia,https://www.kluangrubber.com,Farm Products,Consumer Defensive,"Kluang Rubber Company (Malaya) Berhad produces and sells fresh oil palm fruit bunches in Malaysia, Singapore, Hong Kong, the United Kingdom, the Cayman Islands, and Australia. The company operates through two segments, Plantation and Investments. Its Plantation segment cultivates oil palm. As of June 30, 2022, the company owned 6,302 acres of planted area. Its Investments segment is involved in long term portfolio investment in securities, deposits with banks, and property investment activities. The company was incorporated in 1959 and is based in Kluang, Malaysia.","{'maxAge': 1, 'name': 'Mr. Mugana  Kerisnan', 'age': 62, 'title': 'Exec. Director', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 167000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,0.01,0.0026,1671667200,0.27,0.301861,10700,10700,2093,3140,3140,3.81,3.89,0,0,241207184,3.6,4.05,4.7852874,3.8166,3.8291,0.0,0.0,MYR,509940960,0.38624,25186338,62166800,0.58792,0.0,11.402,0.34029117,1688083200,1719705600,1688083200,19469000,-0.0,30:29,1548720000,10.117,32.607,KLS,EQUITY,2453.KL,2453.KL,KLUANG,Kluang Rubber Company (Malaya) Berhad,946861200,Asia/Kuala_Lumpur,MYT,28800000,3.88,none,299612992,4.819,15639000,2614000,39.491,39.696,50406000,0.205,0.81,0.00627,0.034730002,29565000,6181326,-2282000,-0.07,0.58654,0.31026,0.25507,MYR,
2,Kluang Estate,Batu 2 Jalan Mengkibol PO Box 64,Kluang,86007,Malaysia,https://www.kluangrubber.com,Farm Products,Consumer Defensive,"Kluang Rubber Company (Malaya) Berhad produces and sells fresh oil palm fruit bunches in Malaysia, Singapore, Hong Kong, the United Kingdom, the Cayman Islands, and Australia. The company operates through two segments, Plantation and Investments. Its Plantation segment cultivates oil palm. As of June 30, 2022, the company owned 6,302 acres of planted area. Its Investments segment is involved in long term portfolio investment in securities, deposits with banks, and property investment activities. The company was incorporated in 1959 and is based in Kluang, Malaysia.","{'maxAge': 1, 'name': 'Mr. Mun Hong Cheong', 'age': 36, 'title': 'Exec. Director', 'yearBorn': 1986, 'fiscalYear': 2022, 'totalPay': 136000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,0.01,0.0026,1671667200,0.27,0.301861,10700,10700,2093,3140,3140,3.81,3.89,0,0,241207184,3.6,4.05,4.7852874,3.8166,3.8291,0.0,0.0,MYR,509940960,0.38624,25186338,62166800,0.58792,0.0,11.402,0.34029117,1688083200,1719705600,1688083200,19469000,-0.0,30:29,1548720000,10.117,32.607,KLS,EQUITY,2453.KL,2453.KL,KLUANG,Kluang Rubber Company (Malaya) Berhad,946861200,Asia/Kuala_Lumpur,MYT,28800000,3.88,none,299612992,4.819,15639000,2614000,39.491,39.696,50406000,0.205,0.81,0.00627,0.034730002,29565000,6181326,-2282000,-0.07,0.58654,0.31026,0.25507,MYR,
3,Kluang Estate,Batu 2 Jalan Mengkibol PO Box 64,Kluang,86007,Malaysia,https://www.kluangrubber.com,Farm Products,Consumer Defensive,"Kluang Rubber Company (Malaya) Berhad produces and sells fresh oil palm fruit bunches in Malaysia, Singapore, Hong Kong, the United Kingdom, the Cayman Islands, and Australia. The company operates through two segments, Plantation and Investments. Its Plantation segment cultivates oil palm. As of June 30, 2022, the company owned 6,302 acres of planted area. Its Investments segment is involved in long term portfolio investment in securities, deposits with banks, and property investment activities. The company was incorporated in 1959 and is based in Kluang, Malaysia.","{'maxAge': 1, 'name': 'Ms. Santhi  Saminathan MIA', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,0.01,0.0026,1671667200,0.27,0.301861,10700,10700,2093,3140,3140,3.81,3.89,0,0,241207184,3.6,4.05,4.7852874,3.8166,3.8291,0.0,0.0,MYR,509940960,0.38624,25186338,62166800,0.58792,0.0,11.402,0.34029117,1688083200,1719705600,1688083200,19469000,-0.0,30:29,1548720000,10.117,32.607,KLS,EQUITY,2453.KL,2453.KL,KLUANG,Kluang Rubber Company (Malaya) Berhad,946861200,Asia/Kuala_Lumpur,MYT,28800000,3.88,none,299612992,4.819,15639000,2614000,39.491,39.696,50406000,0.205,0.81,0.00627,0.034730002,29565000,6181326,-2282000,-0.07,0.58654,0.31026,0.25507,MYR,
4,Kluang Estate,Batu 2 Jalan Mengkibol PO Box 64,Kluang,86007,Malaysia,https://www.kluangrubber.com,Farm Products,Consumer Defensive,"Kluang Rubber Company (Malaya) Berhad produces and sells fresh oil palm fruit bunches in Malaysia, Singapore, Hong Kong, the United Kingdom, the Cayman Islands, and Australia. The company operates through two segments, Plantation and Investments. Its Plantation segment cultivates oil palm. As of June 30, 2022, the company owned 6,302 acres of planted area. Its Investments segment is involved in long term portfolio investment in securities, deposits with banks, and property investment activities. The company was incorporated in 1959 and is based in Kluang, Malaysia.","{'maxAge': 1, 'name': 'Madam Yit Chan Tai', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.88,3.88,3.88,3.88,3.88,3.88,3.88,3.88,0.01,0.0026,1671667200,0.27,0.301861,10700,10700,2093,3140,3140,3.81,3.89,0,0,241207184,3.6,4.05,4.7852874,3.8166,3.8291,0.0,0.0,MYR,509940960,0.38624,25186338,62166800,0.58792,0.0,11.402,0.34029117,1688083200,1719705600,1688083200,19469000,-0.0,30:29,1548720000,10.117,32.607,KLS,EQUITY,2453.KL,2453.KL,KLUANG,Kluang Rubber Company (Malaya) Berhad,946861200,Asia/Kuala_Lumpur,MYT,28800000,3.88,none,299612992,4.819,15639000,2614000,39.491,39.696,50406000,0.205,0.81,0.00627,0.034730002,29565000,6181326,-2282000,-0.07,0.58654,0.31026,0.25507,MYR,
