,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Mr. Masahiro  Moro', 'age': 62, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
1,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Mr. Jeffrey H.  Guyton', 'age': 55, 'title': 'Sr. Managing Exec. Officer, CFO & Representative Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
2,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Ichiro  Hirose', 'age': 62, 'title': 'Sr. Managing Exec. Officer, CTO & Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
3,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Mr. Akihiro  Kidani', 'age': 63, 'title': 'Managing Exec. Officer & Chief Information Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
4,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Yasuhiro  Aoyama', 'age': 57, 'title': 'Sr. Managing Exec. Officers & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
5,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Tetsuya  Fujimoto', 'age': 63, 'title': 'Sr. Managing Exec. Officer', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
6,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Makoto  Yoshihara', 'age': 62, 'title': 'Sr. Managing Exec. Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
7,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Takeshi  Mukai', 'age': 60, 'title': 'Sr. Managing Exec. Officer & Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
8,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Takeji  Kojima', 'age': 57, 'title': 'Sr. Managing Exec. Officer, CSO & Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
9,3-1 Shinchi,Fuchu-cho Aki-gun,Hiroshima,730-8670,Japan,81 82 282 1111,https://www.mazda.com,Auto Manufacturers,Consumer Cyclical,"Mazda Motor Corporation engages in the manufacture and sale of passenger cars and commercial vehicles in Japan, China, North America, Europe, and internationally. The company was formerly known as Toyo Kogyo Co., Ltd. and changed its name to Mazda Motor Corporation in May 1984. Mazda Motor Corporation was incorporated in 1920 and is headquartered in Hiroshima, Japan.",48481,"{'maxAge': 1, 'name': 'Mr. Ryuichi  Umeshita', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,5,1,7,1693526400,86400,2,11.37,11.778,11.778,11.778,11.37,11.778,11.778,11.778,0.37,0.0328,1695859200,0.1719,1.073198,6.616854,6.4714284,3459,3459,798,480,480,0.0,0.0,0,0,7660788224,6.26,11.78,0.0017813714,10.084,8.97885,45.0,3.9577837,USD,-77271031808,0.03838,557743907,629963008,0.08166,0.38602,2376.547,0.0049559292,1680220800,1711843200,1688083200,1.483,165059002368,1.78,1.82,8170.17,1:5,1406592000,-0.018,-0.258,PNK,EQUITY,MZDAF,MZDAF,MAZDA MOTOR CORP,Mazda Motor Corporation,1287149400,America/New_York,EDT,-14400000,11.778,none,686109032448,1088.929,299813011456,584278999040,0.706,1.436,4300500107264,38.571,6826.516,0.03765,0.116160005,196128374784,298327998464,1.483,0.768,0.20627001,0.06971,0.04453,JPY,
