,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Mr. Vincent  Warnery', 'age': 54, 'title': 'CEO & Chairman of the Exec. Board', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 2010000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
1,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Prof. Manuela  Rousseau', 'age': 67, 'title': 'Head of Corp. Social Responsibility & Employee Representative Deputy Chairman of Supervisory Board', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 138500, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
2,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Ms. Astrid  Hermann', 'age': 49, 'title': 'CFO & Member of Exec. Board', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 810000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
3,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Mr. Ramon A. Mirt', 'age': 57, 'title': 'Member of the Exec. Board', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2315000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
4,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Mr. Patrick  Rasquinet', 'title': 'Member of the Exec. Board', 'fiscalYear': 2022, 'totalPay': 975000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
5,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Mr. Oswald  Barckhahn', 'age': 55, 'title': 'Member of the Exec. Board', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 969000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
6,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Ms. Grita  Loebsack', 'age': 52, 'title': 'Member of the Exec. Board', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1372000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
7,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Nicola D. Lafrentz', 'age': 46, 'title': 'Labor Relations Director & Member of the Exec. Board', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 759500, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
8,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Mr. Reiner  Hansert', 'age': 61, 'title': 'Director of Legal Affairs Europe & Employee Representative Member of Supervisory Board', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 142000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
9,Unnastrasse 48,Hamburg,20245,Germany,49 40 4909 0,49 40 4909 3434,https://www.beiersdorf.com,Household & Personal Products,Consumer Defensive,"Beiersdorf Aktiengesellschaft manufactures and distributes consumer goods in Europe, the Americas, Africa, Asia, and Australia. It operates in two segments, Consumer Business and Tesa Business. The Consumer Business Segment offers skin and body care products. The Tesa Business segment provides adhesive tapes and self-adhesive products and system solutions for industries, craft businesses, and consumers. This segment offers its system solutions to the automotive, electronics, printing and paper, and building and construction industries. It offers its products under the Aquaphor, NIVEA, Eucerin, La Prairie, Labello, Hansaplast, 8x4, FLORENA, Coppertone, HIDROFUGAL, Maestro, GAMMON, SKIN STORIES, STOP THE WATER WHILE USING ME, TESA, Chantecaille, Elastoplast, and CURITAS brands. The company was founded in 1882 and is headquartered in Hamburg, Germany. Beiersdorf Aktiengesellschaft operates as a subsidiary of maxingvest ag.",21640,"{'maxAge': 1, 'name': 'Ms. Barbara  Saunier', 'age': 67, 'title': 'Chief Information Officer', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",4,6,8,6,8,1693526400,1672444800,86400,2,121.3,121.95,121.85,122.9,121.3,121.95,121.85,122.9,0.7,0.0058,1681430400,0.1887,0.71,0.252627,32.96496,27.607225,421477,421477,182931,190403,190403,122.3,122.35,37700,10000,27739965440,93.38,128.6,2.9960003,119.121,116.505,0.7,0.005770816,EUR,25653594112,0.09072,97711875,226819008,0.51187,0.19559,36.078,3.3898776,1672444800,1703980800,1688083200,0.172,840000000,3.71,4.43,2.88,3:1,1153094400,2.771,16.165,GER,EQUITY,BEI.DE,BEI.DE,BEIERSDORF AG O.N.,Beiersdorf Aktiengesellschaft,901090800,Europe/Berlin,CEST,7200000,122.3,152.0,90.0,127.8,136.0,2.3,buy,25,2068999936,9.132,1587000064,0,1.137,1.604,9258999808,40.866,0.068569995,0.10752,4957000000,63375000,858000000,0.174,0.103,0.56874,0.1714,0.14937,EUR,2.3609
