,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,12140 Wickchester Lane,Suite 100,Houston,TX,77079,United States,713 600 2600,https://viarenewables.com,Utilities—Regulated Electric,Utilities,"Via Renewables, Inc., through its subsidiaries, operates as an independent retail energy services company in the United States. It operates through two segments, Retail Electricity and Retail Natural Gas. The Retail Electricity segment engages in the transmission and sale of electricity to residential and commercial customers. The Retail Natural Gas segment is involved in the transportation, distribution, and sale of natural gas to residential and commercial customers. As of December 31, 2022, the company operated in 102 utility service territories across 19 states and the District of Columbia. It has approximately 331,000 residential customer equivalents. The company was formerly known as Spark Energy, Inc. and changed its name to Via Renewables, Inc. in August 2021. Via Renewables, Inc. was founded in 1999 and is headquartered in Houston, Texas.",160,"{'maxAge': 1, 'name': 'Mr. William Keith Maxwell III', 'age': 57, 'title': 'Pres, CEO & Exec. Chairman', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 273703, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,7,8,1693526400,1672444800,86400,2,9.48,9.5,8.5501,9.51,9.48,9.5,8.5501,9.51,1677542400,10.9,1.076763,57812,57812,51588,29830,29830,8.6,9.45,1100,1100,62983144,5.81,38.1,0.13707155,8.3111,17.76945,1.812,0.19113925,USD,156901184,-0.00483,2444773,3231130,62647,153543,1690761600,1693440000,0.0194,0.24340999,0.31842,2.05,0.0253,13.436,0.64825845,1672444800,1703980800,1688083200,0.728,-11807000,-3.46,0.341,15.016,NMS,EQUITY,VIA,VIA,"Via Renewables, Inc.","Via Renewables, Inc.",1406640600,America/New_York,EDT,-14400000,8.71,3.0,hold,55274000,17.107,10449000,110000000,1.67,2.239,459491008,93.662,144.471,0.00123,-0.14158,108597000,72818000,37959000,0.811,-0.059,0.18325001,0.022739999,0.0013799999,USD,
1,12140 Wickchester Lane,Suite 100,Houston,TX,77079,United States,713 600 2600,https://viarenewables.com,Utilities—Regulated Electric,Utilities,"Via Renewables, Inc., through its subsidiaries, operates as an independent retail energy services company in the United States. It operates through two segments, Retail Electricity and Retail Natural Gas. The Retail Electricity segment engages in the transmission and sale of electricity to residential and commercial customers. The Retail Natural Gas segment is involved in the transportation, distribution, and sale of natural gas to residential and commercial customers. As of December 31, 2022, the company operated in 102 utility service territories across 19 states and the District of Columbia. It has approximately 331,000 residential customer equivalents. The company was formerly known as Spark Energy, Inc. and changed its name to Via Renewables, Inc. in August 2021. Via Renewables, Inc. was founded in 1999 and is headquartered in Houston, Texas.",160,"{'maxAge': 1, 'name': 'Mr. Mike  Barajas', 'age': 38, 'title': 'CFO & Chief Risk Officer', 'yearBorn': 1984, 'fiscalYear': 2022, 'totalPay': 428694, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,7,8,1693526400,1672444800,86400,2,9.48,9.5,8.5501,9.51,9.48,9.5,8.5501,9.51,1677542400,10.9,1.076763,57812,57812,51588,29830,29830,8.6,9.45,1100,1100,62983144,5.81,38.1,0.13707155,8.3111,17.76945,1.812,0.19113925,USD,156901184,-0.00483,2444773,3231130,62647,153543,1690761600,1693440000,0.0194,0.24340999,0.31842,2.05,0.0253,13.436,0.64825845,1672444800,1703980800,1688083200,0.728,-11807000,-3.46,0.341,15.016,NMS,EQUITY,VIA,VIA,"Via Renewables, Inc.","Via Renewables, Inc.",1406640600,America/New_York,EDT,-14400000,8.71,3.0,hold,55274000,17.107,10449000,110000000,1.67,2.239,459491008,93.662,144.471,0.00123,-0.14158,108597000,72818000,37959000,0.811,-0.059,0.18325001,0.022739999,0.0013799999,USD,
2,12140 Wickchester Lane,Suite 100,Houston,TX,77079,United States,713 600 2600,https://viarenewables.com,Utilities—Regulated Electric,Utilities,"Via Renewables, Inc., through its subsidiaries, operates as an independent retail energy services company in the United States. It operates through two segments, Retail Electricity and Retail Natural Gas. The Retail Electricity segment engages in the transmission and sale of electricity to residential and commercial customers. The Retail Natural Gas segment is involved in the transportation, distribution, and sale of natural gas to residential and commercial customers. As of December 31, 2022, the company operated in 102 utility service territories across 19 states and the District of Columbia. It has approximately 331,000 residential customer equivalents. The company was formerly known as Spark Energy, Inc. and changed its name to Via Renewables, Inc. in August 2021. Via Renewables, Inc. was founded in 1999 and is headquartered in Houston, Texas.",160,"{'maxAge': 1, 'name': 'Mr. Paul  Konikowski', 'age': 50, 'title': 'Chief Operating Officer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 577197, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,7,8,1693526400,1672444800,86400,2,9.48,9.5,8.5501,9.51,9.48,9.5,8.5501,9.51,1677542400,10.9,1.076763,57812,57812,51588,29830,29830,8.6,9.45,1100,1100,62983144,5.81,38.1,0.13707155,8.3111,17.76945,1.812,0.19113925,USD,156901184,-0.00483,2444773,3231130,62647,153543,1690761600,1693440000,0.0194,0.24340999,0.31842,2.05,0.0253,13.436,0.64825845,1672444800,1703980800,1688083200,0.728,-11807000,-3.46,0.341,15.016,NMS,EQUITY,VIA,VIA,"Via Renewables, Inc.","Via Renewables, Inc.",1406640600,America/New_York,EDT,-14400000,8.71,3.0,hold,55274000,17.107,10449000,110000000,1.67,2.239,459491008,93.662,144.471,0.00123,-0.14158,108597000,72818000,37959000,0.811,-0.059,0.18325001,0.022739999,0.0013799999,USD,
3,12140 Wickchester Lane,Suite 100,Houston,TX,77079,United States,713 600 2600,https://viarenewables.com,Utilities—Regulated Electric,Utilities,"Via Renewables, Inc., through its subsidiaries, operates as an independent retail energy services company in the United States. It operates through two segments, Retail Electricity and Retail Natural Gas. The Retail Electricity segment engages in the transmission and sale of electricity to residential and commercial customers. The Retail Natural Gas segment is involved in the transportation, distribution, and sale of natural gas to residential and commercial customers. As of December 31, 2022, the company operated in 102 utility service territories across 19 states and the District of Columbia. It has approximately 331,000 residential customer equivalents. The company was formerly known as Spark Energy, Inc. and changed its name to Via Renewables, Inc. in August 2021. Via Renewables, Inc. was founded in 1999 and is headquartered in Houston, Texas.",160,"{'maxAge': 1, 'name': 'Mr. Stephen  Rabalais', 'title': 'Director of FP&A and Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,7,8,1693526400,1672444800,86400,2,9.48,9.5,8.5501,9.51,9.48,9.5,8.5501,9.51,1677542400,10.9,1.076763,57812,57812,51588,29830,29830,8.6,9.45,1100,1100,62983144,5.81,38.1,0.13707155,8.3111,17.76945,1.812,0.19113925,USD,156901184,-0.00483,2444773,3231130,62647,153543,1690761600,1693440000,0.0194,0.24340999,0.31842,2.05,0.0253,13.436,0.64825845,1672444800,1703980800,1688083200,0.728,-11807000,-3.46,0.341,15.016,NMS,EQUITY,VIA,VIA,"Via Renewables, Inc.","Via Renewables, Inc.",1406640600,America/New_York,EDT,-14400000,8.71,3.0,hold,55274000,17.107,10449000,110000000,1.67,2.239,459491008,93.662,144.471,0.00123,-0.14158,108597000,72818000,37959000,0.811,-0.059,0.18325001,0.022739999,0.0013799999,USD,
4,12140 Wickchester Lane,Suite 100,Houston,TX,77079,United States,713 600 2600,https://viarenewables.com,Utilities—Regulated Electric,Utilities,"Via Renewables, Inc., through its subsidiaries, operates as an independent retail energy services company in the United States. It operates through two segments, Retail Electricity and Retail Natural Gas. The Retail Electricity segment engages in the transmission and sale of electricity to residential and commercial customers. The Retail Natural Gas segment is involved in the transportation, distribution, and sale of natural gas to residential and commercial customers. As of December 31, 2022, the company operated in 102 utility service territories across 19 states and the District of Columbia. It has approximately 331,000 residential customer equivalents. The company was formerly known as Spark Energy, Inc. and changed its name to Via Renewables, Inc. in August 2021. Via Renewables, Inc. was founded in 1999 and is headquartered in Houston, Texas.",160,"{'maxAge': 1, 'name': 'Mr. Michael  Kuznar', 'title': 'Head of Retail Market', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,7,7,8,1693526400,1672444800,86400,2,9.48,9.5,8.5501,9.51,9.48,9.5,8.5501,9.51,1677542400,10.9,1.076763,57812,57812,51588,29830,29830,8.6,9.45,1100,1100,62983144,5.81,38.1,0.13707155,8.3111,17.76945,1.812,0.19113925,USD,156901184,-0.00483,2444773,3231130,62647,153543,1690761600,1693440000,0.0194,0.24340999,0.31842,2.05,0.0253,13.436,0.64825845,1672444800,1703980800,1688083200,0.728,-11807000,-3.46,0.341,15.016,NMS,EQUITY,VIA,VIA,"Via Renewables, Inc.","Via Renewables, Inc.",1406640600,America/New_York,EDT,-14400000,8.71,3.0,hold,55274000,17.107,10449000,110000000,1.67,2.239,459491008,93.662,144.471,0.00123,-0.14158,108597000,72818000,37959000,0.811,-0.059,0.18325001,0.022739999,0.0013799999,USD,
