,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Oscar Garcia Maceiras', 'age': 47, 'title': 'CEO & Exec. Director', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 5891000, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
1,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Ignacio  Izuzquiza Fernández', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
2,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Carlos  Crespo González', 'age': 51, 'title': 'COO & MD of Operations, Sustainable and Digital Transformation', 'yearBorn': 1971, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
3,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': ""Mr. James  O'Shaughnessy"", 'title': 'Sr. Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
4,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Javier  Monteoliva Díaz', 'title': 'Gen. Counsel & Sec. of the Board', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
5,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Raul Estradera Vazquez', 'title': 'Chief Communication Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
6,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Ms. Begoña  López-Cano Ibarreche', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
7,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Gabriel  Moneo Marina', 'age': 62, 'title': 'Chief Information Technology Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
8,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Abel López Cernadas', 'age': 57, 'title': 'Head of Import, Export & Transport', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
9,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Marcos  López García', 'title': 'Capital Markets Director', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,35.96,36.13,35.95,36.48,35.96,36.13,35.95,36.48,0.39,0.0109,1698710400,0.491,1.97,1.082957,23.050953,27.007462,5823964,5823964,2304241,2608618,2608618,36.18,36.19,112662003712,20.62,36.48,3.3692806,34.531,30.9026,0.0,0.0,EUR,107632001024,0.13571,1106588325,3113070080,0.64351,0.15822,5.216,6.9382663,1675123200,1706659200,1682812800,0.537,4537999872,1.57,1.34,1.89,5:1,1406505600,3.219,15.397,MCE,EQUITY,ITX.MC,ITX.MC,INDUSTRIA DE DISE...O TEXTIL S.,"Industria de Diseño Textil, S.A.",990687600,Europe/Madrid,CEST,7200000,36.19,32.1,21.0,27.54,28.0,2.3,buy,27,10522000384,3.38,6990499840,5473999872,1.117,1.506,33437999104,33.657,10.743,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1349
