,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Mr. Jeffri Salim Davidson', 'age': 57, 'title': 'Group CEO & Exec. Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 760511, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
1,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Mr. Mustamir  Mohamad', 'age': 50, 'title': 'Group Chief Financial Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
2,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Dr. Deny  Rahardjo', 'age': 50, 'title': 'Group Chief Information & Digital Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
3,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Mr. John Edward Arkosi', 'age': 66, 'title': 'Group Head of Group Compliance & Group Corp. Assurance', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
4,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Ms. Pheng Tan Yee', 'title': 'Head of Group Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
5,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Ms. Roselaini  Faiz', 'age': 57, 'title': 'Group Chief HR Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
6,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Mr. Andrew  Basham', 'age': 56, 'title': 'Managing Director of Motors Division', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
7,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Mr. Yew Hong Leong', 'age': 50, 'title': 'Group Chief Strategy Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
8,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Mr. Glenn  Sheahan', 'age': 52, 'title': 'Group Chief Safety & Sustainability Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
9,Menara Sime Darby,"Level 9 Oasis Corporate Park Jalan PJU 1A/2, Ara Damansara",Petaling Jaya,47301,Malaysia,60 3 7623 2000,60 3 7623 2100,https://www.simedarby.com,Auto Manufacturers,Consumer Cyclical,"Sime Darby Berhad, an investment holding company, operates in the industrial, motors, logistics, healthcare, and other businesses in Malaysia and internationally. The company manufactures, assembles, and sells generators, and agricultural and industrial machineries; markets, installs, rents, and services security products; markets and installs electronic and electro-mechanical equipment, instruments, and systems integration; sells, rents, and assembles Caterpillar equipment and spare parts; reconditions used equipment and machineries; supplies global positioning systems/digital work site positioning, and machine control products for heavy and highway construction applications; sells lift trucks and spare parts, and services other material handling equipment; imports and sells technical, nautical, and scientific instruments, as well as mechanical, electrical, and electronic equipment; and sells, hires, and services survey and marine equipment. It also provides heat exchangers, radiators, process equipment modules, filters, and separators; training and security services; and consultancy and other services for installation, operation, repair, and maintenance of industrial machines, equipment, and vehicles. In addition, the company manufactures, sells, and distributes passenger and light commercial vehicles, and spare parts; imports and distributes motor vehicles; offers vehicle rental services; and engages in general investment activities. Further, it provides port and warehousing services; tugboat pilot, container, property management, and childcare services; and owns and manages logistics parks. Additionally, the company operates hospitals; provides insurance and reinsurance brokerage, and advisory services; and sells Trimble technical solutions, as well as provides engineering, procurement, construction, installation, hook-up, and commissioning services related to oil and gas industry. Sime Darby Berhad was founded in 1910 and is based in Petaling Jaya, Malaysia.",20000,"{'maxAge': 1, 'name': 'Mr. Dean  Mehmet', 'age': 58, 'title': 'Managing Director of Industrial Division', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.4655,0.03,0.060500003,1694044800,0.90620005,0.286236,15.516667,1000,1000,1198,0,0,0.0,0.0,0,0,3172661760,0.31,0.5,0.06570291,0.4432,0.38265,0.13,0.2792696,USD,8819848192,0.03019,3566403840,6815600128,0.64715,0.20823,2.483,0.18747483,1688083200,1719705600,1688083200,1.237,1340000000,0.03,2:1,1511740800,0.183,2.682,PNK,EQUITY,SMEBF,SMEBF,SIME DARBY BERHAD,Sime Darby Berhad,1207575000,America/New_York,EDT,-14400000,0.4655,none,3164000000,0.464,3288999936,8454000128,0.622,1.482,48287997952,48.915,7.088,0.03754,0.08284,1393000000,2157374976,1002000000,1.235,0.224,0.02885,0.06811,0.04183,MYR,1.5232
