,address1,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6095 Ordan Drive,Mississauga,ON,L5T 2M7,Canada,905 670 1960,https://www.richardspackaging.com,Packaging & Containers,Consumer Cyclical,"Richards Packaging Income Fund, together with its subsidiaries, designs, manufactures, and distributes rigid packaging containers and related components in North America. It offers plastic, glass, and metal containers and closures. The company also offers packaging design and development, sourcing capabilities, and logistics management services. It serves food and beverage, healthcare, cosmetics, industrial, and pharmaceutical sectors. Richards Packaging Income Fund was founded in 1912 and is headquartered in Mississauga, Canada.",652,"{'maxAge': 1, 'name': 'Mr. David Lewis Prupas', 'age': 79, 'title': 'COO & Pres', 'yearBorn': 1943, 'fiscalYear': 2022, 'totalPay': 345078, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,3,4,1693526400,1672444800,86400,2,23.4,23.7849,23.7849,23.8,23.4,23.7849,23.7849,23.8,0.98,0.0418,1693353600,0.45049998,2.85,0.526943,11.011987,1100,1100,1041,400,400,0.0,0.0,0,0,260574448,22.73,37.46,0.6019568,24.4722,28.5185,1.32,0.05641026,USD,336982176,0.095290005,8076360,10955000,0.25473,0.34719002,15.429,1.5416354,1672444800,1703980800,1688083200,-0.048,41250000,2.16,0.778,5.044,PNK,EQUITY,RPKIF,RPKIF,RICHARDS PACKAGING INCOME FUND,Richards Packaging Income Fund,1168266600,America/New_York,EDT,-14400000,23.785892,none,8551000,0.781,66805000,89186000,0.752,1.91,432879008,52.763,39.514,0.09901,0.26483,82095000,51203876,66959000,-0.048,-0.091,0.17790002,0.15433,0.12686,CAD,
1,6095 Ordan Drive,Mississauga,ON,L5T 2M7,Canada,905 670 1960,https://www.richardspackaging.com,Packaging & Containers,Consumer Cyclical,"Richards Packaging Income Fund, together with its subsidiaries, designs, manufactures, and distributes rigid packaging containers and related components in North America. It offers plastic, glass, and metal containers and closures. The company also offers packaging design and development, sourcing capabilities, and logistics management services. It serves food and beverage, healthcare, cosmetics, industrial, and pharmaceutical sectors. Richards Packaging Income Fund was founded in 1912 and is headquartered in Mississauga, Canada.",652,"{'maxAge': 1, 'name': 'Mr. Enzio  Di Gennaro', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 275044, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,3,4,1693526400,1672444800,86400,2,23.4,23.7849,23.7849,23.8,23.4,23.7849,23.7849,23.8,0.98,0.0418,1693353600,0.45049998,2.85,0.526943,11.011987,1100,1100,1041,400,400,0.0,0.0,0,0,260574448,22.73,37.46,0.6019568,24.4722,28.5185,1.32,0.05641026,USD,336982176,0.095290005,8076360,10955000,0.25473,0.34719002,15.429,1.5416354,1672444800,1703980800,1688083200,-0.048,41250000,2.16,0.778,5.044,PNK,EQUITY,RPKIF,RPKIF,RICHARDS PACKAGING INCOME FUND,Richards Packaging Income Fund,1168266600,America/New_York,EDT,-14400000,23.785892,none,8551000,0.781,66805000,89186000,0.752,1.91,432879008,52.763,39.514,0.09901,0.26483,82095000,51203876,66959000,-0.048,-0.091,0.17790002,0.15433,0.12686,CAD,
2,6095 Ordan Drive,Mississauga,ON,L5T 2M7,Canada,905 670 1960,https://www.richardspackaging.com,Packaging & Containers,Consumer Cyclical,"Richards Packaging Income Fund, together with its subsidiaries, designs, manufactures, and distributes rigid packaging containers and related components in North America. It offers plastic, glass, and metal containers and closures. The company also offers packaging design and development, sourcing capabilities, and logistics management services. It serves food and beverage, healthcare, cosmetics, industrial, and pharmaceutical sectors. Richards Packaging Income Fund was founded in 1912 and is headquartered in Mississauga, Canada.",652,"{'maxAge': 1, 'name': 'Mr. Paul  Richards', 'title': 'Founder', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,3,4,1693526400,1672444800,86400,2,23.4,23.7849,23.7849,23.8,23.4,23.7849,23.7849,23.8,0.98,0.0418,1693353600,0.45049998,2.85,0.526943,11.011987,1100,1100,1041,400,400,0.0,0.0,0,0,260574448,22.73,37.46,0.6019568,24.4722,28.5185,1.32,0.05641026,USD,336982176,0.095290005,8076360,10955000,0.25473,0.34719002,15.429,1.5416354,1672444800,1703980800,1688083200,-0.048,41250000,2.16,0.778,5.044,PNK,EQUITY,RPKIF,RPKIF,RICHARDS PACKAGING INCOME FUND,Richards Packaging Income Fund,1168266600,America/New_York,EDT,-14400000,23.785892,none,8551000,0.781,66805000,89186000,0.752,1.91,432879008,52.763,39.514,0.09901,0.26483,82095000,51203876,66959000,-0.048,-0.091,0.17790002,0.15433,0.12686,CAD,
3,6095 Ordan Drive,Mississauga,ON,L5T 2M7,Canada,905 670 1960,https://www.richardspackaging.com,Packaging & Containers,Consumer Cyclical,"Richards Packaging Income Fund, together with its subsidiaries, designs, manufactures, and distributes rigid packaging containers and related components in North America. It offers plastic, glass, and metal containers and closures. The company also offers packaging design and development, sourcing capabilities, and logistics management services. It serves food and beverage, healthcare, cosmetics, industrial, and pharmaceutical sectors. Richards Packaging Income Fund was founded in 1912 and is headquartered in Mississauga, Canada.",652,"{'maxAge': 1, 'name': 'Mr. Timothy  McKernan', 'title': 'Pres & Director of McKernan Packaging', 'fiscalYear': 2013, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,4,3,4,1693526400,1672444800,86400,2,23.4,23.7849,23.7849,23.8,23.4,23.7849,23.7849,23.8,0.98,0.0418,1693353600,0.45049998,2.85,0.526943,11.011987,1100,1100,1041,400,400,0.0,0.0,0,0,260574448,22.73,37.46,0.6019568,24.4722,28.5185,1.32,0.05641026,USD,336982176,0.095290005,8076360,10955000,0.25473,0.34719002,15.429,1.5416354,1672444800,1703980800,1688083200,-0.048,41250000,2.16,0.778,5.044,PNK,EQUITY,RPKIF,RPKIF,RICHARDS PACKAGING INCOME FUND,Richards Packaging Income Fund,1168266600,America/New_York,EDT,-14400000,23.785892,none,8551000,0.781,66805000,89186000,0.752,1.91,432879008,52.763,39.514,0.09901,0.26483,82095000,51203876,66959000,-0.048,-0.091,0.17790002,0.15433,0.12686,CAD,
