,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,34 Colin Street,Ground Floor,West Perth,WA,6005,Australia,61 8 9481 2344,61 8 9481 5929,https://northernminerals.com.au,Other Industrial Metals & Mining,Basic Materials,"Northern Minerals Limited engages in the exploration and evaluation of rare earth element mineral interests in Australia. The company explores for dysprosium and other heavy rare earths. Its flagship project is the 100% owned Browns Range Pilot Plant project located to the south east of Halls Creek in northern Western Australia. The company was formerly known as Northern Uranium Limited and changed its name to Northern Minerals Limited in February 2011. Northern Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Nicholas Anthony Curtis A.M., AM, B.A., BA (Hons), FAICD', 'age': 65, 'title': 'Exec. Chairman', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 76793, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.031,0.031,0.03,0.032,0.031,0.031,0.03,0.032,0.0,0.599474,124812,124812,1330887,1094529,1094529,0.031,0.032,0,0,189290576,0.03,0.049,98.28217,0.03408,0.038445,0.0,0.0,AUD,153469904,0.0,3010576390,5915330048,0.50469,0.17985001,0.002,16.0,1656547200,1688083200,1672444800,-18866876,-0.01,1:1,1267660800,79.684,-11.727,ASX,EQUITY,NTU.AX,NTU.AX,NTH MINS FPO,Northern Minerals Limited,1163545200,Australia/Sydney,AEST,36000000,0.032,none,22255572,0.004,-13086376,13101498,7.408,7.594,1925991,169.877,0.0,-0.43633997,-1.5520799,3792427,-4373414,-11877302,-0.997,0.78419995,0.0,-9.87447,AUD,
1,34 Colin Street,Ground Floor,West Perth,WA,6005,Australia,61 8 9481 2344,61 8 9481 5929,https://northernminerals.com.au,Other Industrial Metals & Mining,Basic Materials,"Northern Minerals Limited engages in the exploration and evaluation of rare earth element mineral interests in Australia. The company explores for dysprosium and other heavy rare earths. Its flagship project is the 100% owned Browns Range Pilot Plant project located to the south east of Halls Creek in northern Western Australia. The company was formerly known as Northern Uranium Limited and changed its name to Northern Minerals Limited in February 2011. Northern Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Robin  Jones', 'title': 'Head of Projects', 'fiscalYear': 2022, 'totalPay': 444886, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.031,0.031,0.03,0.032,0.031,0.031,0.03,0.032,0.0,0.599474,124812,124812,1330887,1094529,1094529,0.031,0.032,0,0,189290576,0.03,0.049,98.28217,0.03408,0.038445,0.0,0.0,AUD,153469904,0.0,3010576390,5915330048,0.50469,0.17985001,0.002,16.0,1656547200,1688083200,1672444800,-18866876,-0.01,1:1,1267660800,79.684,-11.727,ASX,EQUITY,NTU.AX,NTU.AX,NTH MINS FPO,Northern Minerals Limited,1163545200,Australia/Sydney,AEST,36000000,0.032,none,22255572,0.004,-13086376,13101498,7.408,7.594,1925991,169.877,0.0,-0.43633997,-1.5520799,3792427,-4373414,-11877302,-0.997,0.78419995,0.0,-9.87447,AUD,
2,34 Colin Street,Ground Floor,West Perth,WA,6005,Australia,61 8 9481 2344,61 8 9481 5929,https://northernminerals.com.au,Other Industrial Metals & Mining,Basic Materials,"Northern Minerals Limited engages in the exploration and evaluation of rare earth element mineral interests in Australia. The company explores for dysprosium and other heavy rare earths. Its flagship project is the 100% owned Browns Range Pilot Plant project located to the south east of Halls Creek in northern Western Australia. The company was formerly known as Northern Uranium Limited and changed its name to Northern Minerals Limited in February 2011. Northern Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Bin  Cai', 'age': 51, 'title': 'Exec. Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 193744, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.031,0.031,0.03,0.032,0.031,0.031,0.03,0.032,0.0,0.599474,124812,124812,1330887,1094529,1094529,0.031,0.032,0,0,189290576,0.03,0.049,98.28217,0.03408,0.038445,0.0,0.0,AUD,153469904,0.0,3010576390,5915330048,0.50469,0.17985001,0.002,16.0,1656547200,1688083200,1672444800,-18866876,-0.01,1:1,1267660800,79.684,-11.727,ASX,EQUITY,NTU.AX,NTU.AX,NTH MINS FPO,Northern Minerals Limited,1163545200,Australia/Sydney,AEST,36000000,0.032,none,22255572,0.004,-13086376,13101498,7.408,7.594,1925991,169.877,0.0,-0.43633997,-1.5520799,3792427,-4373414,-11877302,-0.997,0.78419995,0.0,-9.87447,AUD,
3,34 Colin Street,Ground Floor,West Perth,WA,6005,Australia,61 8 9481 2344,61 8 9481 5929,https://northernminerals.com.au,Other Industrial Metals & Mining,Basic Materials,"Northern Minerals Limited engages in the exploration and evaluation of rare earth element mineral interests in Australia. The company explores for dysprosium and other heavy rare earths. Its flagship project is the 100% owned Browns Range Pilot Plant project located to the south east of Halls Creek in northern Western Australia. The company was formerly known as Northern Uranium Limited and changed its name to Northern Minerals Limited in February 2011. Northern Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Shane Anthony  Hartwig ACIS, B.Bus, CPA', 'title': 'Exec. Director of Fin. & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.031,0.031,0.03,0.032,0.031,0.031,0.03,0.032,0.0,0.599474,124812,124812,1330887,1094529,1094529,0.031,0.032,0,0,189290576,0.03,0.049,98.28217,0.03408,0.038445,0.0,0.0,AUD,153469904,0.0,3010576390,5915330048,0.50469,0.17985001,0.002,16.0,1656547200,1688083200,1672444800,-18866876,-0.01,1:1,1267660800,79.684,-11.727,ASX,EQUITY,NTU.AX,NTU.AX,NTH MINS FPO,Northern Minerals Limited,1163545200,Australia/Sydney,AEST,36000000,0.032,none,22255572,0.004,-13086376,13101498,7.408,7.594,1925991,169.877,0.0,-0.43633997,-1.5520799,3792427,-4373414,-11877302,-0.997,0.78419995,0.0,-9.87447,AUD,
4,34 Colin Street,Ground Floor,West Perth,WA,6005,Australia,61 8 9481 2344,61 8 9481 5929,https://northernminerals.com.au,Other Industrial Metals & Mining,Basic Materials,"Northern Minerals Limited engages in the exploration and evaluation of rare earth element mineral interests in Australia. The company explores for dysprosium and other heavy rare earths. Its flagship project is the 100% owned Browns Range Pilot Plant project located to the south east of Halls Creek in northern Western Australia. The company was formerly known as Northern Uranium Limited and changed its name to Northern Minerals Limited in February 2011. Northern Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Ms. Angela  Glover', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.031,0.031,0.03,0.032,0.031,0.031,0.03,0.032,0.0,0.599474,124812,124812,1330887,1094529,1094529,0.031,0.032,0,0,189290576,0.03,0.049,98.28217,0.03408,0.038445,0.0,0.0,AUD,153469904,0.0,3010576390,5915330048,0.50469,0.17985001,0.002,16.0,1656547200,1688083200,1672444800,-18866876,-0.01,1:1,1267660800,79.684,-11.727,ASX,EQUITY,NTU.AX,NTU.AX,NTH MINS FPO,Northern Minerals Limited,1163545200,Australia/Sydney,AEST,36000000,0.032,none,22255572,0.004,-13086376,13101498,7.408,7.594,1925991,169.877,0.0,-0.43633997,-1.5520799,3792427,-4373414,-11877302,-0.997,0.78419995,0.0,-9.87447,AUD,
5,34 Colin Street,Ground Floor,West Perth,WA,6005,Australia,61 8 9481 2344,61 8 9481 5929,https://northernminerals.com.au,Other Industrial Metals & Mining,Basic Materials,"Northern Minerals Limited engages in the exploration and evaluation of rare earth element mineral interests in Australia. The company explores for dysprosium and other heavy rare earths. Its flagship project is the 100% owned Browns Range Pilot Plant project located to the south east of Halls Creek in northern Western Australia. The company was formerly known as Northern Uranium Limited and changed its name to Northern Minerals Limited in February 2011. Northern Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Ms. Hayley  Patton', 'title': 'Head of People & Culture', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.031,0.031,0.03,0.032,0.031,0.031,0.03,0.032,0.0,0.599474,124812,124812,1330887,1094529,1094529,0.031,0.032,0,0,189290576,0.03,0.049,98.28217,0.03408,0.038445,0.0,0.0,AUD,153469904,0.0,3010576390,5915330048,0.50469,0.17985001,0.002,16.0,1656547200,1688083200,1672444800,-18866876,-0.01,1:1,1267660800,79.684,-11.727,ASX,EQUITY,NTU.AX,NTU.AX,NTH MINS FPO,Northern Minerals Limited,1163545200,Australia/Sydney,AEST,36000000,0.032,none,22255572,0.004,-13086376,13101498,7.408,7.594,1925991,169.877,0.0,-0.43633997,-1.5520799,3792427,-4373414,-11877302,-0.997,0.78419995,0.0,-9.87447,AUD,
6,34 Colin Street,Ground Floor,West Perth,WA,6005,Australia,61 8 9481 2344,61 8 9481 5929,https://northernminerals.com.au,Other Industrial Metals & Mining,Basic Materials,"Northern Minerals Limited engages in the exploration and evaluation of rare earth element mineral interests in Australia. The company explores for dysprosium and other heavy rare earths. Its flagship project is the 100% owned Browns Range Pilot Plant project located to the south east of Halls Creek in northern Western Australia. The company was formerly known as Northern Uranium Limited and changed its name to Northern Minerals Limited in February 2011. Northern Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Kurt  Warburton', 'title': 'Exploration Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.031,0.031,0.03,0.032,0.031,0.031,0.03,0.032,0.0,0.599474,124812,124812,1330887,1094529,1094529,0.031,0.032,0,0,189290576,0.03,0.049,98.28217,0.03408,0.038445,0.0,0.0,AUD,153469904,0.0,3010576390,5915330048,0.50469,0.17985001,0.002,16.0,1656547200,1688083200,1672444800,-18866876,-0.01,1:1,1267660800,79.684,-11.727,ASX,EQUITY,NTU.AX,NTU.AX,NTH MINS FPO,Northern Minerals Limited,1163545200,Australia/Sydney,AEST,36000000,0.032,none,22255572,0.004,-13086376,13101498,7.408,7.594,1925991,169.877,0.0,-0.43633997,-1.5520799,3792427,-4373414,-11877302,-0.997,0.78419995,0.0,-9.87447,AUD,
7,34 Colin Street,Ground Floor,West Perth,WA,6005,Australia,61 8 9481 2344,61 8 9481 5929,https://northernminerals.com.au,Other Industrial Metals & Mining,Basic Materials,"Northern Minerals Limited engages in the exploration and evaluation of rare earth element mineral interests in Australia. The company explores for dysprosium and other heavy rare earths. Its flagship project is the 100% owned Browns Range Pilot Plant project located to the south east of Halls Creek in northern Western Australia. The company was formerly known as Northern Uranium Limited and changed its name to Northern Minerals Limited in February 2011. Northern Minerals Limited was incorporated in 2006 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Ms. Belinda  Pearce', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.031,0.031,0.03,0.032,0.031,0.031,0.03,0.032,0.0,0.599474,124812,124812,1330887,1094529,1094529,0.031,0.032,0,0,189290576,0.03,0.049,98.28217,0.03408,0.038445,0.0,0.0,AUD,153469904,0.0,3010576390,5915330048,0.50469,0.17985001,0.002,16.0,1656547200,1688083200,1672444800,-18866876,-0.01,1:1,1267660800,79.684,-11.727,ASX,EQUITY,NTU.AX,NTU.AX,NTH MINS FPO,Northern Minerals Limited,1163545200,Australia/Sydney,AEST,36000000,0.032,none,22255572,0.004,-13086376,13101498,7.408,7.594,1925991,169.877,0.0,-0.43633997,-1.5520799,3792427,-4373414,-11877302,-0.997,0.78419995,0.0,-9.87447,AUD,
