,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Mr. Khoon Hong  Kuok', 'age': 73, 'title': 'Co-Founder, Exec. Non-Independent Chairman & CEO', 'yearBorn': 1949, 'fiscalYear': 2022, 'totalPay': 13249578, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
1,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Mr. Seck Guan  Pua', 'age': 58, 'title': 'COO & Exec. Non-Independent Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 3772409, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
2,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Ms. La-Mei  Teo', 'age': 62, 'title': 'Group Legal Counsel, Company Sec. & Exec. Non-Independent Director', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 2439875, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
3,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Mr. Cheau Leong  Loo', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
4,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Mr. Matthew John  Morgenroth', 'title': 'Group Technical Head', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
5,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Prof. Nam-Hai  Chua', 'title': 'Chief Scientific Advisor', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
6,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Mr. Kah Chai  Tan', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
7,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Ms. Li Chuen Lim', 'title': 'Head of Investor Relations & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
8,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Mr. Kok Liann  Tan', 'age': 48, 'title': 'Group Head of HR', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
9,Wilmar International,28 Biopolis Road,Singapore,138568,Singapore,65 6216 0244,65 6536 2192,https://www.wilmar-international.com,Packaged Foods,Consumer Defensive,"Wilmar International Limited operates as an agribusiness company in Singapore, South East Asia, the People's Republic of China, India, Europe, Australia/New Zealand, Africa, and internationally. The company operates through four segments: Food Products, Feed and Industrial Products, Plantation and Sugar Milling, and Others. The Food Products segment engages in the processing, branding, and distribution of a range of edible food products, including vegetable oil produced from palm and oilseeds, sugar, flour, rice, noodles, specialty fats, snacks, bakery, and dairy products. The Feed and Industrial Products segment is involved in the processing, merchandising, and distribution of products, such as animal feeds, non-edible palm and lauric products, agricultural commodities, oleochemicals, gas oil, and biodiesel. The Plantation and Sugar Milling segment engages in the cultivation and milling of palm oil and sugarcane. The Others segment provides logistics and jetty port services, as well as engages in investment activities. As of December 31, 2022, Wilmar International Limited owned an oil palm plantation covering an area of 231,697 hectares. The company was formerly known as Ezyhealth Asia Pacific Ltd and changed its name to Wilmar International Limited in July 2006. Wilmar International Limited was founded in 1991 and is headquartered in Singapore.",100000,"{'maxAge': 1, 'name': 'Mr. Rahul  Kale', 'title': 'Group Head of Oleochemicals & Biofuels', 'exercisedValue': 0, 'unexercisedValue': 0}",2,2,9,4,6,1693526400,1672444800,86400,4,3.77,3.78,3.77,3.82,3.77,3.78,3.77,3.82,0.17,0.044699997,1692576000,0.4379,3.28,0.524024,9.74359,9.5,10844600,10844600,6007293,5072890,5072890,3.82,3.8,0,0,23722373120,3.46,4.29,0.33984634,3.72,3.9584,0.128,0.033952255,SGD,47825371136,0.02562,1734356360,6242729984,0.67934,0.08748,3.113,1.2206875,1672444800,1703980800,1688083200,-0.527,1788425984,0.39,0.4,0.81,0.685,13.118,SES,EQUITY,F34.SI,F34.SI,Wilmar Intl,Wilmar International Limited,1153098000,Asia/Singapore,SGT,28800000,3.8,5.42,3.92,4.5,4.31,2.1,buy,13,9514291200,1.524,3645861120,31129686016,0.65,1.109,69803229184,142.025,11.161,0.02671,0.08462,7475918000,2408943616,5507650048,-0.524,-0.1,0.09481,0.05223,0.03718,USD,
