,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,15105 Kestrelglen Way,Lithia,FL,33547,United States,813 260 2866,https://www.aivn.co,Gold,Basic Materials,"American International Ventures, Inc., together with its subsidiaries, engages in the exploration and extraction of precious metals, gold, and silver properties located in the Baja California, Mexico. Its flagship mining property is the Mother Lode property located in Baja California, Mexico. The company was formerly known as American Global Enterprises, Inc. and it changed its name to American International Ventures, Inc. in December 2000. American International Ventures, Inc. was founded in 2012 and is based in Lithia, Florida.",1,"{'maxAge': 1, 'name': 'Mr. Jack  Wagenti', 'age': 85, 'title': 'CEO, CFO, Treasurer, Sec. & Chairman', 'yearBorn': 1937, 'fiscalYear': 2017, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,2,4,2,1693526400,1514678400,86400,4,0.0001,0.002,0.0001,0.0001,0.0001,0.002,0.0001,0.0001,0.0,1.549792,19758,19758,7550,0,0,0.0,0.0,0,0,2090320,0.0001,0.0054,Infinity,0.0001,0.000149,0.0,0.0,USD,-152576,0.0,385885918,360400000,0.06804,0.0,0.003,0.03333333,1527724800,1559260800,1535673600,-927738,-0.0,0.384,PNK,EQUITY,AIVN,AIVN,AMERICAN INTERNATIONAL VENTURES,"American International Ventures, Inc.",956323800,America/New_York,EDT,-14400000,0.0001,none,2669,0.0,-397520,0,0.306,0.306,0,0.0,-0.43813,-0.78977996,-21398,699928,288015,0.0,0.0,0.0,USD,
1,15105 Kestrelglen Way,Lithia,FL,33547,United States,813 260 2866,https://www.aivn.co,Gold,Basic Materials,"American International Ventures, Inc., together with its subsidiaries, engages in the exploration and extraction of precious metals, gold, and silver properties located in the Baja California, Mexico. Its flagship mining property is the Mother Lode property located in Baja California, Mexico. The company was formerly known as American Global Enterprises, Inc. and it changed its name to American International Ventures, Inc. in December 2000. American International Ventures, Inc. was founded in 2012 and is based in Lithia, Florida.",1,"{'maxAge': 1, 'name': 'Mr. Jose Granados Garcia', 'age': 67, 'title': 'Pres', 'yearBorn': 1955, 'fiscalYear': 2017, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,2,4,2,1693526400,1514678400,86400,4,0.0001,0.002,0.0001,0.0001,0.0001,0.002,0.0001,0.0001,0.0,1.549792,19758,19758,7550,0,0,0.0,0.0,0,0,2090320,0.0001,0.0054,Infinity,0.0001,0.000149,0.0,0.0,USD,-152576,0.0,385885918,360400000,0.06804,0.0,0.003,0.03333333,1527724800,1559260800,1535673600,-927738,-0.0,0.384,PNK,EQUITY,AIVN,AIVN,AMERICAN INTERNATIONAL VENTURES,"American International Ventures, Inc.",956323800,America/New_York,EDT,-14400000,0.0001,none,2669,0.0,-397520,0,0.306,0.306,0,0.0,-0.43813,-0.78977996,-21398,699928,288015,0.0,0.0,0.0,USD,
2,15105 Kestrelglen Way,Lithia,FL,33547,United States,813 260 2866,https://www.aivn.co,Gold,Basic Materials,"American International Ventures, Inc., together with its subsidiaries, engages in the exploration and extraction of precious metals, gold, and silver properties located in the Baja California, Mexico. Its flagship mining property is the Mother Lode property located in Baja California, Mexico. The company was formerly known as American Global Enterprises, Inc. and it changed its name to American International Ventures, Inc. in December 2000. American International Ventures, Inc. was founded in 2012 and is based in Lithia, Florida.",1,"{'maxAge': 1, 'name': 'Mr. Kevin  Gillen', 'age': 57, 'title': 'Chief Operating Officer', 'yearBorn': 1965, 'fiscalYear': 2017, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,2,4,2,1693526400,1514678400,86400,4,0.0001,0.002,0.0001,0.0001,0.0001,0.002,0.0001,0.0001,0.0,1.549792,19758,19758,7550,0,0,0.0,0.0,0,0,2090320,0.0001,0.0054,Infinity,0.0001,0.000149,0.0,0.0,USD,-152576,0.0,385885918,360400000,0.06804,0.0,0.003,0.03333333,1527724800,1559260800,1535673600,-927738,-0.0,0.384,PNK,EQUITY,AIVN,AIVN,AMERICAN INTERNATIONAL VENTURES,"American International Ventures, Inc.",956323800,America/New_York,EDT,-14400000,0.0001,none,2669,0.0,-397520,0,0.306,0.306,0,0.0,-0.43813,-0.78977996,-21398,699928,288015,0.0,0.0,0.0,USD,
