,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. William W. Stinson', 'age': 88, 'title': 'Chairman, CEO & Pres', 'yearBorn': 1934, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,1.06,0.0509,1687996800,1.0483999,3.68,0.875059,22.608694,10,10,232,700,700,0.0,0.0,0,0,1339245440,16.0,24.24,4.3266087,22.1752,20.3024,1.3,0.0625,USD,1434855296,0.2495,33608514,62514700,0.70081,0.107580006,11.511,1.8069673,1672444800,1703980800,1688083200,0.13,77230000,0.92,4.635,10.721,PNK,EQUITY,WTSHF,WTSHF,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1142951400,America/New_York,EDT,-14400000,20.8,none,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
1,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. M. Dallas H. Ross', 'age': 65, 'title': 'CFO & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,1.06,0.0509,1687996800,1.0483999,3.68,0.875059,22.608694,10,10,232,700,700,0.0,0.0,0,0,1339245440,16.0,24.24,4.3266087,22.1752,20.3024,1.3,0.0625,USD,1434855296,0.2495,33608514,62514700,0.70081,0.107580006,11.511,1.8069673,1672444800,1703980800,1688083200,0.13,77230000,0.92,4.635,10.721,PNK,EQUITY,WTSHF,WTSHF,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1142951400,America/New_York,EDT,-14400000,20.8,none,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
2,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. Andrew  MacDonell', 'title': 'Mang. of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,1.06,0.0509,1687996800,1.0483999,3.68,0.875059,22.608694,10,10,232,700,700,0.0,0.0,0,0,1339245440,16.0,24.24,4.3266087,22.1752,20.3024,1.3,0.0625,USD,1434855296,0.2495,33608514,62514700,0.70081,0.107580006,11.511,1.8069673,1672444800,1703980800,1688083200,0.13,77230000,0.92,4.635,10.721,PNK,EQUITY,WTSHF,WTSHF,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1142951400,America/New_York,EDT,-14400000,20.8,none,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
3,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. Nick  Desmarais', 'title': 'VP of Corp. Devel., Sec. & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,1.06,0.0509,1687996800,1.0483999,3.68,0.875059,22.608694,10,10,232,700,700,0.0,0.0,0,0,1339245440,16.0,24.24,4.3266087,22.1752,20.3024,1.3,0.0625,USD,1434855296,0.2495,33608514,62514700,0.70081,0.107580006,11.511,1.8069673,1672444800,1703980800,1688083200,0.13,77230000,0.92,4.635,10.721,PNK,EQUITY,WTSHF,WTSHF,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1142951400,America/New_York,EDT,-14400000,20.8,none,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
4,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. David  Honsberger', 'title': 'Director of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,1.06,0.0509,1687996800,1.0483999,3.68,0.875059,22.608694,10,10,232,700,700,0.0,0.0,0,0,1339245440,16.0,24.24,4.3266087,22.1752,20.3024,1.3,0.0625,USD,1434855296,0.2495,33608514,62514700,0.70081,0.107580006,11.511,1.8069673,1672444800,1703980800,1688083200,0.13,77230000,0.92,4.635,10.721,PNK,EQUITY,WTSHF,WTSHF,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1142951400,America/New_York,EDT,-14400000,20.8,none,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
5,1067 West Cordova Street,Suite 1800,Vancouver,BC,V6C 1C7,Canada,604 688 6764,604 687 2601,https://www.westshore.com,Marine Shipping,Industrials,"Westshore Terminals Investment Corporation operates a coal storage and unloading/loading terminal at Roberts Bank, British Columbia. The company has contracts to ship coal from mines in British Columbia, Alberta, and the Northwestern United States. Westshore Terminals Investment Corporation was founded in 1970 and is headquartered in Vancouver, Canada.",417,"{'maxAge': 1, 'name': 'Mr. Glenn Dalziel Dudar', 'title': 'VP & GM', 'exercisedValue': 0, 'unexercisedValue': 0}",10,10,8,4,10,1693526400,86400,2,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,1.06,0.0509,1687996800,1.0483999,3.68,0.875059,22.608694,10,10,232,700,700,0.0,0.0,0,0,1339245440,16.0,24.24,4.3266087,22.1752,20.3024,1.3,0.0625,USD,1434855296,0.2495,33608514,62514700,0.70081,0.107580006,11.511,1.8069673,1672444800,1703980800,1688083200,0.13,77230000,0.92,4.635,10.721,PNK,EQUITY,WTSHF,WTSHF,WESTSHORE TERMINALS INVESTMENT ,Westshore Terminals Investment Corporation,1142951400,America/New_York,EDT,-14400000,20.8,none,144780000,2.316,133831000,279329984,2.087,2.404,309536992,38.816,4.922,0.05467,0.10615,114048000,21753750,106443000,0.143,0.11,0.4096,0.43236,0.35724,CAD,
