,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,56 Temperance Street,Suite 1000,Toronto,ON,M5H 3V5,Canada,416-777-6703,https://probegold.com,Gold,Basic Materials,"Probe Gold Inc. engages in the acquisition, exploration, and development of gold properties in Canada. The company's flagship asset is its 100%-owned Novador property located in the city of Val-d'Or, Quebec. The company was formerly known as Probe Metals Inc. and changed its name to Probe Gold Inc. in January 2023. Probe Gold Inc. was incorporated in 2015 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Dr. David Alexander Stephen Palmer B.Sc., M.Sc., P.Geo.', 'age': 54, 'title': 'Pres, CEO & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 496131, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.105,1.13,1.13,1.134,1.105,1.13,1.13,1.134,0.0,1.408679,30462,30462,11343,20100,20100,0.0,0.0,0,0,182638512,0.78,1.38,1.1831,1.1287,0.0,0.0,USD,154265792,0.0,137838651,161627008,0.06156,0.18893999,0.198,5.707071,1672444800,1703980800,1688083200,-21879996,-0.1,-5.886,PNK,EQUITY,PROBF,PROBF,PROBE GOLD INC,Probe Gold Inc.,857140200,America/New_York,EDT,-14400000,1.13,none,29527316,0.182,-26207894,548779,8.045,8.057,1.726,-0.38926998,-0.6029,-13836116,-29073258,0.0,0.0,0.0,CAD,
1,56 Temperance Street,Suite 1000,Toronto,ON,M5H 3V5,Canada,416-777-6703,https://probegold.com,Gold,Basic Materials,"Probe Gold Inc. engages in the acquisition, exploration, and development of gold properties in Canada. The company's flagship asset is its 100%-owned Novador property located in the city of Val-d'Or, Quebec. The company was formerly known as Probe Metals Inc. and changed its name to Probe Gold Inc. in January 2023. Probe Gold Inc. was incorporated in 2015 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Patrick J. Langlois B.Comm., C.F.A., CFA, M.B.A., MBA', 'age': 47, 'title': 'CFO & VP of Corp. Devel.', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 281261, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.105,1.13,1.13,1.134,1.105,1.13,1.13,1.134,0.0,1.408679,30462,30462,11343,20100,20100,0.0,0.0,0,0,182638512,0.78,1.38,1.1831,1.1287,0.0,0.0,USD,154265792,0.0,137838651,161627008,0.06156,0.18893999,0.198,5.707071,1672444800,1703980800,1688083200,-21879996,-0.1,-5.886,PNK,EQUITY,PROBF,PROBF,PROBE GOLD INC,Probe Gold Inc.,857140200,America/New_York,EDT,-14400000,1.13,none,29527316,0.182,-26207894,548779,8.045,8.057,1.726,-0.38926998,-0.6029,-13836116,-29073258,0.0,0.0,0.0,CAD,
2,56 Temperance Street,Suite 1000,Toronto,ON,M5H 3V5,Canada,416-777-6703,https://probegold.com,Gold,Basic Materials,"Probe Gold Inc. engages in the acquisition, exploration, and development of gold properties in Canada. The company's flagship asset is its 100%-owned Novador property located in the city of Val-d'Or, Quebec. The company was formerly known as Probe Metals Inc. and changed its name to Probe Gold Inc. in January 2023. Probe Gold Inc. was incorporated in 2015 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Dr. Yves  Dessureault M.Sc.A., MBA, P.Eng.', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 319299, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.105,1.13,1.13,1.134,1.105,1.13,1.13,1.134,0.0,1.408679,30462,30462,11343,20100,20100,0.0,0.0,0,0,182638512,0.78,1.38,1.1831,1.1287,0.0,0.0,USD,154265792,0.0,137838651,161627008,0.06156,0.18893999,0.198,5.707071,1672444800,1703980800,1688083200,-21879996,-0.1,-5.886,PNK,EQUITY,PROBF,PROBF,PROBE GOLD INC,Probe Gold Inc.,857140200,America/New_York,EDT,-14400000,1.13,none,29527316,0.182,-26207894,548779,8.045,8.057,1.726,-0.38926998,-0.6029,-13836116,-29073258,0.0,0.0,0.0,CAD,
3,56 Temperance Street,Suite 1000,Toronto,ON,M5H 3V5,Canada,416-777-6703,https://probegold.com,Gold,Basic Materials,"Probe Gold Inc. engages in the acquisition, exploration, and development of gold properties in Canada. The company's flagship asset is its 100%-owned Novador property located in the city of Val-d'Or, Quebec. The company was formerly known as Probe Metals Inc. and changed its name to Probe Gold Inc. in January 2023. Probe Gold Inc. was incorporated in 2015 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Marco  Gagnon P.Geo.', 'age': 55, 'title': 'Exec. VP', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 261245, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.105,1.13,1.13,1.134,1.105,1.13,1.13,1.134,0.0,1.408679,30462,30462,11343,20100,20100,0.0,0.0,0,0,182638512,0.78,1.38,1.1831,1.1287,0.0,0.0,USD,154265792,0.0,137838651,161627008,0.06156,0.18893999,0.198,5.707071,1672444800,1703980800,1688083200,-21879996,-0.1,-5.886,PNK,EQUITY,PROBF,PROBF,PROBE GOLD INC,Probe Gold Inc.,857140200,America/New_York,EDT,-14400000,1.13,none,29527316,0.182,-26207894,548779,8.045,8.057,1.726,-0.38926998,-0.6029,-13836116,-29073258,0.0,0.0,0.0,CAD,
4,56 Temperance Street,Suite 1000,Toronto,ON,M5H 3V5,Canada,416-777-6703,https://probegold.com,Gold,Basic Materials,"Probe Gold Inc. engages in the acquisition, exploration, and development of gold properties in Canada. The company's flagship asset is its 100%-owned Novador property located in the city of Val-d'Or, Quebec. The company was formerly known as Probe Metals Inc. and changed its name to Probe Gold Inc. in January 2023. Probe Gold Inc. was incorporated in 2015 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Mr. Dennis H. Peterson B.Com., L.L.B., LL.B.', 'age': 61, 'title': 'Corp. Sec. & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 174981, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.105,1.13,1.13,1.134,1.105,1.13,1.13,1.134,0.0,1.408679,30462,30462,11343,20100,20100,0.0,0.0,0,0,182638512,0.78,1.38,1.1831,1.1287,0.0,0.0,USD,154265792,0.0,137838651,161627008,0.06156,0.18893999,0.198,5.707071,1672444800,1703980800,1688083200,-21879996,-0.1,-5.886,PNK,EQUITY,PROBF,PROBF,PROBE GOLD INC,Probe Gold Inc.,857140200,America/New_York,EDT,-14400000,1.13,none,29527316,0.182,-26207894,548779,8.045,8.057,1.726,-0.38926998,-0.6029,-13836116,-29073258,0.0,0.0,0.0,CAD,
5,56 Temperance Street,Suite 1000,Toronto,ON,M5H 3V5,Canada,416-777-6703,https://probegold.com,Gold,Basic Materials,"Probe Gold Inc. engages in the acquisition, exploration, and development of gold properties in Canada. The company's flagship asset is its 100%-owned Novador property located in the city of Val-d'Or, Quebec. The company was formerly known as Probe Metals Inc. and changed its name to Probe Gold Inc. in January 2023. Probe Gold Inc. was incorporated in 2015 and is headquartered in Toronto, Canada.","{'maxAge': 1, 'name': 'Ms. Seema  Sindwani C.F.A., M.B.A.', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.105,1.13,1.13,1.134,1.105,1.13,1.13,1.134,0.0,1.408679,30462,30462,11343,20100,20100,0.0,0.0,0,0,182638512,0.78,1.38,1.1831,1.1287,0.0,0.0,USD,154265792,0.0,137838651,161627008,0.06156,0.18893999,0.198,5.707071,1672444800,1703980800,1688083200,-21879996,-0.1,-5.886,PNK,EQUITY,PROBF,PROBF,PROBE GOLD INC,Probe Gold Inc.,857140200,America/New_York,EDT,-14400000,1.13,none,29527316,0.182,-26207894,548779,8.045,8.057,1.726,-0.38926998,-0.6029,-13836116,-29073258,0.0,0.0,0.0,CAD,
