,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Level 16, Riparian Plaza",1 Eagle Street,Brisbane,QLD,4000,Australia,61 7 3218 8100,https://www.nationalstorage.com.au,REIT—Industrial,Real Estate,"National Storage is the largest self-storage provider in Australia and New Zealand, with over 225 centres providing tailored storage solutions to over 90,000 residential and commercial customers. NSR is the first independent, internally managed and fully integrated owner and operator of self-storage centres to be listed on the Australian Securities Exchange (ASX).",660,"{'maxAge': 1, 'name': 'Mr. Andrew  Catsoulis B.A., L.L.B.', 'title': 'MD & Director', 'fiscalYear': 2023, 'totalPay': 2469119, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,6,1693526400,1703980800,86400,4,2.22,2.24,2.22,2.265,2.22,2.24,2.22,2.265,0.11,0.0493,1687996800,0.42720002,4.49,0.545045,8.576923,24.777777,8286582,8286582,3489709,3017067,3017067,2.22,2.23,0,0,3034740224,2.135,2.64,9.267542,2.2462,2.3876,0.11,0.04954955,AUD,7096791040,0.11392,1227675382,1360870016,0.12817,0.56182,0.202,11.039603,1688083200,1719705600,1688083200,-0.025,37304000,0.26,0.09,21.672,37.048,ASX,EQUITY,NSR.AX,NSR.AX,NSREIT STAPLED,National Storage REIT,1387407600,Australia/Sydney,AEST,36000000,2.23,2.7,2.21,2.42,2.4,2.6,hold,7,67849000,0.05,191559008,1043793024,0.583,0.671,327459008,30.822,0.264,0.02753,0.10293,289619000,108455000,188311008,-0.083,0.13,0.88444,0.58499,0.58089,AUD,
1,"Level 16, Riparian Plaza",1 Eagle Street,Brisbane,QLD,4000,Australia,61 7 3218 8100,https://www.nationalstorage.com.au,REIT—Industrial,Real Estate,"National Storage is the largest self-storage provider in Australia and New Zealand, with over 225 centres providing tailored storage solutions to over 90,000 residential and commercial customers. NSR is the first independent, internally managed and fully integrated owner and operator of self-storage centres to be listed on the Australian Securities Exchange (ASX).",660,"{'maxAge': 1, 'name': 'Mr. Stuart  Owen CPA', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'totalPay': 1194789, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,6,1693526400,1703980800,86400,4,2.22,2.24,2.22,2.265,2.22,2.24,2.22,2.265,0.11,0.0493,1687996800,0.42720002,4.49,0.545045,8.576923,24.777777,8286582,8286582,3489709,3017067,3017067,2.22,2.23,0,0,3034740224,2.135,2.64,9.267542,2.2462,2.3876,0.11,0.04954955,AUD,7096791040,0.11392,1227675382,1360870016,0.12817,0.56182,0.202,11.039603,1688083200,1719705600,1688083200,-0.025,37304000,0.26,0.09,21.672,37.048,ASX,EQUITY,NSR.AX,NSR.AX,NSREIT STAPLED,National Storage REIT,1387407600,Australia/Sydney,AEST,36000000,2.23,2.7,2.21,2.42,2.4,2.6,hold,7,67849000,0.05,191559008,1043793024,0.583,0.671,327459008,30.822,0.264,0.02753,0.10293,289619000,108455000,188311008,-0.083,0.13,0.88444,0.58499,0.58089,AUD,
2,"Level 16, Riparian Plaza",1 Eagle Street,Brisbane,QLD,4000,Australia,61 7 3218 8100,https://www.nationalstorage.com.au,REIT—Industrial,Real Estate,"National Storage is the largest self-storage provider in Australia and New Zealand, with over 225 centres providing tailored storage solutions to over 90,000 residential and commercial customers. NSR is the first independent, internally managed and fully integrated owner and operator of self-storage centres to be listed on the Australian Securities Exchange (ASX).",660,"{'maxAge': 1, 'name': 'Ms. Claire  Fidler L.L.B.', 'title': 'Head of Legal & Governance, Company Sec. and Exec. Director', 'fiscalYear': 2023, 'totalPay': 757610, 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,6,1693526400,1703980800,86400,4,2.22,2.24,2.22,2.265,2.22,2.24,2.22,2.265,0.11,0.0493,1687996800,0.42720002,4.49,0.545045,8.576923,24.777777,8286582,8286582,3489709,3017067,3017067,2.22,2.23,0,0,3034740224,2.135,2.64,9.267542,2.2462,2.3876,0.11,0.04954955,AUD,7096791040,0.11392,1227675382,1360870016,0.12817,0.56182,0.202,11.039603,1688083200,1719705600,1688083200,-0.025,37304000,0.26,0.09,21.672,37.048,ASX,EQUITY,NSR.AX,NSR.AX,NSREIT STAPLED,National Storage REIT,1387407600,Australia/Sydney,AEST,36000000,2.23,2.7,2.21,2.42,2.4,2.6,hold,7,67849000,0.05,191559008,1043793024,0.583,0.671,327459008,30.822,0.264,0.02753,0.10293,289619000,108455000,188311008,-0.083,0.13,0.88444,0.58499,0.58089,AUD,
3,"Level 16, Riparian Plaza",1 Eagle Street,Brisbane,QLD,4000,Australia,61 7 3218 8100,https://www.nationalstorage.com.au,REIT—Industrial,Real Estate,"National Storage is the largest self-storage provider in Australia and New Zealand, with over 225 centres providing tailored storage solutions to over 90,000 residential and commercial customers. NSR is the first independent, internally managed and fully integrated owner and operator of self-storage centres to be listed on the Australian Securities Exchange (ASX).",660,"{'maxAge': 1, 'name': 'Mr. Manny  Lynch', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,7,6,1,6,1693526400,1703980800,86400,4,2.22,2.24,2.22,2.265,2.22,2.24,2.22,2.265,0.11,0.0493,1687996800,0.42720002,4.49,0.545045,8.576923,24.777777,8286582,8286582,3489709,3017067,3017067,2.22,2.23,0,0,3034740224,2.135,2.64,9.267542,2.2462,2.3876,0.11,0.04954955,AUD,7096791040,0.11392,1227675382,1360870016,0.12817,0.56182,0.202,11.039603,1688083200,1719705600,1688083200,-0.025,37304000,0.26,0.09,21.672,37.048,ASX,EQUITY,NSR.AX,NSR.AX,NSREIT STAPLED,National Storage REIT,1387407600,Australia/Sydney,AEST,36000000,2.23,2.7,2.21,2.42,2.4,2.6,hold,7,67849000,0.05,191559008,1043793024,0.583,0.671,327459008,30.822,0.264,0.02753,0.10293,289619000,108455000,188311008,-0.083,0.13,0.88444,0.58499,0.58089,AUD,
