,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,28 The Esplanade,Level 9,Perth,WA,6000,Australia,61 8 9322 6322,61 8 9322 6558,https://www.berkeleyenergia.com,Uranium,Energy,"Berkeley Energia Limited, together with its subsidiary, engages in the exploration and development of uranium properties in Spain. It primarily holds interest in the Salamanca project located in western Spain. The company also holds interest in the Oliva and La Majada projects located in Spain. The company was formerly known as Berkeley Energy Limited and changed its name to Berkeley Energia Limited in November 2015. Berkeley Energia Limited was incorporated in 1991 and is based in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Robert Arthur Behets B.Sc., B.Sc. (Hons.), FAusIMM, MAIG, Ph.D.', 'age': 56, 'title': 'Acting MD & Non-Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 268800, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.4,0.395,0.385,0.395,0.4,0.395,0.385,0.395,0.0,3.148273,Infinity,-19.5,163765,163765,486779,192282,192282,0.375,0.39,0,0,178318528,0.245,0.8,169.18266,0.4635,0.4058,0.0,0.0,AUD,95084720,-1.3026601,386082245,445796992,0.05899,0.32622,0.196,1.9897959,1688083200,1719705600,1688083200,-1373000,0.0,-0.02,1:1,1236902400,90.213,-16.369,ASX,EQUITY,BKY.AX,BKY.AX,BERKELEY FPO,Berkeley Energia Limited,1063670400,Australia/Sydney,AEST,36000000,0.39,none,78776000,0.177,-5809000,0,39.028,39.028,1054000,0.002,-0.040599998,-0.015700001,-405000,-3347750,-4139000,31.938,0.61575,0.0,-5.5237203,AUD,
1,28 The Esplanade,Level 9,Perth,WA,6000,Australia,61 8 9322 6322,61 8 9322 6558,https://www.berkeleyenergia.com,Uranium,Energy,"Berkeley Energia Limited, together with its subsidiary, engages in the exploration and development of uranium properties in Spain. It primarily holds interest in the Salamanca project located in western Spain. The company also holds interest in the Oliva and La Majada projects located in Spain. The company was formerly known as Berkeley Energy Limited and changed its name to Berkeley Energia Limited in November 2015. Berkeley Energia Limited was incorporated in 1991 and is based in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Dylan  Browne AGIA, B.Com, B.Com., C.A., CA', 'title': 'Company Sec. & CFO', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.4,0.395,0.385,0.395,0.4,0.395,0.385,0.395,0.0,3.148273,Infinity,-19.5,163765,163765,486779,192282,192282,0.375,0.39,0,0,178318528,0.245,0.8,169.18266,0.4635,0.4058,0.0,0.0,AUD,95084720,-1.3026601,386082245,445796992,0.05899,0.32622,0.196,1.9897959,1688083200,1719705600,1688083200,-1373000,0.0,-0.02,1:1,1236902400,90.213,-16.369,ASX,EQUITY,BKY.AX,BKY.AX,BERKELEY FPO,Berkeley Energia Limited,1063670400,Australia/Sydney,AEST,36000000,0.39,none,78776000,0.177,-5809000,0,39.028,39.028,1054000,0.002,-0.040599998,-0.015700001,-405000,-3347750,-4139000,31.938,0.61575,0.0,-5.5237203,AUD,
2,28 The Esplanade,Level 9,Perth,WA,6000,Australia,61 8 9322 6322,61 8 9322 6558,https://www.berkeleyenergia.com,Uranium,Energy,"Berkeley Energia Limited, together with its subsidiary, engages in the exploration and development of uranium properties in Spain. It primarily holds interest in the Salamanca project located in western Spain. The company also holds interest in the Oliva and La Majada projects located in Spain. The company was formerly known as Berkeley Energy Limited and changed its name to Berkeley Energia Limited in November 2015. Berkeley Energia Limited was incorporated in 1991 and is based in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Francisco Bellon del Rosal M.Sc., MAusIMM', 'title': 'Chief Operations Officer & Exec. Director', 'fiscalYear': 2023, 'totalPay': 429627, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,4,0.4,0.395,0.385,0.395,0.4,0.395,0.385,0.395,0.0,3.148273,Infinity,-19.5,163765,163765,486779,192282,192282,0.375,0.39,0,0,178318528,0.245,0.8,169.18266,0.4635,0.4058,0.0,0.0,AUD,95084720,-1.3026601,386082245,445796992,0.05899,0.32622,0.196,1.9897959,1688083200,1719705600,1688083200,-1373000,0.0,-0.02,1:1,1236902400,90.213,-16.369,ASX,EQUITY,BKY.AX,BKY.AX,BERKELEY FPO,Berkeley Energia Limited,1063670400,Australia/Sydney,AEST,36000000,0.39,none,78776000,0.177,-5809000,0,39.028,39.028,1054000,0.002,-0.040599998,-0.015700001,-405000,-3347750,-4139000,31.938,0.61575,0.0,-5.5237203,AUD,
