,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Mr. Shigetomo  Sakamoto', 'age': 64, 'title': 'Pres, CEO, COO & Representative Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
1,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Mr. Hiroaki  Ota', 'age': 60, 'title': 'CFO, Exec. Operating Officer & Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
2,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Mr. Akiyoshi  Kobayashi', 'age': 62, 'title': 'Director & Exec. Operating Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
3,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Masafumi  Ito', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
4,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Kazuhisa  Iwami', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
5,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Yutaka  Hasegawa', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
6,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Mr. Jun  Koike', 'title': 'Sr. Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
7,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Eiichi  Goto', 'title': 'Sr. Managing Exec. Officer & GM of Production Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
8,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Hiroshi  Azuma', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
9,"2-2, Uchisaiwaicho 2-Chome",Chiyoda-ku,Tokyo,100-8503,Japan,81 3 3509 0200,81 3 3509 0333,https://www.shibaura-machine.co.jp,Specialty Industrial Machinery,Industrials,"Shibaura Machine Co., Ltd. engages in the manufacture and sale of various machines in Japan and internationally. Its principal products include injection molding machines, die-casting machines, extrusion machines, nano processing systems, machine tools, FA controllers, linear motors, servo systems, industrial robots, and control systems, as well as provides additive manufacturing systems and engineering solutions. The company also provides machine tools that include double column type machining centers, boring machines, and aspheric and free-form surface grinders. In addition, the company is involved in the castings, heat treatment, and machining work activities. It offers its solutions to automotive, rechargeable battery, renewable energy, smartphone, food packaging materials, high-speed rail, and aircraft industries. The company was formerly known as Toshiba Machine Co., Ltd. and changed its name to Shibaura Machine Co., Ltd. in April 2020. Shibaura Machine Co., Ltd. was founded in 1938 and is headquartered in Tokyo, Japan.",3037,"{'maxAge': 1, 'name': 'Mitsunori  Kokubo', 'title': 'Managing Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,25.8,26.0,26.0,26.0,25.8,26.0,26.0,26.0,0.94,0.0363,1695859200,0.285,2.74,0.79542,10.833333,100,100,1,0,0,26.0,27.4,300000,300000,647103616,17.2,33.8,0.0049221753,26.776,23.117,107.5,4.166667,EUR,-37231775744,0.06932,22995409,24162500,0.045,0.45722,3825.894,0.006795797,1680220800,1711843200,1688083200,133.6,9112999936,2.4,1:5,1537920000,-0.283,-3.653,FRA,EQUITY,TOA.F,TOA.F,SHIBAURA MACHINE CO. LTD.,"Shibaura Machine Co.,Ltd.",961048800,Europe/Berlin,CEST,7200000,26.0,none,49310998528,2040.811,10190749696,11450999808,0.659,1.625,131467001856,12.387,5441.064,0.025840001,0.103319995,133.555,0.312,0.31592,0.07752,0.06062,JPY,
