,address1,address2,city,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Mr. Anko  Van der Werff', 'age': 47, 'title': 'Pres & CEO', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 17674000, 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
1,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Mr. Erno  Hilden MSc (Econ.)', 'age': 51, 'title': 'Exec. VP & CFO', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
2,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Mr. Jason  Mahoney', 'title': 'Exec. VP, COO & COO at Scandinavian Airlines', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
3,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Ms. Charlotte  Svensson', 'age': 55, 'title': 'Exec. VP & Chief Information Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
4,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Ms. Louise  Bergstrom', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
5,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Marie  Wohlfahrt', 'title': 'Gen. Counsel & Board Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
6,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Ms. Karin  Nyman', 'age': 53, 'title': 'VP of Communications', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
7,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Ms. Carina Malmgren Heander B.Econ.', 'age': 63, 'title': 'Exec. VP & Chief of Staff', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
8,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Mr. Kjetil  Habjorg', 'age': 50, 'title': 'Exec. VP of Airline Services', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
9,Frosundaviks alle 1,Solna,Stockholm,Sweden,46 7 70 72 77 27,https://www.sasgroup.net,Airlines,Airlines,Industrials,Industrials,"SAS AB (publ), together with its subsidiaries, provides passenger flight transportation services in the Nordic and international route network. The company also offers air cargo services, in-flight sales, ground handling, and technical maintenance services, as well as travel-related loyalty programs. It operates a fleet of 135 aircraft, including 12 long-haul aircraft, 95 short-haul aircraft, and 28 aircraft flown by regional production partners. The company was founded in 1946 and is headquartered in Stockholm, Sweden. On July 5, 2022, SAS AB (publ), along with its affiliates, filed a voluntary petition for reorganization under Chapter 11 in the U.S. Bankruptcy Court for the Southern District of New York.",7497,"{'maxAge': 1, 'name': 'Ms. Ann-Sofie  Hörlin', 'title': 'Head of Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",3,4,6,1,3,1693526400,1672444800,86400,4,0.311,0.3128,0.307,0.3183,0.311,0.3128,0.307,0.3183,0.0,0.779654,-1.6157895,8907048,8907048,11697209,14979609,14979609,0.308,0.3089,0,0,2450873344,0.2022,0.75,0.06025503,0.359276,0.4025795,0.0,0.0,SEK,36533673984,-0.1232,4038537299,7266039808,0.48226002,0.023,382583008,-1.646,1667174400,1698710400,1690761600,-5010999808,-0.68,-0.19,-0.02,1:30,1275868800,0.898,-32.446,-0.4474442,0.14113986,STO,EQUITY,SAS.ST,SAS.ST,SAS AB,SAS AB (publ),994662000,Europe/Stockholm,CEST,fbf4817b-97af-3f15-a12d-13b525781359,finmb_3800339,7200000,0.307,0.1,0.05,0.08,0.1,4.3,underperform,3,6463000064,0.889,-1126000000,40766001152,0.463,0.474,40675000320,5.598,-0.02497,11446000000,-3440624896,2764999936,0.535,0.39258,-0.027679998,-0.05684,SEK,
