,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Unit 705B, New East Ocean Centre","7th Floor 9 Science Museum Road, TST",Kowloon,Hong Kong,852 9625 0097,https://www.ncnmedia.com,Advertising Agencies,Communication Services,"Network CN Inc., together with its subsidiaries, provides out-of-home advertising services to corporate customers in the People's Republic of China. The company operates an advertising network of roadside light emitting diode (LED) digital video panels, mega-size LED digital video billboards, and light boxes. It also offers administrative and management services. The company was formerly known as Teda Travel Group Inc. and changed its name to Network CN Inc. in August 2006. Network CN Inc. was incorporated in 1993 and is headquartered in Kowloon, Hong Kong.",8,"{'maxAge': 1, 'name': 'Dr. Chi Wah  Leung', 'age': 65, 'title': 'Chairman & CEO', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,-7.096818,100,100,11,0,0,2248790,0.03,2.0,5.01436,0.0832,0.71045,0.0,0.0,USD,6460390,0.0,5558774,22487900,0.72471,0.0,-0.275,1672444800,1703980800,1688083200,-1721596,-0.08,1:15,1439164800,14.405,-8.488,PNK,EQUITY,NWCN,NWCN,NETWORK CN INC,Network CN Inc.,1329921000,America/New_York,EDT,-14400000,0.1,none,2622,0.0,-761156,4214226,0.026,0.03,448470,0.021,-1.11603,494311,-162809,0.08383001,-1.6972301,-2.21106,USD,
1,"Unit 705B, New East Ocean Centre","7th Floor 9 Science Museum Road, TST",Kowloon,Hong Kong,852 9625 0097,https://www.ncnmedia.com,Advertising Agencies,Communication Services,"Network CN Inc., together with its subsidiaries, provides out-of-home advertising services to corporate customers in the People's Republic of China. The company operates an advertising network of roadside light emitting diode (LED) digital video panels, mega-size LED digital video billboards, and light boxes. It also offers administrative and management services. The company was formerly known as Teda Travel Group Inc. and changed its name to Network CN Inc. in August 2006. Network CN Inc. was incorporated in 1993 and is headquartered in Kowloon, Hong Kong.",8,"{'maxAge': 1, 'name': 'Ms. Sze Ki  Cheng', 'age': 44, 'title': 'CFO, Corp. Sec. & Director', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 56154, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,-7.096818,100,100,11,0,0,2248790,0.03,2.0,5.01436,0.0832,0.71045,0.0,0.0,USD,6460390,0.0,5558774,22487900,0.72471,0.0,-0.275,1672444800,1703980800,1688083200,-1721596,-0.08,1:15,1439164800,14.405,-8.488,PNK,EQUITY,NWCN,NWCN,NETWORK CN INC,Network CN Inc.,1329921000,America/New_York,EDT,-14400000,0.1,none,2622,0.0,-761156,4214226,0.026,0.03,448470,0.021,-1.11603,494311,-162809,0.08383001,-1.6972301,-2.21106,USD,
2,"Unit 705B, New East Ocean Centre","7th Floor 9 Science Museum Road, TST",Kowloon,Hong Kong,852 9625 0097,https://www.ncnmedia.com,Advertising Agencies,Communication Services,"Network CN Inc., together with its subsidiaries, provides out-of-home advertising services to corporate customers in the People's Republic of China. The company operates an advertising network of roadside light emitting diode (LED) digital video panels, mega-size LED digital video billboards, and light boxes. It also offers administrative and management services. The company was formerly known as Teda Travel Group Inc. and changed its name to Network CN Inc. in August 2006. Network CN Inc. was incorporated in 1993 and is headquartered in Kowloon, Hong Kong.",8,"{'maxAge': 1, 'name': 'Mr. James  Lin', 'title': 'Sales Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,-7.096818,100,100,11,0,0,2248790,0.03,2.0,5.01436,0.0832,0.71045,0.0,0.0,USD,6460390,0.0,5558774,22487900,0.72471,0.0,-0.275,1672444800,1703980800,1688083200,-1721596,-0.08,1:15,1439164800,14.405,-8.488,PNK,EQUITY,NWCN,NWCN,NETWORK CN INC,Network CN Inc.,1329921000,America/New_York,EDT,-14400000,0.1,none,2622,0.0,-761156,4214226,0.026,0.03,448470,0.021,-1.11603,494311,-162809,0.08383001,-1.6972301,-2.21106,USD,
