,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Serifali Mah. Bayraktar Bulv. Nutuk Sok,Ümraniye,Istanbul,Turkey,90 216 265 40 50,90 216 265 40 55,https://www.vakifgyo.com.tr,REIT—Diversified,Real Estate,Vakif Gayrimenkul Yatirim Ortakligi AS is a real estate investment trust. Vakif Gayrimenkul Yatirim Ortakligi AS is based in Turkey.,40,"{'maxAge': 1, 'name': 'Mr. Onur  Incehasan', 'title': 'GM & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.7,3.81,3.76,3.9,3.7,3.81,3.76,3.9,1401408000,0.0,0.405917,2.3393939,66633797,66633797,70952135,85231536,85231536,3.85,3.84,0,0,6629550080,2.26,6.65,2.9279425,3.5578,3.75678,0.0,0.0,TRY,5613642752,1.03904,745257600,1717500032,0.47573003,0.016649999,4.966,0.7772855,1672444800,1703980800,1688083200,0.524,2352642560,1.65,108:100,1619568000,2.479,14.541,IST,EQUITY,VKGYO.IS,VKGYO.IS,VAKIF GMYO,Vakif Gayrimenkul Yatirim Ortakligi AS,958026600,Europe/Istanbul,TRT,10800000,3.86,none,1176817408,0.685,386054208,160910240,0.617,1.786,2264235008,2.83,1.977,0.0326,0.55527,583956667,-1004623808,-929573696,0.524,-0.51,0.20086999,0.1705,0.16997999,TRY,
1,Serifali Mah. Bayraktar Bulv. Nutuk Sok,Ümraniye,Istanbul,Turkey,90 216 265 40 50,90 216 265 40 55,https://www.vakifgyo.com.tr,REIT—Diversified,Real Estate,Vakif Gayrimenkul Yatirim Ortakligi AS is a real estate investment trust. Vakif Gayrimenkul Yatirim Ortakligi AS is based in Turkey.,40,"{'maxAge': 1, 'name': 'Mr. Hasan Gursel Oztamur', 'age': 48, 'title': 'Deputy Gen. Mang. of Financial & Commercial', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.7,3.81,3.76,3.9,3.7,3.81,3.76,3.9,1401408000,0.0,0.405917,2.3393939,66633797,66633797,70952135,85231536,85231536,3.85,3.84,0,0,6629550080,2.26,6.65,2.9279425,3.5578,3.75678,0.0,0.0,TRY,5613642752,1.03904,745257600,1717500032,0.47573003,0.016649999,4.966,0.7772855,1672444800,1703980800,1688083200,0.524,2352642560,1.65,108:100,1619568000,2.479,14.541,IST,EQUITY,VKGYO.IS,VKGYO.IS,VAKIF GMYO,Vakif Gayrimenkul Yatirim Ortakligi AS,958026600,Europe/Istanbul,TRT,10800000,3.86,none,1176817408,0.685,386054208,160910240,0.617,1.786,2264235008,2.83,1.977,0.0326,0.55527,583956667,-1004623808,-929573696,0.524,-0.51,0.20086999,0.1705,0.16997999,TRY,
2,Serifali Mah. Bayraktar Bulv. Nutuk Sok,Ümraniye,Istanbul,Turkey,90 216 265 40 50,90 216 265 40 55,https://www.vakifgyo.com.tr,REIT—Diversified,Real Estate,Vakif Gayrimenkul Yatirim Ortakligi AS is a real estate investment trust. Vakif Gayrimenkul Yatirim Ortakligi AS is based in Turkey.,40,"{'maxAge': 1, 'name': 'Mr. Esat  Horoz', 'age': 48, 'title': 'Technical & Operational Assistant Gen. Mang.', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.7,3.81,3.76,3.9,3.7,3.81,3.76,3.9,1401408000,0.0,0.405917,2.3393939,66633797,66633797,70952135,85231536,85231536,3.85,3.84,0,0,6629550080,2.26,6.65,2.9279425,3.5578,3.75678,0.0,0.0,TRY,5613642752,1.03904,745257600,1717500032,0.47573003,0.016649999,4.966,0.7772855,1672444800,1703980800,1688083200,0.524,2352642560,1.65,108:100,1619568000,2.479,14.541,IST,EQUITY,VKGYO.IS,VKGYO.IS,VAKIF GMYO,Vakif Gayrimenkul Yatirim Ortakligi AS,958026600,Europe/Istanbul,TRT,10800000,3.86,none,1176817408,0.685,386054208,160910240,0.617,1.786,2264235008,2.83,1.977,0.0326,0.55527,583956667,-1004623808,-929573696,0.524,-0.51,0.20086999,0.1705,0.16997999,TRY,
