,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Wah Kit Commercial Centre,16th Floor Flat B 300 Des Voeux Road,Central,Hong Kong,852 3575 9396,https://www.uba.com.hk,Asset Management,Financial Services,"UBA Investments Limited operates as an investment holding company in Hong Kong. It principally invests in listed and unlisted securities, including equity securities and convertible bonds.",4,"{'maxAge': 1, 'name': 'Dr. Yun Kuen  Wong', 'age': 65, 'title': 'Exec. Chairman', 'yearBorn': 1957, 'fiscalYear': 2023, 'totalPay': 81000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.028,0.026,0.026,0.026,0.028,0.026,0.026,0.026,0.0,0.201576,20000,20000,155047,2000,2000,0.026,0.031,0,0,35608444,0.021,0.043,7.7679853,0.02934,0.03028,0.0,0.0,HKD,-54505500,0.0,739728469,1271730048,0.41833,0.0,0.071,0.3943662,1680220800,1711843200,1680220800,-0.709,-14433000,-0.01,10:1,969580800,-11.89,HKG,EQUITY,0768.HK,0768.HK,UBA INVESTMENTS,UBA Investments Limited,948159000,Asia/Hong_Kong,HKT,28800000,0.028,none,90114000,0.071,0,278.305,278.305,4584000,0.004,-0.0069199996,-0.14827,4584000,-688625,342000,-0.71,-0.299,1.0,0.0,-0.23582001,HKD,
1,Wah Kit Commercial Centre,16th Floor Flat B 300 Des Voeux Road,Central,Hong Kong,852 3575 9396,https://www.uba.com.hk,Asset Management,Financial Services,"UBA Investments Limited operates as an investment holding company in Hong Kong. It principally invests in listed and unlisted securities, including equity securities and convertible bonds.",4,"{'maxAge': 1, 'name': 'Mr. Wai Lun  Cheng', 'age': 49, 'title': 'MD & Exec. Director', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 83000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.028,0.026,0.026,0.026,0.028,0.026,0.026,0.026,0.0,0.201576,20000,20000,155047,2000,2000,0.026,0.031,0,0,35608444,0.021,0.043,7.7679853,0.02934,0.03028,0.0,0.0,HKD,-54505500,0.0,739728469,1271730048,0.41833,0.0,0.071,0.3943662,1680220800,1711843200,1680220800,-0.709,-14433000,-0.01,10:1,969580800,-11.89,HKG,EQUITY,0768.HK,0768.HK,UBA INVESTMENTS,UBA Investments Limited,948159000,Asia/Hong_Kong,HKT,28800000,0.028,none,90114000,0.071,0,278.305,278.305,4584000,0.004,-0.0069199996,-0.14827,4584000,-688625,342000,-0.71,-0.299,1.0,0.0,-0.23582001,HKD,
2,Wah Kit Commercial Centre,16th Floor Flat B 300 Des Voeux Road,Central,Hong Kong,852 3575 9396,https://www.uba.com.hk,Asset Management,Financial Services,"UBA Investments Limited operates as an investment holding company in Hong Kong. It principally invests in listed and unlisted securities, including equity securities and convertible bonds.",4,"{'maxAge': 1, 'name': 'Mr. Wai Hing  Chau', 'age': 56, 'title': 'Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 83000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.028,0.026,0.026,0.026,0.028,0.026,0.026,0.026,0.0,0.201576,20000,20000,155047,2000,2000,0.026,0.031,0,0,35608444,0.021,0.043,7.7679853,0.02934,0.03028,0.0,0.0,HKD,-54505500,0.0,739728469,1271730048,0.41833,0.0,0.071,0.3943662,1680220800,1711843200,1680220800,-0.709,-14433000,-0.01,10:1,969580800,-11.89,HKG,EQUITY,0768.HK,0768.HK,UBA INVESTMENTS,UBA Investments Limited,948159000,Asia/Hong_Kong,HKT,28800000,0.028,none,90114000,0.071,0,278.305,278.305,4584000,0.004,-0.0069199996,-0.14827,4584000,-688625,342000,-0.71,-0.299,1.0,0.0,-0.23582001,HKD,
3,Wah Kit Commercial Centre,16th Floor Flat B 300 Des Voeux Road,Central,Hong Kong,852 3575 9396,https://www.uba.com.hk,Asset Management,Financial Services,"UBA Investments Limited operates as an investment holding company in Hong Kong. It principally invests in listed and unlisted securities, including equity securities and convertible bonds.",4,"{'maxAge': 1, 'name': 'Mr. Man Lai  Leung CPA, CPA', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,3,0.028,0.026,0.026,0.026,0.028,0.026,0.026,0.026,0.0,0.201576,20000,20000,155047,2000,2000,0.026,0.031,0,0,35608444,0.021,0.043,7.7679853,0.02934,0.03028,0.0,0.0,HKD,-54505500,0.0,739728469,1271730048,0.41833,0.0,0.071,0.3943662,1680220800,1711843200,1680220800,-0.709,-14433000,-0.01,10:1,969580800,-11.89,HKG,EQUITY,0768.HK,0768.HK,UBA INVESTMENTS,UBA Investments Limited,948159000,Asia/Hong_Kong,HKT,28800000,0.028,none,90114000,0.071,0,278.305,278.305,4584000,0.004,-0.0069199996,-0.14827,4584000,-688625,342000,-0.71,-0.299,1.0,0.0,-0.23582001,HKD,
