,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Oscar Garcia Maceiras', 'age': 47, 'title': 'CEO & Exec. Director', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 6263900, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
1,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Ignacio  Izuzquiza Fernández', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
2,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Carlos  Crespo González', 'age': 51, 'title': 'COO & MD of Operations, Sustainable and Digital Transformation', 'yearBorn': 1971, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
3,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': ""Mr. James  O'Shaughnessy"", 'title': 'Sr. Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
4,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Javier  Monteoliva Díaz', 'title': 'Gen. Counsel & Sec. of the Board', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
5,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Raul Estradera Vazquez', 'title': 'Chief Communication Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
6,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Ms. Begoña  López-Cano Ibarreche', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
7,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Gabriel  Moneo Marina', 'age': 62, 'title': 'Chief Information Technology Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
8,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Abel López Cernadas', 'age': 57, 'title': 'Head of Import, Export & Transport', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
9,Edificio Inditex,Avenida de la Diputación s/n Arteixo,A Coruña,15143,Spain,34 981 18 54 00,34 981 18 53 65,https://www.inditex.com,Apparel Retail,Consumer Cyclical,"Industria de Diseño Textil, S.A. engages in the retail and online distribution of clothing, footwear, accessories, and household textile products through various retail concepts. The company sells its products under the Zara, Pull & Bear, Massimo Dutti, Bershka, Stradivarius, Oysho, and Zara Home brands. It is also involved in the textile manufacturing, logistics, design, insurance, construction, and real estate businesses, as well as provides financial services. The company operates in Spain, rest of Europe, the Americas, and internationally. Industria de Diseño Textil, S.A. was founded in 1963 and is headquartered in A Coruña, Spain.",67152,"{'maxAge': 1, 'name': 'Mr. Marcos  López García', 'title': 'Capital Markets Director', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,19.22,19.36,19.22,19.43,19.22,19.36,19.22,19.43,0.56,0.0291,1682553600,0.6772,2.71,1.082957,22.880953,14.671756,131788,131788,300241,497660,497660,0.0,0.0,0,0,119793254400,9.97,19.81,3.5825486,18.8382,16.6421,0.0,0.0,USD,114635726848,0.13571,2213176651,6226140160,0.0,8.9999994e-05,2.608,7.3696313,1675123200,1706659200,1682812800,0.537,4537999872,0.84,1.31,2:1,1406678400,3.428,16.399,PNK,EQUITY,IDEXY,IDEXY,INDITEX (IND.DE DISENO TEXTIL S,"Industria de Diseño Textil, S.A.",1263997800,America/New_York,EDT,-14400000,19.22,none,10522000384,1.69,6990499840,5473999872,1.117,1.506,33437999104,33.657,5.3715,0.11869001,0.28915,18558000000,0.537,0.129,0.54958,0.20906,0.17357,EUR,2.1131
