,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Rong Qiao Economic Zone,Fuqing,350301,China,86 591 85369 6197,https://biocharnow.com,Waste Management,Industrial Goods,"Guanwei Recycling Corp. manufactures and distributes low density polyethylene (LDPE) and other recycled plastics products primarily in the People's Republic of China and internationally. It imports and recycles LDPE plastic scrap material into granular plastic for use in the manufacture of various consumer products. The company's LDPE products are used in the manufacture of chemical and functional fibers, as well as a raw material in the manufacture of shoe soles, insulation materials, fire-proofing and water-proofing materials, and foam. It also sells its products to customers in a range of industries, including shoe manufacturing, architecture and engineering products, industrial equipment and supplies, and chemical and petrochemical manufacturing. Guanwei Recycling Corp. was founded in 2005 and is based in Fuqing, the People's Republic of China.",540,"{'maxAge': 1, 'name': 'Mr. Min  Chen', 'age': 53, 'title': 'Chairman, Chief Exec. Officer and Pres', 'yearBorn': 1969, 'fiscalYear': 2008, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,64.469,0.00012870012,200,200,2826,3261,3261,0.0,0.0,0,0,3000,1e-06,0.0001,4.335036e-05,2.22143e-05,2.22143e-05,0.0,0.0,USD,-13790264,0.1169,9841340,30477800,0.0,0.0,5.593,1.7879493e-05,1388448000,1419984000,1396224000,-0.68,8090170,0.777,-0.199,-1.147,PNK,EQUITY,GPRC,GPRC,GUANWEI RECYCLING CORP,"Biochar Now, Inc.",1257777000,America/New_York,EDT,-14400000,0.0001,none,14860475,1.428,12027327,1070201,7.46,14.959,69203576,1.838,6.649,0.11975,0.1506,15769658,-1076466,3297070,-0.68,-0.206,0.19578,0.17379999,0.15665,USD,
1,Rong Qiao Economic Zone,Fuqing,350301,China,86 591 85369 6197,https://biocharnow.com,Waste Management,Industrial Goods,"Guanwei Recycling Corp. manufactures and distributes low density polyethylene (LDPE) and other recycled plastics products primarily in the People's Republic of China and internationally. It imports and recycles LDPE plastic scrap material into granular plastic for use in the manufacture of various consumer products. The company's LDPE products are used in the manufacture of chemical and functional fibers, as well as a raw material in the manufacture of shoe soles, insulation materials, fire-proofing and water-proofing materials, and foam. It also sells its products to customers in a range of industries, including shoe manufacturing, architecture and engineering products, industrial equipment and supplies, and chemical and petrochemical manufacturing. Guanwei Recycling Corp. was founded in 2005 and is based in Fuqing, the People's Republic of China.",540,"{'maxAge': 1, 'name': 'Mr. Feng  Yang', 'age': 53, 'title': 'Chief Financial Officer, Principal Accounting Officer, Treasurer and Sec.', 'yearBorn': 1969, 'fiscalYear': 2013, 'totalPay': 77538, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,64.469,0.00012870012,200,200,2826,3261,3261,0.0,0.0,0,0,3000,1e-06,0.0001,4.335036e-05,2.22143e-05,2.22143e-05,0.0,0.0,USD,-13790264,0.1169,9841340,30477800,0.0,0.0,5.593,1.7879493e-05,1388448000,1419984000,1396224000,-0.68,8090170,0.777,-0.199,-1.147,PNK,EQUITY,GPRC,GPRC,GUANWEI RECYCLING CORP,"Biochar Now, Inc.",1257777000,America/New_York,EDT,-14400000,0.0001,none,14860475,1.428,12027327,1070201,7.46,14.959,69203576,1.838,6.649,0.11975,0.1506,15769658,-1076466,3297070,-0.68,-0.206,0.19578,0.17379999,0.15665,USD,
2,Rong Qiao Economic Zone,Fuqing,350301,China,86 591 85369 6197,https://biocharnow.com,Waste Management,Industrial Goods,"Guanwei Recycling Corp. manufactures and distributes low density polyethylene (LDPE) and other recycled plastics products primarily in the People's Republic of China and internationally. It imports and recycles LDPE plastic scrap material into granular plastic for use in the manufacture of various consumer products. The company's LDPE products are used in the manufacture of chemical and functional fibers, as well as a raw material in the manufacture of shoe soles, insulation materials, fire-proofing and water-proofing materials, and foam. It also sells its products to customers in a range of industries, including shoe manufacturing, architecture and engineering products, industrial equipment and supplies, and chemical and petrochemical manufacturing. Guanwei Recycling Corp. was founded in 2005 and is based in Fuqing, the People's Republic of China.",540,"{'maxAge': 1, 'name': 'Mr. Juguang  Gao', 'age': 59, 'title': 'Chief Operations Mang. and Director', 'yearBorn': 1963, 'fiscalYear': 2008, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,64.469,0.00012870012,200,200,2826,3261,3261,0.0,0.0,0,0,3000,1e-06,0.0001,4.335036e-05,2.22143e-05,2.22143e-05,0.0,0.0,USD,-13790264,0.1169,9841340,30477800,0.0,0.0,5.593,1.7879493e-05,1388448000,1419984000,1396224000,-0.68,8090170,0.777,-0.199,-1.147,PNK,EQUITY,GPRC,GPRC,GUANWEI RECYCLING CORP,"Biochar Now, Inc.",1257777000,America/New_York,EDT,-14400000,0.0001,none,14860475,1.428,12027327,1070201,7.46,14.959,69203576,1.838,6.649,0.11975,0.1506,15769658,-1076466,3297070,-0.68,-0.206,0.19578,0.17379999,0.15665,USD,
