,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,11650 South State Street,Suite 240,Draper,UT,84020,United States,801-816-2510,https://www.fuel-stream.com,Oil & Gas Midstream,Energy,"Fuelstream, Inc. supplies and distributes aviation fuel to corporate, commercial, military, and privately owned aircraft worldwide. It also provide various ground services, including concierge services, passenger and baggage handling, landing rights, coordination with local aviation authorities, aircraft maintenance services, catering, cabin cleaning, customs approvals, and third-party invoice reconciliation services directly to its customers or through its affiliates. Fuelstream, Inc. also assists its customers in flight planning and aircraft routing, obtaining permits, arranging overflies, and flight follow services. The company was formerly known as Sportsnuts Inc. and changed its name to Fuelstream, Inc. in April 2010. Fuelstream, Inc. was founded in 1996 and is headquartered in Draper, Utah.",6,"{'maxAge': 1, 'name': 'Mr. Kenneth Ian Denos Esq., J.D.', 'age': 54, 'title': 'CEO & Chairman', 'yearBorn': 1968, 'fiscalYear': 2009, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.457468,7.575757e-05,451,451,120,50,50,0.0,0.0,0,0,5747,0.0001,0.0001,0.0347894,0.0001,0.0001,0.0,0.0,USD,4650443,0.0,4420500,0.0,0.98814005,-3.79,1419984000,1451520000,1443571200,-1521860,1.32,1:2000,1428278400,28.151,PNK,EQUITY,FLST,FLST,FUELSTREAM INC,"Fuelstream, Inc.",868541400,America/New_York,EDT,-14400000,0.0001,none,94176,0.021,4744177,0.023,0.065,165194,0.139,-1.0645,79713,9993,-715608,-0.698,-0.09161,0.0,-3.43862,USD,
1,11650 South State Street,Suite 240,Draper,UT,84020,United States,801-816-2510,https://www.fuel-stream.com,Oil & Gas Midstream,Energy,"Fuelstream, Inc. supplies and distributes aviation fuel to corporate, commercial, military, and privately owned aircraft worldwide. It also provide various ground services, including concierge services, passenger and baggage handling, landing rights, coordination with local aviation authorities, aircraft maintenance services, catering, cabin cleaning, customs approvals, and third-party invoice reconciliation services directly to its customers or through its affiliates. Fuelstream, Inc. also assists its customers in flight planning and aircraft routing, obtaining permits, arranging overflies, and flight follow services. The company was formerly known as Sportsnuts Inc. and changed its name to Fuelstream, Inc. in April 2010. Fuelstream, Inc. was founded in 1996 and is headquartered in Draper, Utah.",6,"{'maxAge': 1, 'name': 'Mr. Chene C. Gardner', 'age': 58, 'title': 'Chief Financial Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.457468,7.575757e-05,451,451,120,50,50,0.0,0.0,0,0,5747,0.0001,0.0001,0.0347894,0.0001,0.0001,0.0,0.0,USD,4650443,0.0,4420500,0.0,0.98814005,-3.79,1419984000,1451520000,1443571200,-1521860,1.32,1:2000,1428278400,28.151,PNK,EQUITY,FLST,FLST,FUELSTREAM INC,"Fuelstream, Inc.",868541400,America/New_York,EDT,-14400000,0.0001,none,94176,0.021,4744177,0.023,0.065,165194,0.139,-1.0645,79713,9993,-715608,-0.698,-0.09161,0.0,-3.43862,USD,
2,11650 South State Street,Suite 240,Draper,UT,84020,United States,801-816-2510,https://www.fuel-stream.com,Oil & Gas Midstream,Energy,"Fuelstream, Inc. supplies and distributes aviation fuel to corporate, commercial, military, and privately owned aircraft worldwide. It also provide various ground services, including concierge services, passenger and baggage handling, landing rights, coordination with local aviation authorities, aircraft maintenance services, catering, cabin cleaning, customs approvals, and third-party invoice reconciliation services directly to its customers or through its affiliates. Fuelstream, Inc. also assists its customers in flight planning and aircraft routing, obtaining permits, arranging overflies, and flight follow services. The company was formerly known as Sportsnuts Inc. and changed its name to Fuelstream, Inc. in April 2010. Fuelstream, Inc. was founded in 1996 and is headquartered in Draper, Utah.",6,"{'maxAge': 1, 'name': 'Mr. David  Hodgdon', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.457468,7.575757e-05,451,451,120,50,50,0.0,0.0,0,0,5747,0.0001,0.0001,0.0347894,0.0001,0.0001,0.0,0.0,USD,4650443,0.0,4420500,0.0,0.98814005,-3.79,1419984000,1451520000,1443571200,-1521860,1.32,1:2000,1428278400,28.151,PNK,EQUITY,FLST,FLST,FUELSTREAM INC,"Fuelstream, Inc.",868541400,America/New_York,EDT,-14400000,0.0001,none,94176,0.021,4744177,0.023,0.065,165194,0.139,-1.0645,79713,9993,-715608,-0.698,-0.09161,0.0,-3.43862,USD,
3,11650 South State Street,Suite 240,Draper,UT,84020,United States,801-816-2510,https://www.fuel-stream.com,Oil & Gas Midstream,Energy,"Fuelstream, Inc. supplies and distributes aviation fuel to corporate, commercial, military, and privately owned aircraft worldwide. It also provide various ground services, including concierge services, passenger and baggage handling, landing rights, coordination with local aviation authorities, aircraft maintenance services, catering, cabin cleaning, customs approvals, and third-party invoice reconciliation services directly to its customers or through its affiliates. Fuelstream, Inc. also assists its customers in flight planning and aircraft routing, obtaining permits, arranging overflies, and flight follow services. The company was formerly known as Sportsnuts Inc. and changed its name to Fuelstream, Inc. in April 2010. Fuelstream, Inc. was founded in 1996 and is headquartered in Draper, Utah.",6,"{'maxAge': 1, 'name': 'Mr. Kevin  Blanco', 'title': 'VP of Sales Worldwide', 'exercisedValue': 0, 'unexercisedValue': 0}",1262217600,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.457468,7.575757e-05,451,451,120,50,50,0.0,0.0,0,0,5747,0.0001,0.0001,0.0347894,0.0001,0.0001,0.0,0.0,USD,4650443,0.0,4420500,0.0,0.98814005,-3.79,1419984000,1451520000,1443571200,-1521860,1.32,1:2000,1428278400,28.151,PNK,EQUITY,FLST,FLST,FUELSTREAM INC,"Fuelstream, Inc.",868541400,America/New_York,EDT,-14400000,0.0001,none,94176,0.021,4744177,0.023,0.065,165194,0.139,-1.0645,79713,9993,-715608,-0.698,-0.09161,0.0,-3.43862,USD,
