,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Mr. Jeremy D. Thigpen', 'age': 47, 'title': 'CEO & Exec. Director', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 3141984, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
1,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Mr. Keelan I. Adamson', 'age': 52, 'title': 'Pres & COO', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1821027, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
2,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Mr. Mark-Anthony Lovell Mey Sr.', 'age': 59, 'title': 'Exec. VP & CFO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1789782, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
3,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Mr. Howard E. Davis', 'age': 63, 'title': 'Exec. VP, Chief Admin. Officer & Chief Information Officer', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 1290520, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
4,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Mr. Brady K. Long', 'age': 49, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1391954, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
5,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Mr. David A. Tonnel', 'age': 52, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1970, 'fiscalYear': 2015, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
6,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Mr. Robert Thaddeus Vayda', 'title': 'Sr. VP of Corp. Fin. & Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
7,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Alison  Johnson', 'title': 'Sr. Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
8,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Ms. Janelle  Daniel', 'title': 'Sr. VP of HR, Sustainability & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
9,Turmstrasse 30,Steinhausen,6312,Switzerland,41 41 749 0500,https://www.deepwater.com,Oil & Gas Drilling & Exploration,Basic Materials,"Transocean Ltd., together with its subsidiaries, provides offshore contract drilling services for oil and gas wells worldwide. It contracts its mobile offshore drilling rigs, related equipment, and work crews to drill oil and gas wells. It serves integrated energy companies, government-owned or government-controlled energy companies, and other independent energy companies. Transocean Ltd. was founded in 1926 and is based in Steinhausen, Switzerland.",5040,"{'maxAge': 1, 'name': 'Mr. Roddie  Mackenzie', 'title': 'Exec. VP & Chief Commercial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,5,3,3,1693526400,1672444800,86400,2,142.0,142.0,142.0,142.0,142.0,142.0,142.0,142.0,2.990318,62,62,66,60,60,0.0,137.5,417500,7095000,89784893440,48.35,147.0,33.564445,123.5372,100.47672,0.0,0.0,MXN,115492036608,-0.37682,630098559,639673984,0.07238,0.70193,13.571,10.463489,1672444800,1703980800,1688083200,-1008000000,-20.877,43.175,133.363,MEX,EQUITY,RIGN.MX,RIGN.MX,TRANSOCEAN LIMITED,Transocean Ltd.,1280752200,America/Mexico_City,CDT,-18000000,142.0,none,821000000,1.071,866000000,7447000064,1.257,1.959,2675000064,71.571,3.652,0.00107,-0.09342,907000000,53875000,518000000,0.053,0.35849997,0.32374,0.01308,USD,
