,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,109 Long Wharf,Newport,RI,02840,United States,401 846 7790,https://www.pangaeals.com,Marine Shipping,Industrials,"Pangaea Logistics Solutions, Ltd., together with its subsidiaries, provides seaborne dry bulk logistics and transportation services to industrial customers worldwide. The company offers various dry bulk cargoes, such as grains, coal, iron ore, pig iron, hot briquetted iron, bauxite, alumina, cement clinker, dolomite, and limestone. Its ocean logistics services comprise cargo loading, cargo discharge, vessel chartering, voyage planning, and technical vessel management. The company owns and operates a fleet of vessels. Pangaea Logistics Solutions, Ltd. was founded in 1996 and is headquartered in Newport, Rhode Island.",70,"{'maxAge': 1, 'name': 'Mr. Mark L. Filanowski', 'age': 68, 'title': 'CEO & Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 1637233, 'exercisedValue': 0, 'unexercisedValue': 0}",8,9,7,2,7,1693526400,1672444800,86400,2,5.62,5.62,5.56,5.65,5.62,5.62,5.56,5.65,0.4,0.0718,1693440000,0.41669998,0.778699,6.188889,7.4266667,194071,194071,282709,176910,176910,5.43,5.57,800,3000,258818976,4.395,7.24,0.4756169,6.2966,6.033425,0.375,0.06672598,USD,506622880,0.07463,34372290,46466600,1202370,1272137,1690761600,1693440000,0.025899999,0.29284,0.45915002,5.84,0.0341,6.719,0.8289924,1672444800,1703980800,1688083200,-0.886,40609824,0.9,0.75,0.931,5.383,NCM,EQUITY,PANL,PANL,Pangaea Logistics Solutions Ltd,"Pangaea Logistics Solutions, Ltd.",1387463400,America/New_York,EDT,-14400000,5.57,1.7,buy,84295856,1.814,94113152,282751232,1.213,1.689,544175296,78.201,12.211,0.05473,0.11885,158426814,19203106,79155744,-0.893,-0.396,0.21209,0.17295,0.11901,USD,
1,109 Long Wharf,Newport,RI,02840,United States,401 846 7790,https://www.pangaeals.com,Marine Shipping,Industrials,"Pangaea Logistics Solutions, Ltd., together with its subsidiaries, provides seaborne dry bulk logistics and transportation services to industrial customers worldwide. The company offers various dry bulk cargoes, such as grains, coal, iron ore, pig iron, hot briquetted iron, bauxite, alumina, cement clinker, dolomite, and limestone. Its ocean logistics services comprise cargo loading, cargo discharge, vessel chartering, voyage planning, and technical vessel management. The company owns and operates a fleet of vessels. Pangaea Logistics Solutions, Ltd. was founded in 1996 and is headquartered in Newport, Rhode Island.",70,"{'maxAge': 1, 'name': 'Mr. Gianni  Del Signore', 'age': 39, 'title': 'CFO & Sec.', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 672728, 'exercisedValue': 0, 'unexercisedValue': 0}",8,9,7,2,7,1693526400,1672444800,86400,2,5.62,5.62,5.56,5.65,5.62,5.62,5.56,5.65,0.4,0.0718,1693440000,0.41669998,0.778699,6.188889,7.4266667,194071,194071,282709,176910,176910,5.43,5.57,800,3000,258818976,4.395,7.24,0.4756169,6.2966,6.033425,0.375,0.06672598,USD,506622880,0.07463,34372290,46466600,1202370,1272137,1690761600,1693440000,0.025899999,0.29284,0.45915002,5.84,0.0341,6.719,0.8289924,1672444800,1703980800,1688083200,-0.886,40609824,0.9,0.75,0.931,5.383,NCM,EQUITY,PANL,PANL,Pangaea Logistics Solutions Ltd,"Pangaea Logistics Solutions, Ltd.",1387463400,America/New_York,EDT,-14400000,5.57,1.7,buy,84295856,1.814,94113152,282751232,1.213,1.689,544175296,78.201,12.211,0.05473,0.11885,158426814,19203106,79155744,-0.893,-0.396,0.21209,0.17295,0.11901,USD,
2,109 Long Wharf,Newport,RI,02840,United States,401 846 7790,https://www.pangaeals.com,Marine Shipping,Industrials,"Pangaea Logistics Solutions, Ltd., together with its subsidiaries, provides seaborne dry bulk logistics and transportation services to industrial customers worldwide. The company offers various dry bulk cargoes, such as grains, coal, iron ore, pig iron, hot briquetted iron, bauxite, alumina, cement clinker, dolomite, and limestone. Its ocean logistics services comprise cargo loading, cargo discharge, vessel chartering, voyage planning, and technical vessel management. The company owns and operates a fleet of vessels. Pangaea Logistics Solutions, Ltd. was founded in 1996 and is headquartered in Newport, Rhode Island.",70,"{'maxAge': 1, 'name': 'Mr. Mads Rosenberg Boye Petersen', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 935655, 'exercisedValue': 0, 'unexercisedValue': 0}",8,9,7,2,7,1693526400,1672444800,86400,2,5.62,5.62,5.56,5.65,5.62,5.62,5.56,5.65,0.4,0.0718,1693440000,0.41669998,0.778699,6.188889,7.4266667,194071,194071,282709,176910,176910,5.43,5.57,800,3000,258818976,4.395,7.24,0.4756169,6.2966,6.033425,0.375,0.06672598,USD,506622880,0.07463,34372290,46466600,1202370,1272137,1690761600,1693440000,0.025899999,0.29284,0.45915002,5.84,0.0341,6.719,0.8289924,1672444800,1703980800,1688083200,-0.886,40609824,0.9,0.75,0.931,5.383,NCM,EQUITY,PANL,PANL,Pangaea Logistics Solutions Ltd,"Pangaea Logistics Solutions, Ltd.",1387463400,America/New_York,EDT,-14400000,5.57,1.7,buy,84295856,1.814,94113152,282751232,1.213,1.689,544175296,78.201,12.211,0.05473,0.11885,158426814,19203106,79155744,-0.893,-0.396,0.21209,0.17295,0.11901,USD,
