,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2115 Callington Road,Strathalbyn,SA,5255,Australia,61 8 8536 5950,61 8 8536 5951,https://www.terramin.com.au,Other Industrial Metals & Mining,Other Industrial Metals & Mining,Basic Materials,Basic Materials,"Terramin Australia Limited, together with its subsidiaries, explores for, evaluates, and develops base and precious metals, and other economic mineral deposits in Australia and Northern Africa. The company primarily explores for zinc, lead, gold, and copper deposits. It holds 49% interest in the Tala Hamza Zinc project located on the Mediterranean coast of Algeria. The company was incorporated in 1993 and is based in Strathalbyn, Australia.","{'maxAge': 1, 'name': 'Mr. Feng  Sheng', 'age': 59, 'title': 'Exec. Chairman', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 100000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.022,0.023,0.022,0.023,0.022,0.023,0.022,0.023,0.0,106277,106277,39889,0,0,0.022,0.026,0,0,46564320,0.015,0.037,323.36334,0.02382,0.0239775,0.0,0.0,AUD,74179000,0.0,645049727,2116560000,0.67297,0.010620001,2116560000,0.008,2.7499998,1672444800,1703980800,1688083200,-20611000,-0.01,515.132,-38.08,-0.4054054,0.14113986,ASX,EQUITY,TZN.AX,TZN.AX,TERRAMIN FPO,Terramin Australia Limited,1072134000,Australia/Sydney,AEST,3fd3995e-be59-3ee2-a530-0256c0257e79,finmb_9644021,36000000,0.022,none,54000,0.0,-1948000,29333000,0.005,0.012,144000,183.182,0.0,-0.14998999,-0.78314,5797875,-2484000,-2.23611,0.0,-121.826385,AUD,
1,2115 Callington Road,Strathalbyn,SA,5255,Australia,61 8 8536 5950,61 8 8536 5951,https://www.terramin.com.au,Other Industrial Metals & Mining,Other Industrial Metals & Mining,Basic Materials,Basic Materials,"Terramin Australia Limited, together with its subsidiaries, explores for, evaluates, and develops base and precious metals, and other economic mineral deposits in Australia and Northern Africa. The company primarily explores for zinc, lead, gold, and copper deposits. It holds 49% interest in the Tala Hamza Zinc project located on the Mediterranean coast of Algeria. The company was incorporated in 1993 and is based in Strathalbyn, Australia.","{'maxAge': 1, 'name': 'Mr. Andre  van Driel', 'title': 'Fin. Mang. & Company Sec.', 'fiscalYear': 2022, 'totalPay': 144693, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.022,0.023,0.022,0.023,0.022,0.023,0.022,0.023,0.0,106277,106277,39889,0,0,0.022,0.026,0,0,46564320,0.015,0.037,323.36334,0.02382,0.0239775,0.0,0.0,AUD,74179000,0.0,645049727,2116560000,0.67297,0.010620001,2116560000,0.008,2.7499998,1672444800,1703980800,1688083200,-20611000,-0.01,515.132,-38.08,-0.4054054,0.14113986,ASX,EQUITY,TZN.AX,TZN.AX,TERRAMIN FPO,Terramin Australia Limited,1072134000,Australia/Sydney,AEST,3fd3995e-be59-3ee2-a530-0256c0257e79,finmb_9644021,36000000,0.022,none,54000,0.0,-1948000,29333000,0.005,0.012,144000,183.182,0.0,-0.14998999,-0.78314,5797875,-2484000,-2.23611,0.0,-121.826385,AUD,
2,2115 Callington Road,Strathalbyn,SA,5255,Australia,61 8 8536 5950,61 8 8536 5951,https://www.terramin.com.au,Other Industrial Metals & Mining,Other Industrial Metals & Mining,Basic Materials,Basic Materials,"Terramin Australia Limited, together with its subsidiaries, explores for, evaluates, and develops base and precious metals, and other economic mineral deposits in Australia and Northern Africa. The company primarily explores for zinc, lead, gold, and copper deposits. It holds 49% interest in the Tala Hamza Zinc project located on the Mediterranean coast of Algeria. The company was incorporated in 1993 and is based in Strathalbyn, Australia.","{'maxAge': 1, 'name': 'Mr. Martin Simon Janes BEc, GAICD', 'age': 56, 'title': 'Exec. Officer', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 300000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.022,0.023,0.022,0.023,0.022,0.023,0.022,0.023,0.0,106277,106277,39889,0,0,0.022,0.026,0,0,46564320,0.015,0.037,323.36334,0.02382,0.0239775,0.0,0.0,AUD,74179000,0.0,645049727,2116560000,0.67297,0.010620001,2116560000,0.008,2.7499998,1672444800,1703980800,1688083200,-20611000,-0.01,515.132,-38.08,-0.4054054,0.14113986,ASX,EQUITY,TZN.AX,TZN.AX,TERRAMIN FPO,Terramin Australia Limited,1072134000,Australia/Sydney,AEST,3fd3995e-be59-3ee2-a530-0256c0257e79,finmb_9644021,36000000,0.022,none,54000,0.0,-1948000,29333000,0.005,0.012,144000,183.182,0.0,-0.14998999,-0.78314,5797875,-2484000,-2.23611,0.0,-121.826385,AUD,
