,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,650 Madison Avenue,23rd Floor,New York,NY,10022,United States,212-891-5046,https://www.mountlogancapital.ca,Asset Management,Financial Services,"Mount Logan Capital Inc.is an investment firm primarily focused on investing in public and private debt securities. The Company holds and actively manages and monitors a seed portfolio of loans and other investments with credit-oriented characteristics. The company was formerly known as Marret Resource Corp. and changed its name to Mount Logan Capital Inc. in October 2018. Mount Logan Capital Inc. is based in New York, United States with an additional office in Toronto, Canada.",9,"{'maxAge': 1, 'name': 'Mr. Edward Joseph Goldthorpe', 'age': 45, 'title': 'Chairman & CEO', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.15,1.99,2.15,2.15,2.15,1.99,2.15,2.15,0.06,0.0274,1692576000,-0.065698,25000,25000,0,0,0,0.0,0.0,0,0,54559692,1.99,2.45,0.68824196,2.15,2.20186,0.062,0.028837208,USD,-2367225,-0.51613,19396347,25376600,0.0394,0.16502,1.431,1.5024459,1672444800,1703980800,1688083200,-40916000,-1.55,-0.03,PNK,EQUITY,PYCFF,PYCFF,MOUNT LOGAN CAPITAL INC,Mount Logan Capital Inc.,1253107800,America/New_York,EDT,-14400000,2.15,4.75,4.75,4.75,4.75,1.0,strong_buy,1,110176000,4.886,59332000,7.893,7.902,79274000,183.918,3.572,-0.02789,-0.74811995,144547008,1.09005,0.0,-0.47622,USD,
1,650 Madison Avenue,23rd Floor,New York,NY,10022,United States,212-891-5046,https://www.mountlogancapital.ca,Asset Management,Financial Services,"Mount Logan Capital Inc.is an investment firm primarily focused on investing in public and private debt securities. The Company holds and actively manages and monitors a seed portfolio of loans and other investments with credit-oriented characteristics. The company was formerly known as Marret Resource Corp. and changed its name to Mount Logan Capital Inc. in October 2018. Mount Logan Capital Inc. is based in New York, United States with an additional office in Toronto, Canada.",9,"{'maxAge': 1, 'name': 'Mr. Jason T. Roos', 'age': 44, 'title': 'CFO & Corp. Sec.', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 130236, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.15,1.99,2.15,2.15,2.15,1.99,2.15,2.15,0.06,0.0274,1692576000,-0.065698,25000,25000,0,0,0,0.0,0.0,0,0,54559692,1.99,2.45,0.68824196,2.15,2.20186,0.062,0.028837208,USD,-2367225,-0.51613,19396347,25376600,0.0394,0.16502,1.431,1.5024459,1672444800,1703980800,1688083200,-40916000,-1.55,-0.03,PNK,EQUITY,PYCFF,PYCFF,MOUNT LOGAN CAPITAL INC,Mount Logan Capital Inc.,1253107800,America/New_York,EDT,-14400000,2.15,4.75,4.75,4.75,4.75,1.0,strong_buy,1,110176000,4.886,59332000,7.893,7.902,79274000,183.918,3.572,-0.02789,-0.74811995,144547008,1.09005,0.0,-0.47622,USD,
2,650 Madison Avenue,23rd Floor,New York,NY,10022,United States,212-891-5046,https://www.mountlogancapital.ca,Asset Management,Financial Services,"Mount Logan Capital Inc.is an investment firm primarily focused on investing in public and private debt securities. The Company holds and actively manages and monitors a seed portfolio of loans and other investments with credit-oriented characteristics. The company was formerly known as Marret Resource Corp. and changed its name to Mount Logan Capital Inc. in October 2018. Mount Logan Capital Inc. is based in New York, United States with an additional office in Toronto, Canada.",9,"{'maxAge': 1, 'name': 'Mr. Matthias L. Ederer', 'title': 'Co-Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.15,1.99,2.15,2.15,2.15,1.99,2.15,2.15,0.06,0.0274,1692576000,-0.065698,25000,25000,0,0,0,0.0,0.0,0,0,54559692,1.99,2.45,0.68824196,2.15,2.20186,0.062,0.028837208,USD,-2367225,-0.51613,19396347,25376600,0.0394,0.16502,1.431,1.5024459,1672444800,1703980800,1688083200,-40916000,-1.55,-0.03,PNK,EQUITY,PYCFF,PYCFF,MOUNT LOGAN CAPITAL INC,Mount Logan Capital Inc.,1253107800,America/New_York,EDT,-14400000,2.15,4.75,4.75,4.75,4.75,1.0,strong_buy,1,110176000,4.886,59332000,7.893,7.902,79274000,183.918,3.572,-0.02789,-0.74811995,144547008,1.09005,0.0,-0.47622,USD,
3,650 Madison Avenue,23rd Floor,New York,NY,10022,United States,212-891-5046,https://www.mountlogancapital.ca,Asset Management,Financial Services,"Mount Logan Capital Inc.is an investment firm primarily focused on investing in public and private debt securities. The Company holds and actively manages and monitors a seed portfolio of loans and other investments with credit-oriented characteristics. The company was formerly known as Marret Resource Corp. and changed its name to Mount Logan Capital Inc. in October 2018. Mount Logan Capital Inc. is based in New York, United States with an additional office in Toronto, Canada.",9,"{'maxAge': 1, 'name': 'Henry  Wang', 'title': 'Co-Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.15,1.99,2.15,2.15,2.15,1.99,2.15,2.15,0.06,0.0274,1692576000,-0.065698,25000,25000,0,0,0,0.0,0.0,0,0,54559692,1.99,2.45,0.68824196,2.15,2.20186,0.062,0.028837208,USD,-2367225,-0.51613,19396347,25376600,0.0394,0.16502,1.431,1.5024459,1672444800,1703980800,1688083200,-40916000,-1.55,-0.03,PNK,EQUITY,PYCFF,PYCFF,MOUNT LOGAN CAPITAL INC,Mount Logan Capital Inc.,1253107800,America/New_York,EDT,-14400000,2.15,4.75,4.75,4.75,4.75,1.0,strong_buy,1,110176000,4.886,59332000,7.893,7.902,79274000,183.918,3.572,-0.02789,-0.74811995,144547008,1.09005,0.0,-0.47622,USD,
4,650 Madison Avenue,23rd Floor,New York,NY,10022,United States,212-891-5046,https://www.mountlogancapital.ca,Asset Management,Financial Services,"Mount Logan Capital Inc.is an investment firm primarily focused on investing in public and private debt securities. The Company holds and actively manages and monitors a seed portfolio of loans and other investments with credit-oriented characteristics. The company was formerly known as Marret Resource Corp. and changed its name to Mount Logan Capital Inc. in October 2018. Mount Logan Capital Inc. is based in New York, United States with an additional office in Toronto, Canada.",9,"{'maxAge': 1, 'name': 'Mr. Albert  Siu', 'age': 47, 'title': 'Chief Accounting Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.15,1.99,2.15,2.15,2.15,1.99,2.15,2.15,0.06,0.0274,1692576000,-0.065698,25000,25000,0,0,0,0.0,0.0,0,0,54559692,1.99,2.45,0.68824196,2.15,2.20186,0.062,0.028837208,USD,-2367225,-0.51613,19396347,25376600,0.0394,0.16502,1.431,1.5024459,1672444800,1703980800,1688083200,-40916000,-1.55,-0.03,PNK,EQUITY,PYCFF,PYCFF,MOUNT LOGAN CAPITAL INC,Mount Logan Capital Inc.,1253107800,America/New_York,EDT,-14400000,2.15,4.75,4.75,4.75,4.75,1.0,strong_buy,1,110176000,4.886,59332000,7.893,7.902,79274000,183.918,3.572,-0.02789,-0.74811995,144547008,1.09005,0.0,-0.47622,USD,
5,650 Madison Avenue,23rd Floor,New York,NY,10022,United States,212-891-5046,https://www.mountlogancapital.ca,Asset Management,Financial Services,"Mount Logan Capital Inc.is an investment firm primarily focused on investing in public and private debt securities. The Company holds and actively manages and monitors a seed portfolio of loans and other investments with credit-oriented characteristics. The company was formerly known as Marret Resource Corp. and changed its name to Mount Logan Capital Inc. in October 2018. Mount Logan Capital Inc. is based in New York, United States with an additional office in Toronto, Canada.",9,"{'maxAge': 1, 'name': 'Mr. David Isaac Held J.D.', 'age': 51, 'title': 'Chief Compliance Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.15,1.99,2.15,2.15,2.15,1.99,2.15,2.15,0.06,0.0274,1692576000,-0.065698,25000,25000,0,0,0,0.0,0.0,0,0,54559692,1.99,2.45,0.68824196,2.15,2.20186,0.062,0.028837208,USD,-2367225,-0.51613,19396347,25376600,0.0394,0.16502,1.431,1.5024459,1672444800,1703980800,1688083200,-40916000,-1.55,-0.03,PNK,EQUITY,PYCFF,PYCFF,MOUNT LOGAN CAPITAL INC,Mount Logan Capital Inc.,1253107800,America/New_York,EDT,-14400000,2.15,4.75,4.75,4.75,4.75,1.0,strong_buy,1,110176000,4.886,59332000,7.893,7.902,79274000,183.918,3.572,-0.02789,-0.74811995,144547008,1.09005,0.0,-0.47622,USD,
