,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. Gurdeep  Singh', 'age': 57, 'title': 'Chairman & MD', 'yearBorn': 1965, 'fiscalYear': 2023, 'totalPay': 16806000, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
1,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. Jaikumar  Srinivasan', 'age': 56, 'title': 'CFO & Director', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 5011868, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
2,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. V. Ramesh Babu', 'age': 58, 'title': 'Director of Operations & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 11373000, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
3,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. Dillip Kumar Patel', 'age': 58, 'title': 'Director of HR & Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 11225000, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
4,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. Ujjwal Kanti Bhattacharya', 'age': 59, 'title': 'Director of Projects & Exec. Director', 'yearBorn': 1963, 'fiscalYear': 2023, 'totalPay': 10570000, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
5,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. Aditya  Dar', 'age': 56, 'title': 'Chief Investor Relations Officer & Exec. Director of Fin.', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
6,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. Arun  Kumar', 'age': 45, 'title': 'Interim Company Sec. & Compliance Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
7,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. Shivam  Srivastava', 'age': 54, 'title': 'Chief Gen. Mang., Fuel Director & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
8,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. Sudarsan  Chakrabarti', 'title': 'Chief Exec. Officer of PVUNL', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
9,NTPC Bhawan,"Scope Complex 7, Industrial Area Lodhi Road",New Delhi,110003,India,91 11 2438 7333,91 11 2436 1018,https://www.ntpc.co.in,Utilities—Regulated Electric,Utilities,"NTPC Limited generates and sells bulk power to state power utilities in India. It operates through two segments: Generation of Energy and Others. The company generates power from coal, gas, liquid fuel, hydro, solar, nuclear, wind, thermal, and renewable energy sources. It offers consultancy, project management, and supervision services. In addition, the company is involved in the energy trading, oil and gas exploration, and coal mining activities. Further, the company sells electricity to private DISCOMs operating in various states. As of May 3, 2023, the company had an installed capacity of 72304 megawatt (MW). NTPC Limited was incorporated in 1975 and is headquartered in New Delhi, India.",15159,"{'maxAge': 1, 'name': 'Mr. Sital  Kumar', 'title': 'Exec. Director of HR & CEO of UPL', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,5,4,1693526400,1703980800,86400,2,237.95,235.6,235.6,239.3,237.95,235.6,235.6,239.3,7.25,0.0305,1691712000,0.4058,4.17,0.3248,13.314544,11.704658,14095875,14095875,14749221,18414913,18414913,0.0,0.0,0,0,2307806199808,155.0,244.95,1.3104726,215.05,184.341,0.0,0.0,INR,4493967097856,0.10135,4725783314,9696669696,0.51118,0.39341998,151.54,1.5586644,1680220800,1711843200,1688083200,0.238,178489704448,17.74,20.18,1.68,6:5,1552953600,2.552,9.009,NSI,EQUITY,NTPC.NS,NTPC.NS,NTPC LTD,NTPC Limited,1099626300,Asia/Kolkata,IST,19800000,236.2,275.0,177.0,238.5,245.0,1.5,strong_buy,22,49985298432,5.159,498849742848,2216259747840,1761048788992,146.817,181.636,648525200000,0.239,-0.002,0.41216,0.28327,0.19713,INR,
