,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Sun Hung Kai Centre,19th Floor Room 1908-1916 30 Harbour Road,Wan Chai,Hong Kong,852 2776 8500,852 2776 8390,https://www.changyou-alliance.com,Internet Retail,Consumer Cyclical,"Changyou Alliance Group Limited, an investment holding company, engages in the digital points business in the People's Republic of China. The company operates a electronic platform to facilitate awards earned by customers of loyalty programs of other companies to be exchanged in the form of virtual assets and credits for the consumption of merchandises, games, services, and other commercial transactions, as well as other trading services. It also provides blockchain technology research and development services. The company was formerly known as Fortunet e-Commerce Group Limited and changed its name to Changyou Alliance Group Limited in June 2020. Changyou Alliance Group Limited was founded in 2001 and is based in Wan Chai, Hong Kong.",62,"{'maxAge': 1, 'name': 'Mr. Jerome  Cheng', 'age': 69, 'title': 'Exec. Chairman', 'yearBorn': 1953, 'fiscalYear': 2022, 'totalPay': 40132, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.153,0.133,0.118,0.153,0.153,0.133,0.118,0.153,0.0,0.571696,54000,54000,33158,0,0,0.0,0.168,0,0,271642528,0.096,0.22,1.0673074,0.14784,0.151005,0.0,0.0,HKD,26332950,-0.14496,844338727,1810950016,0.60693,0.15668,0.138,1.0869566,1672444800,1703980800,1688083200,-36895000,-0.02,0.103,-8.435,HKG,EQUITY,1039.HK,1039.HK,CHANGYOU ALLI,Changyou Alliance Group Limited,1285291800,Asia/Hong_Kong,HKT,28800000,0.15,none,24178000,0.013,-3122000,163132000,0.143,0.622,254512000,0.141,-0.014400001,28272000,75070128,-5948000,0.374,0.15189,-0.01227,-0.01426,CNY,
1,Sun Hung Kai Centre,19th Floor Room 1908-1916 30 Harbour Road,Wan Chai,Hong Kong,852 2776 8500,852 2776 8390,https://www.changyou-alliance.com,Internet Retail,Consumer Cyclical,"Changyou Alliance Group Limited, an investment holding company, engages in the digital points business in the People's Republic of China. The company operates a electronic platform to facilitate awards earned by customers of loyalty programs of other companies to be exchanged in the form of virtual assets and credits for the consumption of merchandises, games, services, and other commercial transactions, as well as other trading services. It also provides blockchain technology research and development services. The company was formerly known as Fortunet e-Commerce Group Limited and changed its name to Changyou Alliance Group Limited in June 2020. Changyou Alliance Group Limited was founded in 2001 and is based in Wan Chai, Hong Kong.",62,"{'maxAge': 1, 'name': 'Mr. Weitao  Yuan', 'age': 55, 'title': 'Exec. Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 116274, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.153,0.133,0.118,0.153,0.153,0.133,0.118,0.153,0.0,0.571696,54000,54000,33158,0,0,0.0,0.168,0,0,271642528,0.096,0.22,1.0673074,0.14784,0.151005,0.0,0.0,HKD,26332950,-0.14496,844338727,1810950016,0.60693,0.15668,0.138,1.0869566,1672444800,1703980800,1688083200,-36895000,-0.02,0.103,-8.435,HKG,EQUITY,1039.HK,1039.HK,CHANGYOU ALLI,Changyou Alliance Group Limited,1285291800,Asia/Hong_Kong,HKT,28800000,0.15,none,24178000,0.013,-3122000,163132000,0.143,0.622,254512000,0.141,-0.014400001,28272000,75070128,-5948000,0.374,0.15189,-0.01227,-0.01426,CNY,
2,Sun Hung Kai Centre,19th Floor Room 1908-1916 30 Harbour Road,Wan Chai,Hong Kong,852 2776 8500,852 2776 8390,https://www.changyou-alliance.com,Internet Retail,Consumer Cyclical,"Changyou Alliance Group Limited, an investment holding company, engages in the digital points business in the People's Republic of China. The company operates a electronic platform to facilitate awards earned by customers of loyalty programs of other companies to be exchanged in the form of virtual assets and credits for the consumption of merchandises, games, services, and other commercial transactions, as well as other trading services. It also provides blockchain technology research and development services. The company was formerly known as Fortunet e-Commerce Group Limited and changed its name to Changyou Alliance Group Limited in June 2020. Changyou Alliance Group Limited was founded in 2001 and is based in Wan Chai, Hong Kong.",62,"{'maxAge': 1, 'name': 'Mr. Yat Chuen  Yeung', 'age': 40, 'title': 'Chief Financial Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.153,0.133,0.118,0.153,0.153,0.133,0.118,0.153,0.0,0.571696,54000,54000,33158,0,0,0.0,0.168,0,0,271642528,0.096,0.22,1.0673074,0.14784,0.151005,0.0,0.0,HKD,26332950,-0.14496,844338727,1810950016,0.60693,0.15668,0.138,1.0869566,1672444800,1703980800,1688083200,-36895000,-0.02,0.103,-8.435,HKG,EQUITY,1039.HK,1039.HK,CHANGYOU ALLI,Changyou Alliance Group Limited,1285291800,Asia/Hong_Kong,HKT,28800000,0.15,none,24178000,0.013,-3122000,163132000,0.143,0.622,254512000,0.141,-0.014400001,28272000,75070128,-5948000,0.374,0.15189,-0.01227,-0.01426,CNY,
3,Sun Hung Kai Centre,19th Floor Room 1908-1916 30 Harbour Road,Wan Chai,Hong Kong,852 2776 8500,852 2776 8390,https://www.changyou-alliance.com,Internet Retail,Consumer Cyclical,"Changyou Alliance Group Limited, an investment holding company, engages in the digital points business in the People's Republic of China. The company operates a electronic platform to facilitate awards earned by customers of loyalty programs of other companies to be exchanged in the form of virtual assets and credits for the consumption of merchandises, games, services, and other commercial transactions, as well as other trading services. It also provides blockchain technology research and development services. The company was formerly known as Fortunet e-Commerce Group Limited and changed its name to Changyou Alliance Group Limited in June 2020. Changyou Alliance Group Limited was founded in 2001 and is based in Wan Chai, Hong Kong.",62,"{'maxAge': 1, 'name': 'Mr. Chi Keung  Chan ACCA', 'age': 48, 'title': 'Company Sec. & Financial Controller', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.153,0.133,0.118,0.153,0.153,0.133,0.118,0.153,0.0,0.571696,54000,54000,33158,0,0,0.0,0.168,0,0,271642528,0.096,0.22,1.0673074,0.14784,0.151005,0.0,0.0,HKD,26332950,-0.14496,844338727,1810950016,0.60693,0.15668,0.138,1.0869566,1672444800,1703980800,1688083200,-36895000,-0.02,0.103,-8.435,HKG,EQUITY,1039.HK,1039.HK,CHANGYOU ALLI,Changyou Alliance Group Limited,1285291800,Asia/Hong_Kong,HKT,28800000,0.15,none,24178000,0.013,-3122000,163132000,0.143,0.622,254512000,0.141,-0.014400001,28272000,75070128,-5948000,0.374,0.15189,-0.01227,-0.01426,CNY,
