,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,International E Town,"Block E1, 8th Floor TCL Industry Park 1001 Zhong Shan Yuan Rd, Nanshan Dist.",Shenzhen,518000,China,86 75 5865 13574,https://www.boyaa.com.hk,Electronic Gaming & Multimedia,Communication Services,"Boyaa Interactive International Limited, an investment holding company, develops and operates online card and board games in the People's Republic of China and internationally. Its web-based and mobile games include board games, such as Texas Hold'em, Fight the Landlord, Big Two Poker, Chinese Chess and Mahjong Games, and other puzzle games. It also provides advisory services relating to online game applications. The company was founded in 2004 and is headquartered in Shenzhen, the People's Republic of China.",263,"{'maxAge': 1, 'name': 'Mr. Zhikang  Dai', 'age': 40, 'title': 'Exec. Chairman', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 152146, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.53,0.52,0.52,0.53,0.53,0.52,0.52,0.53,1560211200,0.0,0.513888,3.4666665,188000,188000,375854,449900,449900,0.51,0.52,0,0,368979520,0.325,1.0,0.9631491,0.5562,0.496125,0.0,0.0,HKD,-1197697152,0.25182,370416397,709576000,0.39846,0.017719999,2.37,0.21940929,1672444800,1703980800,1688083200,1.045,96472000,0.15,-3.126,-10.135,HKG,EQUITY,0434.HK,0434.HK,BOYAA,Boyaa Interactive International Limited,1384219800,Asia/Hong_Kong,HKT,28800000,0.52,none,1551796992,2.376,118175000,14460000,4.814,4.971,383096992,0.934,0.582,0.0324,0.053319998,245845000,81320752,99637000,1.02,0.043,0.65956,0.30847,0.28907,CNY,
1,International E Town,"Block E1, 8th Floor TCL Industry Park 1001 Zhong Shan Yuan Rd, Nanshan Dist.",Shenzhen,518000,China,86 75 5865 13574,https://www.boyaa.com.hk,Electronic Gaming & Multimedia,Communication Services,"Boyaa Interactive International Limited, an investment holding company, develops and operates online card and board games in the People's Republic of China and internationally. Its web-based and mobile games include board games, such as Texas Hold'em, Fight the Landlord, Big Two Poker, Chinese Chess and Mahjong Games, and other puzzle games. It also provides advisory services relating to online game applications. The company was founded in 2004 and is headquartered in Shenzhen, the People's Republic of China.",263,"{'maxAge': 1, 'name': 'Ms. Ying  Tao', 'age': 40, 'title': 'Acting CEO & Exec. Director', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 85212, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.53,0.52,0.52,0.53,0.53,0.52,0.52,0.53,1560211200,0.0,0.513888,3.4666665,188000,188000,375854,449900,449900,0.51,0.52,0,0,368979520,0.325,1.0,0.9631491,0.5562,0.496125,0.0,0.0,HKD,-1197697152,0.25182,370416397,709576000,0.39846,0.017719999,2.37,0.21940929,1672444800,1703980800,1688083200,1.045,96472000,0.15,-3.126,-10.135,HKG,EQUITY,0434.HK,0434.HK,BOYAA,Boyaa Interactive International Limited,1384219800,Asia/Hong_Kong,HKT,28800000,0.52,none,1551796992,2.376,118175000,14460000,4.814,4.971,383096992,0.934,0.582,0.0324,0.053319998,245845000,81320752,99637000,1.02,0.043,0.65956,0.30847,0.28907,CNY,
2,International E Town,"Block E1, 8th Floor TCL Industry Park 1001 Zhong Shan Yuan Rd, Nanshan Dist.",Shenzhen,518000,China,86 75 5865 13574,https://www.boyaa.com.hk,Electronic Gaming & Multimedia,Communication Services,"Boyaa Interactive International Limited, an investment holding company, develops and operates online card and board games in the People's Republic of China and internationally. Its web-based and mobile games include board games, such as Texas Hold'em, Fight the Landlord, Big Two Poker, Chinese Chess and Mahjong Games, and other puzzle games. It also provides advisory services relating to online game applications. The company was founded in 2004 and is headquartered in Shenzhen, the People's Republic of China.",263,"{'maxAge': 1, 'name': 'Ms. Kwai Wah  Chou A.C.I.S., A.C.S.', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,3,0.53,0.52,0.52,0.53,0.53,0.52,0.52,0.53,1560211200,0.0,0.513888,3.4666665,188000,188000,375854,449900,449900,0.51,0.52,0,0,368979520,0.325,1.0,0.9631491,0.5562,0.496125,0.0,0.0,HKD,-1197697152,0.25182,370416397,709576000,0.39846,0.017719999,2.37,0.21940929,1672444800,1703980800,1688083200,1.045,96472000,0.15,-3.126,-10.135,HKG,EQUITY,0434.HK,0434.HK,BOYAA,Boyaa Interactive International Limited,1384219800,Asia/Hong_Kong,HKT,28800000,0.52,none,1551796992,2.376,118175000,14460000,4.814,4.971,383096992,0.934,0.582,0.0324,0.053319998,245845000,81320752,99637000,1.02,0.043,0.65956,0.30847,0.28907,CNY,
