,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Dr. Lih Shyng  Tsai Ph.D.', 'age': 71, 'title': 'Vice Chairman, CEO & Pres', 'yearBorn': 1951, 'fiscalYear': 2021, 'totalPay': 18025000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
1,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Mr. David  Ku', 'age': 52, 'title': 'Corp. Exec. VP, CFO & Spokesman', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
2,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Dr. Kevin  Jou', 'title': 'Corp. Exec. VP & CTO', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
3,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Ms. Jessie  Wang', 'title': 'Deputy Director of Investor Relations & Analyst Relations Division', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
4,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Mr. David  Su', 'title': 'Corp. Governance Officer, Corp. Sr. VP & Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
5,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Ms. Sherry  Lin', 'title': 'Corp. Sr. VP & CHRO', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
6,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Mr. Cheng-Te  Chuang', 'title': 'Corp. Exec. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
7,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Mr. Ji-Chang  Hsu', 'title': 'Corp. Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
8,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Dr. Kou-Hung  Loh', 'title': 'Corp. Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
9,"No. 1, Dusing 1st Road",Hsinchu Science Park,Hsinchu City,30078,Taiwan,886 3 5670 766,886 3 5787 610,https://www.mediatek.com,Semiconductors,Technology,"MediaTek Inc. researches, develops, produces, and markets integrated circuits (ICs) in worldwide. It provides multimedia, computer peripherals oriented, consumer-oriented, and other application ICs. The company offers mobile communication, tablet, automotive chipsets; bluetooth, wireless LAN chips; artificial intelligence of things device SoCs; global positioning satellite chips; smart home connectivity chips; optical storage chipsets; bio-sensing analog front-end chips; DVD player SoCs; blu-ray DVD player chipsets; digital TV controller chips; power management and controller chips for various electronics; and USB PD type-c controller chips. It also provides wireless communication chipsets are mainly used in smartphones, tablets, chromebook, and feature phones; and NFC and wireless charging chips are mainly used in mobile phones, routers, TVs, set-up-boxes, smart wearables, smart home appliances, internet of things applications, game consoles, notebooks, and portable navigation devices. In addition, the company offers digital TV decoder and demodulator chips are used to receive and decode digital TV signals from either satellite, terrestrial or cable for video, as well as video on demand via ethernet and Wi-Fi; and ASIC chips are mainly used in consumer and enterprise electronics. Further, it provides xDSL chipsets are mainly used in DSL and fiber-optic modems, wired DSL router, and IAD gateway; and automotive SoC for eCockpit, telematics, and mmWave radar. Additionally, the company is involved in the provision of software and hardware design, development, test, maintenance and repair, and technological consultation services; import and export of its products; sale and delegation of patents and circuit layout rights for its products; and investment activities. It also provides research, marketing, and technology services; and intellectual property right management services. The company was incorporated in 1997 and is headquartered in Hsinchu, Taiwan.","{'maxAge': 1, 'name': 'Mr. Jerry  Yu', 'title': 'Corp. Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,733.0,741.0,737.0,763.0,733.0,741.0,737.0,763.0,76.01,0.0996,1687219200,1.4716,4.79,1.12367,14.769648,14.366409,17273575,17273575,5848092,5746908,5746908,762.0,763.0,0,0,1214474747904,533.0,795.0,2.734428,694.3,711.335,76.0,0.103683494,TWD,1039142944768,0.18526,1483939371,1591709952,0.081709996,0.46688,228.551,3.3384235,1672444800,1703980800,1688083200,-0.549,82281046016,51.66,53.11,-1.91,102:100,1280275200,2.34,10.847,TAI,EQUITY,2454.TW,2454.TW,MEDIATEK INC,MediaTek Inc.,995850000,Asia/Taipei,CST,28800000,763.0,930.0,467.0,749.76,760.0,2.3,buy,18,192427802624,120.883,95799508992,14390650880,0.945,1.188,444142157824,3.927,280.155,0.0721,0.21735,270904435000,79692718080,127882625024,-0.55,-0.37,0.48389,0.2157,0.18070999,TWD,3.2206
