,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Mr. Lance K. Parker', 'age': 48, 'title': 'Pres, CEO & Director', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1336254, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
1,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Mr. Clayton K. Y. Chun', 'age': 44, 'title': 'Exec. VP, Treasurer & CFO', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 598656, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
2,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Ms. Meredith J. Ching', 'age': 65, 'title': 'Exec. VP of External Affairs', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 743750, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
3,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Mr. Christopher J. Benjamin', 'age': 59, 'title': 'Consultant', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2332039, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
4,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Mr. Jerrod M. Schreck', 'age': 48, 'title': 'Exec. VP', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 598298, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
5,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Mr. Jeff  Pauker', 'title': 'Exec. VP & Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
6,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Mr. Anthony J. Tommasino', 'age': 39, 'title': 'VP, Controller & Principal Accounting Officer', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
7,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Ms. Suzy P. Hollinger', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
8,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Scott G. Morita', 'title': 'Corp. Counsel & VP', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
9,822 Bishop Street,P. O. Box 3440,Honolulu,HI,96813-3924,United States,808 525 6611,808 525 6652,https://www.alexanderbaldwin.com,REIT—Retail,REIT—Retail,Real Estate,Real Estate,"Alexander & Baldwin, Inc. (NYSE: ALEX) (A&B) is the only publicly-traded real estate investment trust to focus exclusively on Hawai'i commercial real estate and is the state's largest owner of grocery-anchored, neighborhood shopping centers. A&B owns, operates and manages approximately 3.9 million square feet of commercial space in Hawai'i, including 22 retail centers, 13 industrial assets and four office properties, as well as 142.0 acres of ground leases. A&B is expanding and strengthening its Hawai'i CRE portfolio and achieving its strategic focus on commercial real estate by monetizing its remaining non-core assets. Over its 153-year history, A&B has evolved with the state's economy and played a leadership role in the development of the agricultural, transportation, tourism, construction, residential and commercial real estate industries.",144,"{'maxAge': 1, 'name': 'Mr. Francisco  Gutierrez', 'title': 'Sr. VP of Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,1,1,1,1693526400,1672444800,86400,2,16.98,16.93,16.93,17.44,16.98,16.93,16.93,17.44,0.88,0.0512,1694736000,1.5439,1.345089,30.473686,16.233644,1177879,1177879,266798,407200,407200,16.98,17.43,800,1000,1261496320,15.8,20.75,5.6141357,18.3382,18.76065,0.88,0.05182568,USD,1768896256,-0.20694,71567580,72625000,497795,456676,1690761600,1693440000,0.0069,0.01264,0.88218004,2.13,0.0108,72625000,14.096,1.2322645,1672444800,1703980800,1688083200,2.268,42100000,0.57,1.07,7.872,17.904,-0.014188409,0.14113986,0.22,1694736000,NYQ,EQUITY,ALEX,ALEX,"Alexander & Baldwin, Inc.","Alexander & Baldwin, Inc.",1339680600,America/New_York,EDT,323302bb-293d-3da0-98da-94049b1a077d,finmb_212784433,-14400000,17.37,20.0,20.0,20.0,20.0,3.0,hold,1,13400000,0.185,98800000,511600000,0.157,1.678,224700000,49.53,3.097,0.021359999,0.03887,99200000,39575000,42500000,2.608,0.047,0.44059,0.4397,0.27681,USD,
