,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,120 East Liberty Drive,Suite 400,Wheaton,IL,60187,United States,630-765-8000,https://www.ftportfolios.com/Retail/cef/cefsummary.aspx?Ticker=FFA,Asset Management,Financial Services,"First Trust Enhanced Equity Income Fund is a closed-ended equity mutual fund launched and managed by First Trust Advisors L.P. The fund is co-managed by Chartwell Investment Partners, L.P. It invests in public equity markets of the United States. The fund seeks to invest in stocks of companies operating across the diversified sectors. It invests in stocks of companies across diversified market capitalizations. The fund also writes covered call options. It benchmarks the performance of its portfolio against the S&P 500 Index. The fund was formerly known as First Trust/Fiduciary Asset Management Covered Call Fund. First Trust Enhanced Equity Income Fund was formed on August 26, 2004 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Timothy Joseph Riddle C.F.A., CFA', 'age': 66, 'title': 'Managing Partner & CEO of Chartwell', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,17.93,17.92,17.82,17.99,17.93,17.92,17.82,17.99,1.26,0.0706,1695340800,0.48279998,7.15,1.118257,6.839081,14578,14578,27348,18190,18190,17.2,18.76,800,1200,356787584,14.36,18.4,51.261295,17.8846,16.93515,1.26,0.07027328,USD,345935232,7.49079,19988100,21945,29286,1690761600,1693440000,0.0011,0.05574,0.35314,0.91,0.002,18.183,0.9816862,1672444800,1703980800,1688083200,52137212,2.61,49.702,NYQ,EQUITY,FFA,FFA,First Trust Enhanced Equity Inc,First Trust Enhanced Equity Income Fund,1093613400,America/New_York,EDT,-14400000,17.85,none,10852072,0.543,0,1.811,1.813,6960175,0.348,0.0053,0.14897999,7050010,-0.025,1.0,0.0,0.43188998,USD,
1,120 East Liberty Drive,Suite 400,Wheaton,IL,60187,United States,630-765-8000,https://www.ftportfolios.com/Retail/cef/cefsummary.aspx?Ticker=FFA,Asset Management,Financial Services,"First Trust Enhanced Equity Income Fund is a closed-ended equity mutual fund launched and managed by First Trust Advisors L.P. The fund is co-managed by Chartwell Investment Partners, L.P. It invests in public equity markets of the United States. The fund seeks to invest in stocks of companies operating across the diversified sectors. It invests in stocks of companies across diversified market capitalizations. The fund also writes covered call options. It benchmarks the performance of its portfolio against the S&P 500 Index. The fund was formerly known as First Trust/Fiduciary Asset Management Covered Call Fund. First Trust Enhanced Equity Income Fund was formed on August 26, 2004 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Douglas Walter Kugler C.F.A., CFA', 'title': 'Sr. Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,17.93,17.92,17.82,17.99,17.93,17.92,17.82,17.99,1.26,0.0706,1695340800,0.48279998,7.15,1.118257,6.839081,14578,14578,27348,18190,18190,17.2,18.76,800,1200,356787584,14.36,18.4,51.261295,17.8846,16.93515,1.26,0.07027328,USD,345935232,7.49079,19988100,21945,29286,1690761600,1693440000,0.0011,0.05574,0.35314,0.91,0.002,18.183,0.9816862,1672444800,1703980800,1688083200,52137212,2.61,49.702,NYQ,EQUITY,FFA,FFA,First Trust Enhanced Equity Inc,First Trust Enhanced Equity Income Fund,1093613400,America/New_York,EDT,-14400000,17.85,none,10852072,0.543,0,1.811,1.813,6960175,0.348,0.0053,0.14897999,7050010,-0.025,1.0,0.0,0.43188998,USD,
2,120 East Liberty Drive,Suite 400,Wheaton,IL,60187,United States,630-765-8000,https://www.ftportfolios.com/Retail/cef/cefsummary.aspx?Ticker=FFA,Asset Management,Financial Services,"First Trust Enhanced Equity Income Fund is a closed-ended equity mutual fund launched and managed by First Trust Advisors L.P. The fund is co-managed by Chartwell Investment Partners, L.P. It invests in public equity markets of the United States. The fund seeks to invest in stocks of companies operating across the diversified sectors. It invests in stocks of companies across diversified market capitalizations. The fund also writes covered call options. It benchmarks the performance of its portfolio against the S&P 500 Index. The fund was formerly known as First Trust/Fiduciary Asset Management Covered Call Fund. First Trust Enhanced Equity Income Fund was formed on August 26, 2004 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Peter Michael Schofield C.F.A., CFA', 'title': 'Sr. Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,17.93,17.92,17.82,17.99,17.93,17.92,17.82,17.99,1.26,0.0706,1695340800,0.48279998,7.15,1.118257,6.839081,14578,14578,27348,18190,18190,17.2,18.76,800,1200,356787584,14.36,18.4,51.261295,17.8846,16.93515,1.26,0.07027328,USD,345935232,7.49079,19988100,21945,29286,1690761600,1693440000,0.0011,0.05574,0.35314,0.91,0.002,18.183,0.9816862,1672444800,1703980800,1688083200,52137212,2.61,49.702,NYQ,EQUITY,FFA,FFA,First Trust Enhanced Equity Inc,First Trust Enhanced Equity Income Fund,1093613400,America/New_York,EDT,-14400000,17.85,none,10852072,0.543,0,1.811,1.813,6960175,0.348,0.0053,0.14897999,7050010,-0.025,1.0,0.0,0.43188998,USD,
