,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,sharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,quickRatio,currentRatio,totalRevenue,returnOnAssets,returnOnEquity,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Kornau-Wanne 7,Oberstdorf,87561,Germany,49 8322 96 00 0,49 8322 96 00 3001,https://www.ok-bergbahnen.com,Leisure,Consumer Cyclical,"Oberstdorfer Bergbahn AG engages in the operation of the Söllereck skiing and hiking area in Germany. The company is headquartered in Oberstdorf, Germany.",44,"{'maxAge': 1, 'name': 'Mr. Henrik  Volpert', 'title': 'Member of the Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,0.317192,25.987392,1,1,0,0,0,190.0,0.0,0,0,6060000,180.0,202.0,0.8652221,200.08,192.07,0.0,0.0,EUR,0.00601,21020,75.616,2.6713924,1669766400,1701302400,42091,7.773,MUN,EQUITY,KVO.MU,KVO.MU,OBERSTDORF.BERGB. NA O.N.,Oberstdorfer Bergbahn AG,966405600,Europe/Berlin,CEST,7200000,202.0,none,2285682,0.616,0.837,7003982,0.00508,0.00588,0.79175,0.32634,0.03749,EUR,
1,Kornau-Wanne 7,Oberstdorf,87561,Germany,49 8322 96 00 0,49 8322 96 00 3001,https://www.ok-bergbahnen.com,Leisure,Consumer Cyclical,"Oberstdorfer Bergbahn AG engages in the operation of the Söllereck skiing and hiking area in Germany. The company is headquartered in Oberstdorf, Germany.",44,"{'maxAge': 1, 'name': 'Mr. Wendelin  Witsch', 'title': 'Deputy Head of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,202.0,202.0,202.0,202.0,202.0,202.0,202.0,202.0,0.317192,25.987392,1,1,0,0,0,190.0,0.0,0,0,6060000,180.0,202.0,0.8652221,200.08,192.07,0.0,0.0,EUR,0.00601,21020,75.616,2.6713924,1669766400,1701302400,42091,7.773,MUN,EQUITY,KVO.MU,KVO.MU,OBERSTDORF.BERGB. NA O.N.,Oberstdorfer Bergbahn AG,966405600,Europe/Berlin,CEST,7200000,202.0,none,2285682,0.616,0.837,7003982,0.00508,0.00588,0.79175,0.32634,0.03749,EUR,
