,address1,address2,city,state,zip,country,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,595 Burrard Street,Suite 700,Vancouver,BC,V7X 1S8,Canada,Other Industrial Metals & Mining,Basic Materials,"Arcland Resources Inc. does not have significant operations. It focuses on the evaluation, acquisition, exploration, and development of mining properties. Arcland Resources Inc. was incorporated in 1987 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Robert  Ferguson', 'title': 'Interim CEO & Director', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.158321,500,500,64,0,0,0.11,0.18,0,0,1455553,0.06,0.155,0.11,0.09145,0.0,0.0,CAD,1295747,0.0,10531352,13232300,186,19,1673568000,1680220800,0.0,0.19649,0.0,4.54,0.011,10.0,1669766400,1701302400,1685491200,-99460,-0.01,1:4,1628121600,VAN,EQUITY,ADR-H.V,ADR-H.V,ARCLAND RESOURCES INC,Arcland Resources Inc.,839511000,America/Toronto,EDT,-14400000,0.11,none,159810,0.012,0,7.832,8.03,-0.25574,-0.50905997,-50766,-95437,0.0,0.0,0.0,CAD,
1,595 Burrard Street,Suite 700,Vancouver,BC,V7X 1S8,Canada,Other Industrial Metals & Mining,Basic Materials,"Arcland Resources Inc. does not have significant operations. It focuses on the evaluation, acquisition, exploration, and development of mining properties. Arcland Resources Inc. was incorporated in 1987 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. George  Lian', 'title': 'CFO, Corp. Sec. & Director', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.158321,500,500,64,0,0,0.11,0.18,0,0,1455553,0.06,0.155,0.11,0.09145,0.0,0.0,CAD,1295747,0.0,10531352,13232300,186,19,1673568000,1680220800,0.0,0.19649,0.0,4.54,0.011,10.0,1669766400,1701302400,1685491200,-99460,-0.01,1:4,1628121600,VAN,EQUITY,ADR-H.V,ADR-H.V,ARCLAND RESOURCES INC,Arcland Resources Inc.,839511000,America/Toronto,EDT,-14400000,0.11,none,159810,0.012,0,7.832,8.03,-0.25574,-0.50905997,-50766,-95437,0.0,0.0,0.0,CAD,
2,595 Burrard Street,Suite 700,Vancouver,BC,V7X 1S8,Canada,Other Industrial Metals & Mining,Basic Materials,"Arcland Resources Inc. does not have significant operations. It focuses on the evaluation, acquisition, exploration, and development of mining properties. Arcland Resources Inc. was incorporated in 1987 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Richard F. Goodwin P.Eng., P. Eng', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.158321,500,500,64,0,0,0.11,0.18,0,0,1455553,0.06,0.155,0.11,0.09145,0.0,0.0,CAD,1295747,0.0,10531352,13232300,186,19,1673568000,1680220800,0.0,0.19649,0.0,4.54,0.011,10.0,1669766400,1701302400,1685491200,-99460,-0.01,1:4,1628121600,VAN,EQUITY,ADR-H.V,ADR-H.V,ARCLAND RESOURCES INC,Arcland Resources Inc.,839511000,America/Toronto,EDT,-14400000,0.11,none,159810,0.012,0,7.832,8.03,-0.25574,-0.50905997,-50766,-95437,0.0,0.0,0.0,CAD,
