,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Mr. Yozo  Shimano', 'age': 74, 'title': 'CEO & Chairman', 'yearBorn': 1948, 'fiscalYear': 2021, 'totalPay': 751137, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
1,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Mr. Taizo  Shimano', 'age': 56, 'title': 'Pres & Representative Director', 'yearBorn': 1966, 'fiscalYear': 2021, 'totalPay': 690234, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
2,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Takuma  Kanai', 'title': 'Exe. Officer & VP of GA Admin Dept, SDA Devel. Div. & Supervising of Accounting Dept.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
3,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Masahiro  Ohtake', 'title': 'Exec. Officer & Supervising of Corp. Governance Admin. Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
4,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Mr. Masahiro  Tsuzaki', 'age': 66, 'title': 'Deputy Pres & Director', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
5,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Mr. Takashi  Toyoshima', 'age': 66, 'title': 'Deputy Pres & Representative Director', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
6,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Tomohiro  Ohtsu', 'age': 57, 'title': 'Exe. Officer, VP of Shimonoseki Ftry. and Prod. Dept., Shimonoseki Ftry, Bycl. Compo. Div.', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
7,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Kinji  Kiyotani', 'title': 'Sr. Exec. Off. Head & VP of Fishing Ops. Div., VP of Fishing Sales & Production Dept.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
8,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Tamotsu  Yoshida', 'title': 'Exe. Officer, VP of Global Procurement Dept., VP of Prod. Control Dept. - SDM Dev. Div.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
9,3-77 Oimatsu-cho,Sakai-ku,Sakai,590-8577,Japan,81 7 2223 3210,81 7 2223 3258,https://www.shimano.com,Leisure,Consumer Cyclical,"Shimano Inc. develops, produces, and distributes bicycle components, fishing tackles, and rowing equipment. It has operations in Japan, Asia, Europe, North America, Latin America, and Oceania. Shimano Inc.  was founded in 1921 and is headquartered in Sakai, Japan.",11364,"{'maxAge': 1, 'name': 'Mitsuru  Akagawa', 'title': 'Exec. Officer & VP of Procurement Department in Bicycle Components Division', 'exercisedValue': 0, 'unexercisedValue': 0}",1,8,1,9,7,1693526400,1640908800,86400,2,147.13,140.0,140.0,141.245,147.13,140.0,140.0,141.245,2.15,0.0152,1703721600,0.2351,0.66,0.43506,17.162212,400,400,198,130,130,0.0,0.0,0,0,12756639744,137.95,183.93,0.02167753,153.2204,161.51324,285.0,1.9370624,USD,-476391931904,0.18691999,79529049,90315696,0.11528,0.54187,9034.176,0.01563452,1672444800,1703980800,1688083200,-0.242,109997998080,8.23,-0.81,-2.897,PNK,EQUITY,SHMDF,SHMDF,SHIMANO INC,Shimano Inc.,1303392600,America/New_York,EDT,-14400000,141.245,none,491647991808,5438.361,164443996160,1304000000,8.274,10.507,588472975360,0.159,6495.61,0.104890004,0.14398,265645000000,66775126016,119469998080,-0.236,-0.141,0.40974998,0.27944002,0.24157,JPY,
