,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Ms. Kattiya  Indaravijaya', 'age': 57, 'title': 'CEO & Exec. Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 101355, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
1,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Mr. Pipit  Aneaknithi', 'age': 55, 'title': 'Pres & Exec. Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 101355, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
2,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Dr. Pipatpong  Poshyanonda', 'age': 53, 'title': 'Pres & Exec. Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 101355, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
3,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Ms. Chonchanum  Soonthornsaratoon', 'age': 53, 'title': 'Legal Adviser & Non-Exec. Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 229443, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
4,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Mr. Chongrak  Rattanapian', 'age': 53, 'title': 'Pres & Exec. Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
5,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Mr. Nathapol  Luepromchai', 'title': 'Exec. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
6,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Ms. Sansana  Sukhanunth', 'age': 52, 'title': 'Exec. VP, CFO & Chief Accounting', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
7,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Ms. Pornvipa  Tangtrongchit', 'title': 'Head of Investment Banking Bus.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
8,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Dr. Adit  Laixuthai', 'age': 58, 'title': 'Chief Investor Relations Office, Sr. EVP, Head of Corp. Secretariat Div & Corp. Sec.', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
9,400/22 Phahon Yothin Road,Sam Sen Nai Sub-District Phaya Thai District,Bangkok,10400,Thailand,66 2 222 0000,66 2 470 1144,https://www.kasikornbank.com,Banks—Regional,Financial Services,"Kasikornbank Public Company Limited, together with its subsidiaries, provides commercial banking products and services in Thailand and internationally. The company's personal banking products and services include savings, current, fixed deposit, and foreign currency accounts; personal, home, and auto loans; debit and credit cards; life and non-life insurance products; investment products, such as mutual funds, stocks, and derivatives/futures exchange; money transfer and bill payment, cheque and draft, and foreign exchange services; and digital banking services. It also offers various products and services for small and medium enterprises, including savings, current, and fixed deposits; working capital, commercial, and special loans, as well as letters of guarantee; collection and payment services; life, non-life, and group insurance products; and import, export, and money transfer services. In addition, the company provides various products and services for corporate customers, such as cash management solutions comprising current, savings, special savings deposit, and fixed deposit accounts, as well as collection, payment, liquidity management, and electronic service solutions; international trade solutions comprising import and export, global money transfer, guarantee, and trade finance solutions; working capital loans, term loans, special loans, and letters of guarantee; supply chain financing; life, non-life, and group insurance products; and foreign exchange and derivatives, corporate finance, securities, investment, and business card services. Further, it offers auto and equipment leasing, and venture capital management services. Kasikornbank Public Company Limited was founded in 1945 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Mr. Phaisarn  Vorasetsiri', 'age': 48, 'title': 'First Sr. VP & Compliance Head', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,3.58,3.58,3.58,3.58,3.58,3.58,3.58,3.58,0.12,0.0328,1694563200,0.27290002,0.5748,8.731708,861,861,14,0,0,0.0,0.0,0,0,8633671680,3.58,4.63,0.067677654,3.58,4.3157,4.0,1.1173185,USD,-269021888512,0.27828,2306966891,2369329920,0.03479,0.08695,211.37,0.016937124,1672444800,1703980800,1688083200,0.019,35500118016,0.41,-2.109,PNK,EQUITY,KPCUF,KPCUF,KASIKORNBANK PUBLIC COMPANY LIM,Kasikornbank Public Company Limited,1072881000,America/New_York,EDT,-14400000,3.58,none,667827830784,281.864,325718114304,127570493440,53.842,0.00918,0.06899,121338149000,-29904265216,0.019,0.115,0.0,0.0,0.37345,THB,
