,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6801 Broadway Extension,Suite 300,Oklahoma City,OK,73116-9037,United States,405-848-7551,https://www.reserve-petro.com,Oil & Gas E&P,Energy,"The Reserve Petroleum Company operates as an independent oil and gas company. The company engages in the oil and natural gas exploration, development, and minerals management with areas of concentration in Arkansas, Kansas, Oklahoma, South Dakota, Texas, and Wyoming. It owns producing properties and non-producing mineral interests in the north and south-central United States. The company was incorporated in 1931 and is based in Oklahoma City, Oklahoma.",6,"{'maxAge': 1, 'name': 'Mr. Kyle L. McLain', 'age': 67, 'title': 'Chairman, Exec. VP & Production Mang.', 'yearBorn': 1955, 'fiscalYear': 2022, 'totalPay': 254432, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,161.0,160.0,159.0,165.0,161.0,160.0,159.0,165.0,10.0,0.0621,1686009600,0.6536,3.52,0.128976,10.529758,722,722,167,300,300,0.0,0.0,0,0,25091850,159.0,255.0,1.9146059,169.9616,207.1156,10.0,0.062111802,USD,13592951,0.1823,97517,155850,0.37097,0.0,202.515,0.7950028,1672444800,1703980800,1688083200,-0.41,2389184,15.29,1.037,2.476,PNK,EQUITY,RSRV,RSRV,RESERVE PETROLEUM CO,The Reserve Petroleum Company,1178717400,America/New_York,EDT,-14400000,161.0,none,13050692,83.739,5489970,1369805,18.431,18.431,13105491,4.315,83.934,0.032679997,0.075050004,-3495404,7103089,-0.41,-0.361,0.68499,0.41891,0.14794,USD,
1,6801 Broadway Extension,Suite 300,Oklahoma City,OK,73116-9037,United States,405-848-7551,https://www.reserve-petro.com,Oil & Gas E&P,Energy,"The Reserve Petroleum Company operates as an independent oil and gas company. The company engages in the oil and natural gas exploration, development, and minerals management with areas of concentration in Arkansas, Kansas, Oklahoma, South Dakota, Texas, and Wyoming. It owns producing properties and non-producing mineral interests in the north and south-central United States. The company was incorporated in 1931 and is based in Oklahoma City, Oklahoma.",6,"{'maxAge': 1, 'name': 'Mr. Cameron R. McLain', 'age': 63, 'title': 'CEO, Pres, Exploration Mang. & Director', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 257566, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,161.0,160.0,159.0,165.0,161.0,160.0,159.0,165.0,10.0,0.0621,1686009600,0.6536,3.52,0.128976,10.529758,722,722,167,300,300,0.0,0.0,0,0,25091850,159.0,255.0,1.9146059,169.9616,207.1156,10.0,0.062111802,USD,13592951,0.1823,97517,155850,0.37097,0.0,202.515,0.7950028,1672444800,1703980800,1688083200,-0.41,2389184,15.29,1.037,2.476,PNK,EQUITY,RSRV,RSRV,RESERVE PETROLEUM CO,The Reserve Petroleum Company,1178717400,America/New_York,EDT,-14400000,161.0,none,13050692,83.739,5489970,1369805,18.431,18.431,13105491,4.315,83.934,0.032679997,0.075050004,-3495404,7103089,-0.41,-0.361,0.68499,0.41891,0.14794,USD,
2,6801 Broadway Extension,Suite 300,Oklahoma City,OK,73116-9037,United States,405-848-7551,https://www.reserve-petro.com,Oil & Gas E&P,Energy,"The Reserve Petroleum Company operates as an independent oil and gas company. The company engages in the oil and natural gas exploration, development, and minerals management with areas of concentration in Arkansas, Kansas, Oklahoma, South Dakota, Texas, and Wyoming. It owns producing properties and non-producing mineral interests in the north and south-central United States. The company was incorporated in 1931 and is based in Oklahoma City, Oklahoma.",6,"{'maxAge': 1, 'name': 'Mr. Lawrence Raymond Francis', 'age': 45, 'title': '1st VP, CFO, Sec. & Treasurer', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 166722, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,161.0,160.0,159.0,165.0,161.0,160.0,159.0,165.0,10.0,0.0621,1686009600,0.6536,3.52,0.128976,10.529758,722,722,167,300,300,0.0,0.0,0,0,25091850,159.0,255.0,1.9146059,169.9616,207.1156,10.0,0.062111802,USD,13592951,0.1823,97517,155850,0.37097,0.0,202.515,0.7950028,1672444800,1703980800,1688083200,-0.41,2389184,15.29,1.037,2.476,PNK,EQUITY,RSRV,RSRV,RESERVE PETROLEUM CO,The Reserve Petroleum Company,1178717400,America/New_York,EDT,-14400000,161.0,none,13050692,83.739,5489970,1369805,18.431,18.431,13105491,4.315,83.934,0.032679997,0.075050004,-3495404,7103089,-0.41,-0.361,0.68499,0.41891,0.14794,USD,
