,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Mr. Calvin  Butler Jr.', 'age': 52, 'title': 'CEO, Pres & Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 2663840, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
1,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Ms. Jeanne M. Jones', 'age': 42, 'title': 'Exec. VP & CFO', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 980832, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
2,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Mr. David Andrew Glockner', 'age': 61, 'title': 'Exec. VP of Compliance, Audit & Risk', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1270931, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
3,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Ms. Gayle E. Littleton', 'age': 49, 'title': 'Exec. VP & Chief Legal Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 2187654, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
4,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Mr. Gil C. Quiniones', 'age': 55, 'title': 'Chief Exec. Officer of Commonwealth Edison Company', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1442258, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
5,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Mr. Douglas J. Brown', 'title': 'Chief Investment Officer & Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
6,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Mr. Robert A. Kleczynski', 'age': 53, 'title': 'Sr. VP, Corp. Controller & Principal Accounting Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
7,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Mr. David M. Velazquez', 'age': 62, 'title': 'Exec. VP of Utility Operations & Technology', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
8,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Mr. Andrew C. Plenge', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
9,10 South Dearborn Street,54th Floor PO Box 805398,Chicago,IL,60680-5379,United States,800 483 3220,https://www.exeloncorp.com,Utilities—Regulated Electric,Utilities,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States and Canada. The company is involved in the purchase and regulated retail sale of electricity and natural gas, transmission and distribution of electricity, and distribution of natural gas to retail customers. It also offers support services, including legal, human resources, information technology, supply management, financial, engineering, customer operations, distribution and transmission planning, asset management, system operations, and power procurement services. It serves distribution utilities, municipalities, cooperatives, and financial institutions, as well as commercial, industrial, governmental, and residential customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",19063,"{'maxAge': 1, 'name': 'Mr. David C. Brown', 'title': 'Sr. VP of Federal Gov. Affairs & Public Policy', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,2,4,5,1693526400,1672444800,86400,2,41.84,41.88,41.59,42.155,41.84,41.88,41.59,42.155,1.44,0.0346,1691971200,0.65190005,3.31,0.616182,19.462616,16.66,9514873,9514873,5148500,4974400,4974400,41.3,41.96,1800,900,41450872832,35.19,44.37,2.083796,40.9074,41.43815,1.39,0.033221796,USD,83674882048,0.10658,993567131,995219008,13827574,15509913,1690761600,1693440000,0.0139,0.00215,0.85191,2.94,0.0139,25.199,1.6528435,1672444800,1703980800,1688083200,-0.262,2120000000,2.14,2.5,2.81,2:1,1083801600,4.206,13.134,NMS,EQUITY,EXC,EXC,Exelon Corporation,Exelon Corporation,105197400,America/New_York,EDT,-14400000,41.65,48.0,39.0,44.91,45.0,2.2,buy,16,399000000,0.401,6370999808,42623000576,0.432,0.95,19892000768,169.955,20.032,0.024149999,0.087,8114000000,-3518000128,3391000064,-0.277,0.137,0.42077,0.32028,0.1849,USD,2.4522
