,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Mr. Bradley S. Jacobs', 'age': 65, 'title': 'Exec. Chairman', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 12389965, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
1,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Mr. Mario A. Harik', 'age': 41, 'title': 'CEO & Director', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 1646654, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
2,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Mr. Kyle  Wismans', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
3,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Mr. Jay  Silberkleit', 'title': 'Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
4,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Ms. Wendy  Cassity', 'age': 47, 'title': 'Chief Legal Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
5,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Mr. Michael  Abrahams', 'title': 'Chief Communications Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
6,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Mr. Anthony  Hoereth', 'title': 'Sr. VP of Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
7,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Ms. Carolyn  Roach', 'title': 'Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
8,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Mr. Luis-Angel Gomez Izaguirre', 'age': 50, 'title': 'Pres of Transport \x96 Europe', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
9,Five American Lane,Greenwich,CT,06831,United States,855 976 6951,https://www.xpo.com,Trucking,Industrials,"XPO, Inc. provides freight transportation services in the United States, rest of North America, France, the United Kingdom, rest of Europe, and internationally. The company operates in two segments, North American LTL and European Transportation. The North American LTL segment provides customers with less-than-truckload (LTL) services, such as geographic density and day-definite domestic services. This segment also offers cross-border U.S., Mexico, Canada, and the Caribbean, as well as engages in the operation of trailer manufacturing. The European Transportation segment offers dedicated truckload, LTL, truck brokerage, managed transportation, last mile, freight forwarding and multimodal solutions, such as road-rail and road-short sea combinations. It provides its services to customers in various industries, such as industrial and manufacturing, retail and e-commerce, food and beverage, logistics and transportation, and consumer goods. The company was formerly known as XPO Logistics, Inc. and changed its name to XPO, Inc. in December 2022. XPO, Inc. was incorporated in 2000 and is based in Greenwich, Connecticut.",37000,"{'maxAge': 1, 'name': 'Mr. Drew M. Wilkerson', 'age': 38, 'title': 'Pres of North American Transportation', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",4,3,9,1,4,1693526400,1672444800,86400,2,66.0,67.5,67.5,67.5,66.0,67.5,67.5,67.5,0.0,2.051521,79.411766,14.453961,50,50,7,5,5,66.0,66.5,50000,50000,7827772416,26.833845,70.5,1.0298345,63.17,43.6666,0.0,0.0,EUR,10779784192,0.01105,102164757,115967000,0.00756,0.96935,9.652,6.993369,1672444800,1703980800,1688083200,-0.766,104000000,0.85,4.67,0.51,1.418,10.801,FRA,EQUITY,UX2A.F,UX2A.F,"XPO INC.  DL -,001","XPO, Inc.",1461909600,Europe/Berlin,CEST,7200000,67.5,167.0,75.0,117.48,108.0,1.8,buy,21,292000000,2.518,998000000,3244000000,0.848,0.993,7600999936,289.902,65.81,0.04903,0.0736,1619000000,298500000,635000000,-0.766,-0.064,0.21089001,0.1313,0.077360004,USD,7.6335
