,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1166 Alberni Street,Suite 1200,Vancouver,BC,V63 3Z3,Canada,604-638-2515,604-669-2926,https://www.northisle.ca,Other Industrial Metals & Mining,Basic Materials,"NorthIsle Copper and Gold Inc., a junior resources company, engages in the exploration, development, and acquisition of mineral resource properties in Canada. The company explores for copper, gold, molybdenum, and rhenium deposits. Its principal property is the North Island project consisting of approximately 34,000 hectares located on Northern Vancouver Island, British Columbia. The company was incorporated in 2011 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Sam  Lee C.F.A.', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 275000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.16,0.155,0.155,0.165,0.16,0.155,0.155,0.165,0.0,1.545064,569656,569656,32077,96040,96040,0.165,0.175,0,0,35132460,0.125,0.215,0.1653,0.170875,0.0,0.0,CAD,29124504,0.0,185005350,212924000,3184,3735,1690761600,1693440000,0.0,0.13067001,0.0,0.17,0.066,2.5,1672444800,1703980800,1688083200,-4347589,-0.02,-5.122,VAN,EQUITY,NCX.V,NCX.V,NORTHISLE COPPER AND GOLD INC,NorthIsle Copper and Gold Inc.,1326724200,America/Toronto,EDT,-14400000,0.165,2.0,buy,6007945,0.028,-5686674,0,10.741,11.235,-0.19697,-0.29268,-5891103,-2752231,-5246328,0.0,0.0,0.0,CAD,
1,1166 Alberni Street,Suite 1200,Vancouver,BC,V63 3Z3,Canada,604-638-2515,604-669-2926,https://www.northisle.ca,Other Industrial Metals & Mining,Basic Materials,"NorthIsle Copper and Gold Inc., a junior resources company, engages in the exploration, development, and acquisition of mineral resource properties in Canada. The company explores for copper, gold, molybdenum, and rhenium deposits. Its principal property is the North Island project consisting of approximately 34,000 hectares located on Northern Vancouver Island, British Columbia. The company was incorporated in 2011 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Nicholas M. Van Dyk C.F.A., CFA', 'age': 40, 'title': 'CFO & Company Sec.', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 220000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.16,0.155,0.155,0.165,0.16,0.155,0.155,0.165,0.0,1.545064,569656,569656,32077,96040,96040,0.165,0.175,0,0,35132460,0.125,0.215,0.1653,0.170875,0.0,0.0,CAD,29124504,0.0,185005350,212924000,3184,3735,1690761600,1693440000,0.0,0.13067001,0.0,0.17,0.066,2.5,1672444800,1703980800,1688083200,-4347589,-0.02,-5.122,VAN,EQUITY,NCX.V,NCX.V,NORTHISLE COPPER AND GOLD INC,NorthIsle Copper and Gold Inc.,1326724200,America/Toronto,EDT,-14400000,0.165,2.0,buy,6007945,0.028,-5686674,0,10.741,11.235,-0.19697,-0.29268,-5891103,-2752231,-5246328,0.0,0.0,0.0,CAD,
2,1166 Alberni Street,Suite 1200,Vancouver,BC,V63 3Z3,Canada,604-638-2515,604-669-2926,https://www.northisle.ca,Other Industrial Metals & Mining,Basic Materials,"NorthIsle Copper and Gold Inc., a junior resources company, engages in the exploration, development, and acquisition of mineral resource properties in Canada. The company explores for copper, gold, molybdenum, and rhenium deposits. Its principal property is the North Island project consisting of approximately 34,000 hectares located on Northern Vancouver Island, British Columbia. The company was incorporated in 2011 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Robin S. Tolbert', 'title': 'VP of Exploration', 'fiscalYear': 2022, 'totalPay': 170000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.16,0.155,0.155,0.165,0.16,0.155,0.155,0.165,0.0,1.545064,569656,569656,32077,96040,96040,0.165,0.175,0,0,35132460,0.125,0.215,0.1653,0.170875,0.0,0.0,CAD,29124504,0.0,185005350,212924000,3184,3735,1690761600,1693440000,0.0,0.13067001,0.0,0.17,0.066,2.5,1672444800,1703980800,1688083200,-4347589,-0.02,-5.122,VAN,EQUITY,NCX.V,NCX.V,NORTHISLE COPPER AND GOLD INC,NorthIsle Copper and Gold Inc.,1326724200,America/Toronto,EDT,-14400000,0.165,2.0,buy,6007945,0.028,-5686674,0,10.741,11.235,-0.19697,-0.29268,-5891103,-2752231,-5246328,0.0,0.0,0.0,CAD,
3,1166 Alberni Street,Suite 1200,Vancouver,BC,V63 3Z3,Canada,604-638-2515,604-669-2926,https://www.northisle.ca,Other Industrial Metals & Mining,Basic Materials,"NorthIsle Copper and Gold Inc., a junior resources company, engages in the exploration, development, and acquisition of mineral resource properties in Canada. The company explores for copper, gold, molybdenum, and rhenium deposits. Its principal property is the North Island project consisting of approximately 34,000 hectares located on Northern Vancouver Island, British Columbia. The company was incorporated in 2011 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Ian I. Chang M.Sc., P.Eng.', 'age': 63, 'title': 'VP of Project Devel.', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 1209550, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.16,0.155,0.155,0.165,0.16,0.155,0.155,0.165,0.0,1.545064,569656,569656,32077,96040,96040,0.165,0.175,0,0,35132460,0.125,0.215,0.1653,0.170875,0.0,0.0,CAD,29124504,0.0,185005350,212924000,3184,3735,1690761600,1693440000,0.0,0.13067001,0.0,0.17,0.066,2.5,1672444800,1703980800,1688083200,-4347589,-0.02,-5.122,VAN,EQUITY,NCX.V,NCX.V,NORTHISLE COPPER AND GOLD INC,NorthIsle Copper and Gold Inc.,1326724200,America/Toronto,EDT,-14400000,0.165,2.0,buy,6007945,0.028,-5686674,0,10.741,11.235,-0.19697,-0.29268,-5891103,-2752231,-5246328,0.0,0.0,0.0,CAD,
4,1166 Alberni Street,Suite 1200,Vancouver,BC,V63 3Z3,Canada,604-638-2515,604-669-2926,https://www.northisle.ca,Other Industrial Metals & Mining,Basic Materials,"NorthIsle Copper and Gold Inc., a junior resources company, engages in the exploration, development, and acquisition of mineral resource properties in Canada. The company explores for copper, gold, molybdenum, and rhenium deposits. Its principal property is the North Island project consisting of approximately 34,000 hectares located on Northern Vancouver Island, British Columbia. The company was incorporated in 2011 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Michelle  Tanguay', 'title': 'Head of Sustainability & Community Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.16,0.155,0.155,0.165,0.16,0.155,0.155,0.165,0.0,1.545064,569656,569656,32077,96040,96040,0.165,0.175,0,0,35132460,0.125,0.215,0.1653,0.170875,0.0,0.0,CAD,29124504,0.0,185005350,212924000,3184,3735,1690761600,1693440000,0.0,0.13067001,0.0,0.17,0.066,2.5,1672444800,1703980800,1688083200,-4347589,-0.02,-5.122,VAN,EQUITY,NCX.V,NCX.V,NORTHISLE COPPER AND GOLD INC,NorthIsle Copper and Gold Inc.,1326724200,America/Toronto,EDT,-14400000,0.165,2.0,buy,6007945,0.028,-5686674,0,10.741,11.235,-0.19697,-0.29268,-5891103,-2752231,-5246328,0.0,0.0,0.0,CAD,
