,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,PO Box 513,Saddle Brook,NJ,07663,United States,800-822-1080,201-712-0045,https://www.masteryeducation.com,Publishing,Communication Services,"Mastery Education develops and sells print and online educational materials for the K-12 school market. The company offers its educational materials, primarily under the Measuring Up brand. Mastery Education was founded in 1989 and is based in Saddle Brook, New Jersey. As of September 5, 2023, Mastery Education operates as a subsidiary of Perfection Learning Corporation.",85,"{'maxAge': 1, 'name': 'Mr. James J. Peoples', 'age': 85, 'title': 'Co-Founder, Chairman and Sr. Advisor', 'yearBorn': 1937, 'fiscalYear': 2012, 'totalPay': 58172, 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-14.48928,20000,20000,322,0,0,0.0,0.0,0,0,1116300,0.0001,0.0001,0.043522164,0.0001,0.0001,0.0,0.0,USD,10285447,-0.36391,4465200,3000,2695,1335744000,1338422400,0.0007,12.93,0.0026,-0.825,1338422400,1369958400,1338422400,-9334000,-0.0,1:20,915062400,0.401,-2.249,PNK,EQUITY,PEDH,PEDH,PEOPLES EDUCATIONAL HLDGS INC,Mastery Education,1096637400,America/New_York,EDT,-14400000,0.0001,4.25,4.25,4.25,4.25,none,1,665000,0.149,-4573000,10950000,0.38,0.587,25649000,5.744,-0.18320999,-10.618891,7411000,5817375,2864000,-0.212,0.28893998,-0.17829001,-0.19150999,USD,
1,PO Box 513,Saddle Brook,NJ,07663,United States,800-822-1080,201-712-0045,https://www.masteryeducation.com,Publishing,Communication Services,"Mastery Education develops and sells print and online educational materials for the K-12 school market. The company offers its educational materials, primarily under the Measuring Up brand. Mastery Education was founded in 1989 and is based in Saddle Brook, New Jersey. As of September 5, 2023, Mastery Education operates as a subsidiary of Perfection Learning Corporation.",85,"{'maxAge': 1, 'name': 'Ms. Victoria  Kiely', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-14.48928,20000,20000,322,0,0,0.0,0.0,0,0,1116300,0.0001,0.0001,0.043522164,0.0001,0.0001,0.0,0.0,USD,10285447,-0.36391,4465200,3000,2695,1335744000,1338422400,0.0007,12.93,0.0026,-0.825,1338422400,1369958400,1338422400,-9334000,-0.0,1:20,915062400,0.401,-2.249,PNK,EQUITY,PEDH,PEDH,PEOPLES EDUCATIONAL HLDGS INC,Mastery Education,1096637400,America/New_York,EDT,-14400000,0.0001,4.25,4.25,4.25,4.25,none,1,665000,0.149,-4573000,10950000,0.38,0.587,25649000,5.744,-0.18320999,-10.618891,7411000,5817375,2864000,-0.212,0.28893998,-0.17829001,-0.19150999,USD,
2,PO Box 513,Saddle Brook,NJ,07663,United States,800-822-1080,201-712-0045,https://www.masteryeducation.com,Publishing,Communication Services,"Mastery Education develops and sells print and online educational materials for the K-12 school market. The company offers its educational materials, primarily under the Measuring Up brand. Mastery Education was founded in 1989 and is based in Saddle Brook, New Jersey. As of September 5, 2023, Mastery Education operates as a subsidiary of Perfection Learning Corporation.",85,"{'maxAge': 1, 'name': 'Ms. Ginny  Tanaka', 'title': 'VP of National Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",1356912000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-14.48928,20000,20000,322,0,0,0.0,0.0,0,0,1116300,0.0001,0.0001,0.043522164,0.0001,0.0001,0.0,0.0,USD,10285447,-0.36391,4465200,3000,2695,1335744000,1338422400,0.0007,12.93,0.0026,-0.825,1338422400,1369958400,1338422400,-9334000,-0.0,1:20,915062400,0.401,-2.249,PNK,EQUITY,PEDH,PEDH,PEOPLES EDUCATIONAL HLDGS INC,Mastery Education,1096637400,America/New_York,EDT,-14400000,0.0001,4.25,4.25,4.25,4.25,none,1,665000,0.149,-4573000,10950000,0.38,0.587,25649000,5.744,-0.18320999,-10.618891,7411000,5817375,2864000,-0.212,0.28893998,-0.17829001,-0.19150999,USD,
