,address1,address2,city,country,phone,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,269 First Huashan Road,Jimo City,Qingdao,China,86 532 8659 5999,Footwear & Accessories,Consumer Cyclical,"Qingdao Footwear, Inc. designs and retails branded footwear in Northern China. The company designs and sells men's and women's leather shoe lines under the Hongguan brand name. It operates stores in greater Qingdao. The company also markets its products through a distribution network of authorized independent distributors, as well as through third party retailers. Qingdao Footwear, Inc. was founded in 2003 and is headquartered in Qingdao, the People's Republic of China.",85,"{'maxAge': 1, 'name': 'Mr. Tao  Wang', 'age': 51, 'title': 'Chairman and Chief Exec. Officer', 'yearBorn': 1971, 'fiscalYear': 2010, 'totalPay': 8628, 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,1.906293,0.01,2,2,83,0,0,0.0,0.0,0,0,36371,0.0001,0.01,0.0015300417,0.0001,0.0020305,0.0,0.0,USD,983648,0.12055001,12123700,-0.369,1293753600,1325289600,1309392000,-0.847,2865586,0.01,1:1,1305158400,0.041,0.207,PNK,EQUITY,QING,QING,QINGDAO FOOTWEAR INC,"Qingdao Footwear, Inc.",1245159000,America/New_York,EDT,-14400000,0.0001,none,827869,0.068,4745670,1810305,0.286,0.34,23771248,2.109,0.27040002,9670932,-2049525,1763103,-0.873,0.28,0.44243,0.19964,0.18885,USD,
1,269 First Huashan Road,Jimo City,Qingdao,China,86 532 8659 5999,Footwear & Accessories,Consumer Cyclical,"Qingdao Footwear, Inc. designs and retails branded footwear in Northern China. The company designs and sells men's and women's leather shoe lines under the Hongguan brand name. It operates stores in greater Qingdao. The company also markets its products through a distribution network of authorized independent distributors, as well as through third party retailers. Qingdao Footwear, Inc. was founded in 2003 and is headquartered in Qingdao, the People's Republic of China.",85,"{'maxAge': 1, 'name': 'Ms. Huang  Pin', 'age': 50, 'title': 'Chief Financial Officer, Principal Accounting Officer and Controller', 'yearBorn': 1972, 'fiscalYear': 2010, 'totalPay': 2550, 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,1.906293,0.01,2,2,83,0,0,0.0,0.0,0,0,36371,0.0001,0.01,0.0015300417,0.0001,0.0020305,0.0,0.0,USD,983648,0.12055001,12123700,-0.369,1293753600,1325289600,1309392000,-0.847,2865586,0.01,1:1,1305158400,0.041,0.207,PNK,EQUITY,QING,QING,QINGDAO FOOTWEAR INC,"Qingdao Footwear, Inc.",1245159000,America/New_York,EDT,-14400000,0.0001,none,827869,0.068,4745670,1810305,0.286,0.34,23771248,2.109,0.27040002,9670932,-2049525,1763103,-0.873,0.28,0.44243,0.19964,0.18885,USD,
2,269 First Huashan Road,Jimo City,Qingdao,China,86 532 8659 5999,Footwear & Accessories,Consumer Cyclical,"Qingdao Footwear, Inc. designs and retails branded footwear in Northern China. The company designs and sells men's and women's leather shoe lines under the Hongguan brand name. It operates stores in greater Qingdao. The company also markets its products through a distribution network of authorized independent distributors, as well as through third party retailers. Qingdao Footwear, Inc. was founded in 2003 and is headquartered in Qingdao, the People's Republic of China.",85,"{'maxAge': 1, 'name': 'Mr. Renwei  Ma', 'age': 55, 'title': 'Gen. Counsel and Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1293753600,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,1.906293,0.01,2,2,83,0,0,0.0,0.0,0,0,36371,0.0001,0.01,0.0015300417,0.0001,0.0020305,0.0,0.0,USD,983648,0.12055001,12123700,-0.369,1293753600,1325289600,1309392000,-0.847,2865586,0.01,1:1,1305158400,0.041,0.207,PNK,EQUITY,QING,QING,QINGDAO FOOTWEAR INC,"Qingdao Footwear, Inc.",1245159000,America/New_York,EDT,-14400000,0.0001,none,827869,0.068,4745670,1810305,0.286,0.34,23771248,2.109,0.27040002,9670932,-2049525,1763103,-0.873,0.28,0.44243,0.19964,0.18885,USD,
