,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Mr. Kim Peow  Or', 'age': 87, 'title': 'Founder & Group Chairman', 'yearBorn': 1935, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
1,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Mr. Toh Wat  Or', 'age': 54, 'title': 'Group MD & Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
2,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Ms. Wei Wei  Ong', 'title': 'Group Financial Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
3,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Mr. Kiam Meng  Or', 'age': 57, 'title': 'Exec. Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
4,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Mr. Kim Poy  Oh', 'age': 82, 'title': 'Exec. Director & Operations Director of Eng Lam Contractors Co. (Pte) Ltd', 'yearBorn': 1940, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
5,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Madam Beng Tin  Ang', 'age': 66, 'title': 'Exec. Director', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
6,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Mr. Yew Whatt  Or', 'age': 64, 'title': 'Exec. Director & Project Director of Eng Lam Contractors Co. (Pte) Ltd', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
7,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Mr. Enc Nam  Oh', 'age': 66, 'title': 'Exec. Director', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
8,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Mr. Lay Huat  Or PBM', 'age': 44, 'title': 'Exec. Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
9,No. 30 Tagore Lane,Singapore,787484,Singapore,65 6456 7667,65 6459 4316,https://okp.listedcompany.com,Engineering & Construction,Industrials,"OKP Holdings Limited operates as a transport infrastructure and civil engineering company in Singapore and Australia. It operates through Construction, Maintenance, and Rental Income segments. The Construction segment constructs urban and arterial roads, airport runways and taxiways, expressways, vehicular bridges, flyovers, buildings, airports infrastructure, and oil and gas-related infrastructure for petrochemical plants and oil storage terminals. The Maintenance segment provides re-construction work performed on roads, road reserves, pavements, footpaths and kerbs, guardrails, drains, and signboards, as well as bus bays and shelters. The Rental Income segment engages in the rental of investment properties. OKP Holdings Limited also offers technical management and consultancy, rental and investment holding, property investment and development, and transport and logistics services. The company was founded in 1966 and is based in Singapore. OKP Holdings Limited is a subsidiary of Or Kim Peow Investments Pte. Ltd.",861,"{'maxAge': 1, 'name': 'Mr. Bock Hui  Lim LL.B (Hons)', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.21,0.22,0.21,0.22,0.21,0.22,0.21,0.22,0.01,0.033299997,1693958400,0.0644,3.68,0.225975,1.9090909,4.2,31000,31000,55191,19450,19450,0.21,0.22,0,0,64462016,0.15,0.25,0.480856,0.2223,0.20513,0.007,0.033333335,SGD,43124912,0.24937001,83484318,306961984,0.72456,0.0,0.503,0.417495,1672444800,1703980800,1688083200,28.997,33429364,0.11,0.05,3:2,1258675200,0.322,-7.077,SES,EQUITY,5CF.SI,5CF.SI,OKP,OKP Holdings Limited,1027645200,Asia/Singapore,SGT,28800000,0.21,none,72425000,0.236,-6093789,45972000,2.218,2.282,134056800,28.842,0.437,-0.022739999,0.24502,10818000,4324988,51934384,29.01,0.306,0.05889,-0.04546,-0.05979,SGD,
