,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6160 Plumas Street,Suite 100,Reno,NV,89519,United States,516 900 3799,https://www.diego-pellicer.com,Real Estate Services,Real Estate,"Diego Pellicer Worldwide, Inc., a real estate and a consumer retail development company, acquires and leases real estate properties to licensed cannabis operators in the United States. It provides growing space, processing space, recreational and medical retail sales space, and related facilities to licensed marijuana growers, processors, dispensary, and recreational store operators. The company also operates marijuana retail stores. Diego Pellicer Worldwide, Inc. was founded in 2013 and is headquartered in Reno, Nevada.","{'maxAge': 1, 'name': 'Mr. Nello  Gonfiantini III', 'age': 68, 'title': 'CEO, COO & Director', 'yearBorn': 1954, 'fiscalYear': 2021, 'totalPay': 375565, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-0.811894,735,735,85969,4881,4881,0.0,0.0,0,0,26133,0.0001,0.0074,0.034955766,0.0005596,0.00292985,0.0,0.0,USD,3605509,-2.67226,226682793,261332992,0.13633001,0.0,-0.038,1640908800,1672444800,1664496000,-0.256,-2113886,-0.01,1:20,1540857600,4.823,PNK,EQUITY,DPWW,DPWW,DIEGO PELLICER WORLDWIDE INC,"Diego Pellicer Worldwide, Inc.",1428931800,America/New_York,EDT,-14400000,0.0001,none,591287,0.002,4170663,0.102,0.109,747602,0.003,-0.14008,143897,1093190,-34594,-0.79,-0.052,0.20512,0.0,-0.83361,USD,
1,6160 Plumas Street,Suite 100,Reno,NV,89519,United States,516 900 3799,https://www.diego-pellicer.com,Real Estate Services,Real Estate,"Diego Pellicer Worldwide, Inc., a real estate and a consumer retail development company, acquires and leases real estate properties to licensed cannabis operators in the United States. It provides growing space, processing space, recreational and medical retail sales space, and related facilities to licensed marijuana growers, processors, dispensary, and recreational store operators. The company also operates marijuana retail stores. Diego Pellicer Worldwide, Inc. was founded in 2013 and is headquartered in Reno, Nevada.","{'maxAge': 1, 'name': 'Mr. Christopher D. Strachan', 'age': 57, 'title': 'CFO & Director', 'yearBorn': 1965, 'fiscalYear': 2021, 'totalPay': 146940, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-0.811894,735,735,85969,4881,4881,0.0,0.0,0,0,26133,0.0001,0.0074,0.034955766,0.0005596,0.00292985,0.0,0.0,USD,3605509,-2.67226,226682793,261332992,0.13633001,0.0,-0.038,1640908800,1672444800,1664496000,-0.256,-2113886,-0.01,1:20,1540857600,4.823,PNK,EQUITY,DPWW,DPWW,DIEGO PELLICER WORLDWIDE INC,"Diego Pellicer Worldwide, Inc.",1428931800,America/New_York,EDT,-14400000,0.0001,none,591287,0.002,4170663,0.102,0.109,747602,0.003,-0.14008,143897,1093190,-34594,-0.79,-0.052,0.20512,0.0,-0.83361,USD,
2,6160 Plumas Street,Suite 100,Reno,NV,89519,United States,516 900 3799,https://www.diego-pellicer.com,Real Estate Services,Real Estate,"Diego Pellicer Worldwide, Inc., a real estate and a consumer retail development company, acquires and leases real estate properties to licensed cannabis operators in the United States. It provides growing space, processing space, recreational and medical retail sales space, and related facilities to licensed marijuana growers, processors, dispensary, and recreational store operators. The company also operates marijuana retail stores. Diego Pellicer Worldwide, Inc. was founded in 2013 and is headquartered in Reno, Nevada.","{'maxAge': 1, 'name': 'Mr. Joseph J. Tomasek Esq.', 'age': 75, 'title': 'Gen. Counsel', 'yearBorn': 1947, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,-0.811894,735,735,85969,4881,4881,0.0,0.0,0,0,26133,0.0001,0.0074,0.034955766,0.0005596,0.00292985,0.0,0.0,USD,3605509,-2.67226,226682793,261332992,0.13633001,0.0,-0.038,1640908800,1672444800,1664496000,-0.256,-2113886,-0.01,1:20,1540857600,4.823,PNK,EQUITY,DPWW,DPWW,DIEGO PELLICER WORLDWIDE INC,"Diego Pellicer Worldwide, Inc.",1428931800,America/New_York,EDT,-14400000,0.0001,none,591287,0.002,4170663,0.102,0.109,747602,0.003,-0.14008,143897,1093190,-34594,-0.79,-0.052,0.20512,0.0,-0.83361,USD,
