,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Dr. Hans Dieter Potsch M.Sc.', 'age': 71, 'title': 'Chairman of the Management Board', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 1050000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
1,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Dr. Johannes  Lattwein', 'title': 'Fin. & IT and Member of the Management Board', 'fiscalYear': 2022, 'totalPay': 701000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
2,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Dr. Manfred  Doss', 'age': 64, 'title': 'Legal Affairs & Compliance and Member of the Management Board', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 962000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
3,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Lutz  Meschke', 'age': 56, 'title': 'Investment Management & Member of the Management Board', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 690000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
4,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Karsten  Hoeldtke', 'age': 48, 'title': 'Head of Investor Relations', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
5,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Dr. Albrecht  Bamler', 'age': 64, 'title': 'Head of Communications', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
6,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Wolfgang  Leimgruber', 'title': 'Head of Production', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
7,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Jens  Brucker', 'title': 'Head of the Seat Plant - Martorell', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
8,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. Hannes  Ruoff', 'title': 'CEO of Porsche Asia Pacific', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
9,Porscheplatz 1,Stuttgart,70435,Germany,49 711 911 24420,49 711 911 11819,https://www.porsche-se.com,Auto Manufacturers,Consumer Cyclical,"Porsche Automobil Holding SE, through its subsidiaries, operates as an automobile manufacturer worldwide. It operates in two segments, Core Investments and Portfolio Investments. The company is involved in investments in the areas of mobility and industrial technology. It offers its products under the Volkswagen, Audi, SEAT, KODA, Bentley, Bugatti, Lamborghini, and Porsche brand names. The company was formerly known as Dr. Ing. h.c. F. Porsche Aktiengesellschaft and changed its name to Porsche Automobil Holding SE in November 2007. The company was founded in 2007 and is headquartered in Stuttgart, Germany.",40,"{'maxAge': 1, 'name': 'Mr. George  Wills', 'title': 'CEO, Pres & MD of Porsche Latin America', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,48.53,48.9,48.62,49.34,48.53,48.9,48.62,49.34,2.56,0.052800003,1688342400,0.2495,1.309309,4.776803,2.9524095,1564965,1564965,707808,727278,727278,48.94,48.95,14100,12000,15009310720,47.4,73.5,51.0472,53.3154,2.56,0.052750874,EUR,20405311488,0.0,153103562,153124992,0.0,0.21492,173.525,0.28243768,1672444800,1703980800,1688083200,-0.425,3145999872,10.26,16.6,2.65,144.719,GER,EQUITY,PAH3.DE,PAH3.DE,PORSCHE AUTOM HLDG VZO,Porsche Automobil Holding SE,1233129600,Europe/Berlin,CEST,7200000,49.01,133.0,60.0,100.08,99.0,2.2,buy,13,1312000000,4.284,141000000,6707999744,0.754,0.811,12.623,0.00159,0.06179,964625024,1311000064,-0.425,0.0,0.0,0.0,EUR,
