,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Dongo Building,"28, Hyoryeong-ro 77-gil Seocho-Gu",Seoul,06627,South Korea,82 2 3488 5800,82 2 3488 5933,https://www.chobi.co.kr,Agricultural Inputs,Basic Materials,"Chobi Company Limited produces and distributes composite fertilizers in South Korea. It offers controlled release fertilizers, MCF organic fertilizers, and PNS CRF fertilizers. The company was formerly known as Chosun Fertilizer Industry Co., Ltd. and changed its name to Chobi Company Limited in October 1990. Chobi Company Limited was founded in 1955 and is headquartered in Seoul, South Korea. Chobi Company Limited operates as a subsidiary of Kyung Nong Corporation.",122,"{'maxAge': 1, 'name': 'Byeong-Ii  Lee', 'age': 75, 'title': 'Chief Exec. Officer and Representative Director', 'yearBorn': 1947, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15010.0,15570.0,14840.0,15920.0,15010.0,15570.0,14840.0,15920.0,0.0,0.806515,319985,319985,164374,784545,784545,14990.0,15010.0,0,0,77825531904,12920.0,18480.0,1.3187106,14139.8,15671.6,KRW,45348564992,-0.01694,248282,5191830,0.56951,0.00031,1356912000,1388448000,1380499200,-999561472,1:3,1177286400,0.768,KSC,EQUITY,001550.KS,001550.KS,Chobi,Chobi Company Limited,946944000,Asia/Seoul,KST,32400000,14990.0,none,3077605376,5335.691,39779999744,0.418,0.95,59016384512,132.804,20256.48,0.01754,-0.05554,-349237824,-107887704,-0.208,0.20611,0.0,0.03876,KRW,
1,Dongo Building,"28, Hyoryeong-ro 77-gil Seocho-Gu",Seoul,06627,South Korea,82 2 3488 5800,82 2 3488 5933,https://www.chobi.co.kr,Agricultural Inputs,Basic Materials,"Chobi Company Limited produces and distributes composite fertilizers in South Korea. It offers controlled release fertilizers, MCF organic fertilizers, and PNS CRF fertilizers. The company was formerly known as Chosun Fertilizer Industry Co., Ltd. and changed its name to Chobi Company Limited in October 1990. Chobi Company Limited was founded in 1955 and is headquartered in Seoul, South Korea. Chobi Company Limited operates as a subsidiary of Kyung Nong Corporation.",122,"{'maxAge': 1, 'name': 'Dong-Rak  Kim', 'age': 68, 'title': 'Chief Exec. Officer, VP and Representative Director', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,15010.0,15570.0,14840.0,15920.0,15010.0,15570.0,14840.0,15920.0,0.0,0.806515,319985,319985,164374,784545,784545,14990.0,15010.0,0,0,77825531904,12920.0,18480.0,1.3187106,14139.8,15671.6,KRW,45348564992,-0.01694,248282,5191830,0.56951,0.00031,1356912000,1388448000,1380499200,-999561472,1:3,1177286400,0.768,KSC,EQUITY,001550.KS,001550.KS,Chobi,Chobi Company Limited,946944000,Asia/Seoul,KST,32400000,14990.0,none,3077605376,5335.691,39779999744,0.418,0.95,59016384512,132.804,20256.48,0.01754,-0.05554,-349237824,-107887704,-0.208,0.20611,0.0,0.03876,KRW,
