,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10758 West Centennial Road,Suite 200,Littleton,CO,80127,United States,720 981 4588,720 981 5643,https://www.ur-energy.com,Uranium,Energy,"Ur-Energy Inc. engages in the acquisition, exploration, development, and operation of uranium mineral properties. The company holds interests in 12 projects located in the United States. Its flagship property is the Lost Creek project comprising a total of approximately 1,800 unpatented mining claims and three Wyoming mineral leases covering an area of approximately 35,400 acres located in the Great Divide Basin, Wyoming. The company was incorporated in 2004 and is headquartered in Littleton, Colorado.",36,"{'maxAge': 1, 'name': 'Mr. John W. Cash M.Sc.', 'age': 49, 'title': 'CEO, Pres & Non-Independent Chairman', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 638079, 'exercisedValue': 0, 'unexercisedValue': 244115}",2,8,9,9,8,1693526400,1672444800,86400,4,1.57,1.58,1.53,1.6185,1.57,1.58,1.53,1.6185,0.0,1.429661,9.0,3521349,3521349,2010519,2552190,2552190,1.54,1.55,21500,1100,405754464,0.82,1.62,62.558506,1.1664,1.0913,0.0,0.0,USD,346213408,-2.75301,234427070,264934000,4940336,5212904,1690761600,1693440000,0.0186,0.01631,0.56302,3.3,0.019,0.338,4.526627,1672444800,1703980800,1688083200,-17856000,-0.08,0.17,53.379,-19.061,ASE,EQUITY,URG,URG,Ur Energy Inc,Ur-Energy Inc.,1216992600,America/New_York,EDT,-14400000,1.53,2.8,1.9,2.32,2.25,2.0,buy,3,67958000,0.257,-18163000,8822000,8.391,9.311,6486000,9.867,0.027,-0.10592,-0.22884001,-11528000,-9940250,-16657000,1.053,-2.06923,-2.80034,-3.34937,USD,
1,10758 West Centennial Road,Suite 200,Littleton,CO,80127,United States,720 981 4588,720 981 5643,https://www.ur-energy.com,Uranium,Energy,"Ur-Energy Inc. engages in the acquisition, exploration, development, and operation of uranium mineral properties. The company holds interests in 12 projects located in the United States. Its flagship property is the Lost Creek project comprising a total of approximately 1,800 unpatented mining claims and three Wyoming mineral leases covering an area of approximately 35,400 acres located in the Great Divide Basin, Wyoming. The company was incorporated in 2004 and is headquartered in Littleton, Colorado.",36,"{'maxAge': 1, 'name': 'Mr. Roger L. Smith CGMA, CPA, M.B.A., MBA', 'age': 64, 'title': 'CFO & Chief Admin. Officer', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 475744, 'exercisedValue': 0, 'unexercisedValue': 325080}",2,8,9,9,8,1693526400,1672444800,86400,4,1.57,1.58,1.53,1.6185,1.57,1.58,1.53,1.6185,0.0,1.429661,9.0,3521349,3521349,2010519,2552190,2552190,1.54,1.55,21500,1100,405754464,0.82,1.62,62.558506,1.1664,1.0913,0.0,0.0,USD,346213408,-2.75301,234427070,264934000,4940336,5212904,1690761600,1693440000,0.0186,0.01631,0.56302,3.3,0.019,0.338,4.526627,1672444800,1703980800,1688083200,-17856000,-0.08,0.17,53.379,-19.061,ASE,EQUITY,URG,URG,Ur Energy Inc,Ur-Energy Inc.,1216992600,America/New_York,EDT,-14400000,1.53,2.8,1.9,2.32,2.25,2.0,buy,3,67958000,0.257,-18163000,8822000,8.391,9.311,6486000,9.867,0.027,-0.10592,-0.22884001,-11528000,-9940250,-16657000,1.053,-2.06923,-2.80034,-3.34937,USD,
2,10758 West Centennial Road,Suite 200,Littleton,CO,80127,United States,720 981 4588,720 981 5643,https://www.ur-energy.com,Uranium,Energy,"Ur-Energy Inc. engages in the acquisition, exploration, development, and operation of uranium mineral properties. The company holds interests in 12 projects located in the United States. Its flagship property is the Lost Creek project comprising a total of approximately 1,800 unpatented mining claims and three Wyoming mineral leases covering an area of approximately 35,400 acres located in the Great Divide Basin, Wyoming. The company was incorporated in 2004 and is headquartered in Littleton, Colorado.",36,"{'maxAge': 1, 'name': 'Mr. Steven M. Hatten B.Sc.', 'age': 58, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 418455, 'exercisedValue': 0, 'unexercisedValue': 256130}",2,8,9,9,8,1693526400,1672444800,86400,4,1.57,1.58,1.53,1.6185,1.57,1.58,1.53,1.6185,0.0,1.429661,9.0,3521349,3521349,2010519,2552190,2552190,1.54,1.55,21500,1100,405754464,0.82,1.62,62.558506,1.1664,1.0913,0.0,0.0,USD,346213408,-2.75301,234427070,264934000,4940336,5212904,1690761600,1693440000,0.0186,0.01631,0.56302,3.3,0.019,0.338,4.526627,1672444800,1703980800,1688083200,-17856000,-0.08,0.17,53.379,-19.061,ASE,EQUITY,URG,URG,Ur Energy Inc,Ur-Energy Inc.,1216992600,America/New_York,EDT,-14400000,1.53,2.8,1.9,2.32,2.25,2.0,buy,3,67958000,0.257,-18163000,8822000,8.391,9.311,6486000,9.867,0.027,-0.10592,-0.22884001,-11528000,-9940250,-16657000,1.053,-2.06923,-2.80034,-3.34937,USD,
3,10758 West Centennial Road,Suite 200,Littleton,CO,80127,United States,720 981 4588,720 981 5643,https://www.ur-energy.com,Uranium,Energy,"Ur-Energy Inc. engages in the acquisition, exploration, development, and operation of uranium mineral properties. The company holds interests in 12 projects located in the United States. Its flagship property is the Lost Creek project comprising a total of approximately 1,800 unpatented mining claims and three Wyoming mineral leases covering an area of approximately 35,400 acres located in the Great Divide Basin, Wyoming. The company was incorporated in 2004 and is headquartered in Littleton, Colorado.",36,"{'maxAge': 1, 'name': 'Ms. Penne A. Goplerud', 'age': 60, 'title': 'Gen. Counsel & Corp. Sec.', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 433804, 'exercisedValue': 0, 'unexercisedValue': 292253}",2,8,9,9,8,1693526400,1672444800,86400,4,1.57,1.58,1.53,1.6185,1.57,1.58,1.53,1.6185,0.0,1.429661,9.0,3521349,3521349,2010519,2552190,2552190,1.54,1.55,21500,1100,405754464,0.82,1.62,62.558506,1.1664,1.0913,0.0,0.0,USD,346213408,-2.75301,234427070,264934000,4940336,5212904,1690761600,1693440000,0.0186,0.01631,0.56302,3.3,0.019,0.338,4.526627,1672444800,1703980800,1688083200,-17856000,-0.08,0.17,53.379,-19.061,ASE,EQUITY,URG,URG,Ur Energy Inc,Ur-Energy Inc.,1216992600,America/New_York,EDT,-14400000,1.53,2.8,1.9,2.32,2.25,2.0,buy,3,67958000,0.257,-18163000,8822000,8.391,9.311,6486000,9.867,0.027,-0.10592,-0.22884001,-11528000,-9940250,-16657000,1.053,-2.06923,-2.80034,-3.34937,USD,
