,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,113 North Locust Street,Grand Island,NE,68801,United States,308 382 3136,308 381 0122,https://www.equitableonline.com,Banks—Regional,Financial Services,"Equitable Financial Corp. operates as the holding company for Equitable Bank that provides various banking products and services in Nebraska, the United States. The company offers checking and savings accounts; recorder checks; online and mobile banking; remote deposit capture; voice banking; credit card processing; debit and gift cards; and safe deposit boxes. It also provides home, home equity, auto, personal, real estate and construction, operating lines of credit, small business administration, and agricultural loans, as well as equipment financing. In addition, the company offers foreign currency and exchanges; financial planning; wealth management; investment advisory; and retirement services. It operates through branches located in Grand Island, North Platte, and Omaha. The company was founded in 1882 and is headquartered in Grand Island, Nebraska.","{'maxAge': 1, 'name': 'Mr. Thomas E. Gdowski', 'age': 61, 'title': 'Pres, CEO & Chairman', 'yearBorn': 1961, 'fiscalYear': 2017, 'totalPay': 280725, 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,2,11.2,11.19,11.182,11.19,11.2,11.19,11.182,11.19,0.0,0.381396,6.9453416,870,870,617,550,550,0.0,0.0,0,0,31219138,10.99,13.0,1.5021986,11.1704,11.91485,0.0,0.0,USD,-4810401,0.23199,2581571,2791910,3478,271,1529020800,1531440000,0.001,0.0,0.07043,3.41,0.0013,14.679,0.7617685,1625011200,1656547200,1632960000,0.521,4821356,1.61,10911:10000,1436400000,-0.231,PNK,EQUITY,EQFN,EQFN,EQUITABLE FINANCIAL CORP,Equitable Financial Corp.,1131633000,America/New_York,EDT,-14400000,11.182,none,48309840,17.303,12230000,20782298,6.907,0.0115600005,0.12191,20032406,0.586,0.146,0.0,0.0,0.30269,USD,
1,113 North Locust Street,Grand Island,NE,68801,United States,308 382 3136,308 381 0122,https://www.equitableonline.com,Banks—Regional,Financial Services,"Equitable Financial Corp. operates as the holding company for Equitable Bank that provides various banking products and services in Nebraska, the United States. The company offers checking and savings accounts; recorder checks; online and mobile banking; remote deposit capture; voice banking; credit card processing; debit and gift cards; and safe deposit boxes. It also provides home, home equity, auto, personal, real estate and construction, operating lines of credit, small business administration, and agricultural loans, as well as equipment financing. In addition, the company offers foreign currency and exchanges; financial planning; wealth management; investment advisory; and retirement services. It operates through branches located in Grand Island, North Platte, and Omaha. The company was founded in 1882 and is headquartered in Grand Island, Nebraska.","{'maxAge': 1, 'name': 'Jodi  Maruska', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,2,11.2,11.19,11.182,11.19,11.2,11.19,11.182,11.19,0.0,0.381396,6.9453416,870,870,617,550,550,0.0,0.0,0,0,31219138,10.99,13.0,1.5021986,11.1704,11.91485,0.0,0.0,USD,-4810401,0.23199,2581571,2791910,3478,271,1529020800,1531440000,0.001,0.0,0.07043,3.41,0.0013,14.679,0.7617685,1625011200,1656547200,1632960000,0.521,4821356,1.61,10911:10000,1436400000,-0.231,PNK,EQUITY,EQFN,EQFN,EQUITABLE FINANCIAL CORP,Equitable Financial Corp.,1131633000,America/New_York,EDT,-14400000,11.182,none,48309840,17.303,12230000,20782298,6.907,0.0115600005,0.12191,20032406,0.586,0.146,0.0,0.0,0.30269,USD,
2,113 North Locust Street,Grand Island,NE,68801,United States,308 382 3136,308 381 0122,https://www.equitableonline.com,Banks—Regional,Financial Services,"Equitable Financial Corp. operates as the holding company for Equitable Bank that provides various banking products and services in Nebraska, the United States. The company offers checking and savings accounts; recorder checks; online and mobile banking; remote deposit capture; voice banking; credit card processing; debit and gift cards; and safe deposit boxes. It also provides home, home equity, auto, personal, real estate and construction, operating lines of credit, small business administration, and agricultural loans, as well as equipment financing. In addition, the company offers foreign currency and exchanges; financial planning; wealth management; investment advisory; and retirement services. It operates through branches located in Grand Island, North Platte, and Omaha. The company was founded in 1882 and is headquartered in Grand Island, Nebraska.","{'maxAge': 1, 'name': 'Christopher  Tracey', 'title': 'VP of Retail Systems & Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,2,11.2,11.19,11.182,11.19,11.2,11.19,11.182,11.19,0.0,0.381396,6.9453416,870,870,617,550,550,0.0,0.0,0,0,31219138,10.99,13.0,1.5021986,11.1704,11.91485,0.0,0.0,USD,-4810401,0.23199,2581571,2791910,3478,271,1529020800,1531440000,0.001,0.0,0.07043,3.41,0.0013,14.679,0.7617685,1625011200,1656547200,1632960000,0.521,4821356,1.61,10911:10000,1436400000,-0.231,PNK,EQUITY,EQFN,EQFN,EQUITABLE FINANCIAL CORP,Equitable Financial Corp.,1131633000,America/New_York,EDT,-14400000,11.182,none,48309840,17.303,12230000,20782298,6.907,0.0115600005,0.12191,20032406,0.586,0.146,0.0,0.0,0.30269,USD,
3,113 North Locust Street,Grand Island,NE,68801,United States,308 382 3136,308 381 0122,https://www.equitableonline.com,Banks—Regional,Financial Services,"Equitable Financial Corp. operates as the holding company for Equitable Bank that provides various banking products and services in Nebraska, the United States. The company offers checking and savings accounts; recorder checks; online and mobile banking; remote deposit capture; voice banking; credit card processing; debit and gift cards; and safe deposit boxes. It also provides home, home equity, auto, personal, real estate and construction, operating lines of credit, small business administration, and agricultural loans, as well as equipment financing. In addition, the company offers foreign currency and exchanges; financial planning; wealth management; investment advisory; and retirement services. It operates through branches located in Grand Island, North Platte, and Omaha. The company was founded in 1882 and is headquartered in Grand Island, Nebraska.","{'maxAge': 1, 'name': 'Ms. Alison M. Larson', 'title': 'Sr. VP of Marketing Director & Investment Operations Mgr.', 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,2,11.2,11.19,11.182,11.19,11.2,11.19,11.182,11.19,0.0,0.381396,6.9453416,870,870,617,550,550,0.0,0.0,0,0,31219138,10.99,13.0,1.5021986,11.1704,11.91485,0.0,0.0,USD,-4810401,0.23199,2581571,2791910,3478,271,1529020800,1531440000,0.001,0.0,0.07043,3.41,0.0013,14.679,0.7617685,1625011200,1656547200,1632960000,0.521,4821356,1.61,10911:10000,1436400000,-0.231,PNK,EQUITY,EQFN,EQFN,EQUITABLE FINANCIAL CORP,Equitable Financial Corp.,1131633000,America/New_York,EDT,-14400000,11.182,none,48309840,17.303,12230000,20782298,6.907,0.0115600005,0.12191,20032406,0.586,0.146,0.0,0.0,0.30269,USD,
