,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mr. Yoshinori  Isozaki', 'age': 69, 'title': 'Pres, CEO & Representative Director', 'yearBorn': 1953, 'fiscalYear': 2022, 'totalPay': 1566180, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
1,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mr. Keisuke  Nishimura MBA', 'age': 66, 'title': 'Sr. EVP & Representative Director', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 800040, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
2,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mr. Shinjiro  Akieda', 'title': 'CFO, Sr. Exec. Officer of Financial Strategy & IR and GM of the Corp. Planning Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
3,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mr. Takashi  Hayashi B.Econ', 'age': 55, 'title': 'Exec. Officer & GM of Accounting Department', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
4,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mr. Nobuhiko  Hori', 'title': 'Gen. Mang. of Corp. Communications Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
5,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mitsuharu  Yamagata', 'title': 'Sr. Exec. Officer of Brand Strategy, Marketing Strategy, Digital & IT Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
6,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mr. Hiroshi  Ogawa', 'age': 66, 'title': 'Sr. Exec. VP', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
7,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mr. Toshiya  Miyoshi', 'age': 64, 'title': 'Sr. Exec. Officer & Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
8,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mr. Ryosuke  Mizouchi M.B.A., MSM', 'age': 63, 'title': 'Sr. Exec. Officer of CSV of Strategy', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
9,Nakano Central Park South,"10-2, Nakano 4-chome Nakano-ku",Tokyo,164-0001,Japan,81 3 6837 7000,https://www.kirinholdings.co.jp,Beverages—Brewers,Consumer Defensive,"Kirin Holdings Company, Limited engages in food and beverages, pharmaceuticals, and health science businesses. The company's products include beer, wine, whiskey, spirits, soft drinks, dairy products, and other products. It also produces and sells pharmaceutical products, biochemical products, and other products. In addition, the company engages in the factories and theme park businesses; management and operation of a chain of Kirin City beer pubs; and manufacture and sale of amino acids and nucleic acids for pharmaceutical and industrial use bulk pharmaceuticals, as well as margarine, jams, and honey. Further, it is involved in the manufacture and sale of Coca-Cola products and other soft drinks; manufacture of Four Roses bourbon; transport logistic services; shared services, such as accounting, human resources, and real estate; Internal information system development; sales of feed; insurance agent; and sales of the supplements; research, development, manufacture, and sale of cosmetics and health foods. The company was formerly known as Kirin Brewery Company, Limited and changed its name to Kirin Holdings Company, Limited in July 2007. Kirin Holdings Company, Limited was founded in 1885 and is headquartered in Tokyo, Japan.",30538,"{'maxAge': 1, 'name': 'Mr. Takeshi  Minakata', 'age': 61, 'title': 'Sr. Exec. Officer, Pres of the Health Science Division & Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,3,1,1693526400,1672444800,86400,2,13.976,13.976,13.976,13.976,13.976,13.976,13.976,13.976,0.52,0.0375,1703808000,0.65760005,0.463588,19.145205,645,645,1122,160,160,0.0,0.0,0,0,11701586944,13.47,16.64,0.0057286248,14.8238,15.46588,71.0,5.0801373,USD,707490873344,0.04291,809627399,811793024,0.022049999,0.40376,1308.13,0.010683953,1672444800,1703980800,1688083200,-0.305,87647002624,0.73,0.346,3.363,PNK,EQUITY,KNBWF,KNBWF,KIRIN HOLDINGS COMPANY LIMITED,"Kirin Holdings Company, Limited",1344864600,America/New_York,EDT,-14400000,13.976,none,161279000576,199.14,210375999488,584618999808,0.788,1.36,2042652000256,43.882,2518.185,0.030199999,0.08066,905713000000,62333374464,147705004032,-0.288,0.039,0.45289,0.10299,0.061739996,JPY,1.255
