,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"3200, Jean-Jacques Cossette Boulevard",Val-D'or,QC,J9P 6Y6,Canada,819 824 2707,https://www.orbitgarant.com,Other Industrial Metals & Mining,Basic Materials,"Orbit Garant Drilling Inc. provides mineral drilling services in Canada, the United States, South America, and West Africa. It provides underground and surface diamond drilling services to mining companies through various stages of mineral exploration, mine development, and production. The company also offers geotechnical and water drilling services to mining or mineral exploration companies, engineering and environmental consultant firms, and government agencies. In addition, the company manufactures and sells conventional and specialized drill rigs. The company operates 217 drill rigs. Orbit Garant Drilling Inc. was founded in 1965 and is headquartered in Val-d'Or, Canada.",1300,"{'maxAge': 1, 'name': 'Mr. Pierre  Alexandre', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 150191, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0,1.971864,7.0,4.375,11000,11000,15833,20730,20730,0.67,0.72,0,0,26160960,0.43,0.97,0.1257545,0.6776,0.70585,0.0,0.0,CAD,66443928,0.01868,26837750,37372800,1258,8781,1689292800,1692057600,0.0,0.28170002,0.111260004,0.05,1.756,0.39863324,1656547200,1688083200,1680220800,3885000,0.1,0.16,0.26,0.319,3.37,TOR,EQUITY,OGD.TO,OGD.TO,ORBIT GARANT DRILLING INC.,Orbit Garant Drilling Inc.,1216906200,America/Toronto,EDT,-14400000,0.7,none,1411000,0.038,19716000,41694000,1.028,2.464,208032000,63.543,5.566,0.04335,0.06101,13741000,-7280875,3423000,0.092,0.11812,0.09477,0.045890003,CAD,
1,"3200, Jean-Jacques Cossette Boulevard",Val-D'or,QC,J9P 6Y6,Canada,819 824 2707,https://www.orbitgarant.com,Other Industrial Metals & Mining,Basic Materials,"Orbit Garant Drilling Inc. provides mineral drilling services in Canada, the United States, South America, and West Africa. It provides underground and surface diamond drilling services to mining companies through various stages of mineral exploration, mine development, and production. The company also offers geotechnical and water drilling services to mining or mineral exploration companies, engineering and environmental consultant firms, and government agencies. In addition, the company manufactures and sells conventional and specialized drill rigs. The company operates 217 drill rigs. Orbit Garant Drilling Inc. was founded in 1965 and is headquartered in Val-d'Or, Canada.",1300,"{'maxAge': 1, 'name': 'Mr. Daniel  Maheu', 'title': 'CFO & Corp. Sec.', 'fiscalYear': 2022, 'totalPay': 204268, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0,1.971864,7.0,4.375,11000,11000,15833,20730,20730,0.67,0.72,0,0,26160960,0.43,0.97,0.1257545,0.6776,0.70585,0.0,0.0,CAD,66443928,0.01868,26837750,37372800,1258,8781,1689292800,1692057600,0.0,0.28170002,0.111260004,0.05,1.756,0.39863324,1656547200,1688083200,1680220800,3885000,0.1,0.16,0.26,0.319,3.37,TOR,EQUITY,OGD.TO,OGD.TO,ORBIT GARANT DRILLING INC.,Orbit Garant Drilling Inc.,1216906200,America/Toronto,EDT,-14400000,0.7,none,1411000,0.038,19716000,41694000,1.028,2.464,208032000,63.543,5.566,0.04335,0.06101,13741000,-7280875,3423000,0.092,0.11812,0.09477,0.045890003,CAD,
2,"3200, Jean-Jacques Cossette Boulevard",Val-D'or,QC,J9P 6Y6,Canada,819 824 2707,https://www.orbitgarant.com,Other Industrial Metals & Mining,Basic Materials,"Orbit Garant Drilling Inc. provides mineral drilling services in Canada, the United States, South America, and West Africa. It provides underground and surface diamond drilling services to mining companies through various stages of mineral exploration, mine development, and production. The company also offers geotechnical and water drilling services to mining or mineral exploration companies, engineering and environmental consultant firms, and government agencies. In addition, the company manufactures and sells conventional and specialized drill rigs. The company operates 217 drill rigs. Orbit Garant Drilling Inc. was founded in 1965 and is headquartered in Val-d'Or, Canada.",1300,"{'maxAge': 1, 'name': 'Mr. Sylvain  Laroche', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0,1.971864,7.0,4.375,11000,11000,15833,20730,20730,0.67,0.72,0,0,26160960,0.43,0.97,0.1257545,0.6776,0.70585,0.0,0.0,CAD,66443928,0.01868,26837750,37372800,1258,8781,1689292800,1692057600,0.0,0.28170002,0.111260004,0.05,1.756,0.39863324,1656547200,1688083200,1680220800,3885000,0.1,0.16,0.26,0.319,3.37,TOR,EQUITY,OGD.TO,OGD.TO,ORBIT GARANT DRILLING INC.,Orbit Garant Drilling Inc.,1216906200,America/Toronto,EDT,-14400000,0.7,none,1411000,0.038,19716000,41694000,1.028,2.464,208032000,63.543,5.566,0.04335,0.06101,13741000,-7280875,3423000,0.092,0.11812,0.09477,0.045890003,CAD,
3,"3200, Jean-Jacques Cossette Boulevard",Val-D'or,QC,J9P 6Y6,Canada,819 824 2707,https://www.orbitgarant.com,Other Industrial Metals & Mining,Basic Materials,"Orbit Garant Drilling Inc. provides mineral drilling services in Canada, the United States, South America, and West Africa. It provides underground and surface diamond drilling services to mining companies through various stages of mineral exploration, mine development, and production. The company also offers geotechnical and water drilling services to mining or mineral exploration companies, engineering and environmental consultant firms, and government agencies. In addition, the company manufactures and sells conventional and specialized drill rigs. The company operates 217 drill rigs. Orbit Garant Drilling Inc. was founded in 1965 and is headquartered in Val-d'Or, Canada.",1300,"{'maxAge': 1, 'name': 'Pier-Luc  Laplante', 'title': 'Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0,1.971864,7.0,4.375,11000,11000,15833,20730,20730,0.67,0.72,0,0,26160960,0.43,0.97,0.1257545,0.6776,0.70585,0.0,0.0,CAD,66443928,0.01868,26837750,37372800,1258,8781,1689292800,1692057600,0.0,0.28170002,0.111260004,0.05,1.756,0.39863324,1656547200,1688083200,1680220800,3885000,0.1,0.16,0.26,0.319,3.37,TOR,EQUITY,OGD.TO,OGD.TO,ORBIT GARANT DRILLING INC.,Orbit Garant Drilling Inc.,1216906200,America/Toronto,EDT,-14400000,0.7,none,1411000,0.038,19716000,41694000,1.028,2.464,208032000,63.543,5.566,0.04335,0.06101,13741000,-7280875,3423000,0.092,0.11812,0.09477,0.045890003,CAD,
