,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Mr. Marcel  Verbaas', 'age': 52, 'title': 'Chairman & CEO', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 3169692, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
1,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Dr. Barry A. N. Bloom', 'age': 57, 'title': 'Pres & COO', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1458092, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
2,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Mr. Atish D. Shah', 'age': 49, 'title': 'Exec. VP, CFO & Treasurer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1383890, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
3,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Mr. Joseph T. Johnson', 'age': 47, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 810816, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
4,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Mr. Taylor C. Kessel', 'age': 43, 'title': 'Sr. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 1073485, 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
5,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Mr. Shamir D. Kanji', 'title': 'Sr. VP of Investments', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
6,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Ms. Arsheena  Khan', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
7,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Mr. Thomas  Brennan', 'title': 'Sr. VP of Asset Management', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
8,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Ms. Ashley H. Peeper', 'title': 'Sr. VP of Financial Reporting & Tax', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
9,200 S. Orange Avenue,Suite 2700,Orlando,FL,32801-6400,United States,407 246 8100,866 748 7101,https://www.xeniareit.com,REIT—Hotel & Motel,Real Estate,"Xenia Hotels & Resorts, Inc. is a self-advised and self-administered REIT that invests in uniquely positioned luxury and upper upscale hotels and resorts with a focus on the top 25 lodging markets as well as key leisure destinations in the United States. The Company owns 32 hotels and resorts comprising 9,511 rooms across 14 states. Xenia's hotels are in the luxury and upper upscale segments, and are operated and/or licensed by industry leaders such as Marriott, Hyatt, Kimpton, Fairmont, Loews, Hilton, The Kessler Collection, and Davidson.",43,"{'maxAge': 1, 'name': 'Mr. Wade  Fischer', 'title': 'Sr. VP of Project Management', 'exercisedValue': 0, 'unexercisedValue': 0}",5,3,1,3,2,1693526400,1672444800,86400,2,11.97,11.9,11.9,12.375,11.97,11.9,11.9,12.375,0.4,0.0324,1695859200,0.8333,1.508644,25.6875,58.714287,2456010,2456010,816279,1009190,1009190,11.92,12.86,800,1300,1377076096,10.9,17.36,1.3192304,12.085,12.99885,0.4,0.033416875,USD,2506221056,0.051409997,106490465,107012000,4119797,3677298,1690761600,1693440000,0.0385,0.00699,0.94102997,5.18,0.0644,12.823,0.96155345,1672444800,1703980800,1688083200,-0.501,53344000,0.48,0.21,2.401,10.263,NYQ,EQUITY,XHR,XHR,"Xenia Hotels & Resorts, Inc.","Xenia Hotels & Resorts, Inc.",1423060200,America/New_York,EDT,-14400000,12.33,17.0,10.0,14.29,15.0,2.6,hold,7,260736992,2.431,244207008,1419110016,2.589,3.126,1043848000,100.52,9.306,0.02246,0.03856,278151000,84329000,189167008,-0.5,-0.044,0.27023,0.23395,0.10462,USD,
