,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,191 St Georges Terrace,Level 8,Perth,WA,6000,Australia,61 8 9423 8100,61 8 9381 4978,https://www.paladinenergy.com.au,Uranium,Uranium,Energy,Energy,"Paladin Energy Ltd develops, explores for, owns, and operates uranium mines in Australia, Canada, and Africa. The company operates through Exploration, Namibia, and Australia segments. Its flagship project is the Langer Heinrich mine located in the Namib Desert in Namibia. The company was formerly known as Paladin Resources Ltd and changed its name to Paladin Energy Limited in November 2007. Paladin Energy Ltd was incorporated in 1993 and is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Ian Frank Purdy B.Com, FCA, FAICD', 'age': 56, 'title': 'Chief Exec. Officer', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 392925, 'exercisedValue': 0, 'unexercisedValue': 0}",7,6,10,5,7,1693526400,1703980800,86400,4,0.93,0.965,0.93,0.965,0.93,0.965,0.93,0.965,0.0,1.899774,16.083334,39067266,39067266,13382640,27371774,27371774,0.96,0.965,0,0,2876790272,0.515,0.965,0.8099,0.722025,0.0,0.0,AUD,2766562560,0.0,2836603816,2981129984,0.0298,0.38562,2981129984,0.137,7.0437956,1688083200,1719705600,1688083200,-10572000,-0.01,0.06,199.67,1.0472:1,962755200,-155.39,0.16969693,0.14113986,ASX,EQUITY,PDN.AX,PDN.AX,PALADIN FPO,Paladin Energy Ltd,915404400,Australia/Sydney,AEST,8fd815f5-b7b2-3349-b600-b9d9aec27679,finmb_882202,36000000,0.965,1.15,0.62,1.03,1.1,1.9,buy,7,128226000,0.043,-17804000,90489000,13.667,15.523,27.005,-0.027139999,-0.07803,-6669000,-53706248,-9375000,0.0,0.0,0.0,USD,
1,191 St Georges Terrace,Level 8,Perth,WA,6000,Australia,61 8 9423 8100,61 8 9381 4978,https://www.paladinenergy.com.au,Uranium,Uranium,Energy,Energy,"Paladin Energy Ltd develops, explores for, owns, and operates uranium mines in Australia, Canada, and Africa. The company operates through Exploration, Namibia, and Australia segments. Its flagship project is the Langer Heinrich mine located in the Namib Desert in Namibia. The company was formerly known as Paladin Resources Ltd and changed its name to Paladin Energy Limited in November 2007. Paladin Energy Ltd was incorporated in 1993 and is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Ms. Anna C. Sudlow B.Com., CPA, M.B.A.', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'totalPay': 263764, 'exercisedValue': 0, 'unexercisedValue': 0}",7,6,10,5,7,1693526400,1703980800,86400,4,0.93,0.965,0.93,0.965,0.93,0.965,0.93,0.965,0.0,1.899774,16.083334,39067266,39067266,13382640,27371774,27371774,0.96,0.965,0,0,2876790272,0.515,0.965,0.8099,0.722025,0.0,0.0,AUD,2766562560,0.0,2836603816,2981129984,0.0298,0.38562,2981129984,0.137,7.0437956,1688083200,1719705600,1688083200,-10572000,-0.01,0.06,199.67,1.0472:1,962755200,-155.39,0.16969693,0.14113986,ASX,EQUITY,PDN.AX,PDN.AX,PALADIN FPO,Paladin Energy Ltd,915404400,Australia/Sydney,AEST,8fd815f5-b7b2-3349-b600-b9d9aec27679,finmb_882202,36000000,0.965,1.15,0.62,1.03,1.1,1.9,buy,7,128226000,0.043,-17804000,90489000,13.667,15.523,27.005,-0.027139999,-0.07803,-6669000,-53706248,-9375000,0.0,0.0,0.0,USD,
2,191 St Georges Terrace,Level 8,Perth,WA,6000,Australia,61 8 9423 8100,61 8 9381 4978,https://www.paladinenergy.com.au,Uranium,Uranium,Energy,Energy,"Paladin Energy Ltd develops, explores for, owns, and operates uranium mines in Australia, Canada, and Africa. The company operates through Exploration, Namibia, and Australia segments. Its flagship project is the Langer Heinrich mine located in the Namib Desert in Namibia. The company was formerly known as Paladin Resources Ltd and changed its name to Paladin Energy Limited in November 2007. Paladin Energy Ltd was incorporated in 1993 and is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Paul  Hemburrow', 'title': 'Chief Operating Officer', 'fiscalYear': 2023, 'totalPay': 117455, 'exercisedValue': 0, 'unexercisedValue': 0}",7,6,10,5,7,1693526400,1703980800,86400,4,0.93,0.965,0.93,0.965,0.93,0.965,0.93,0.965,0.0,1.899774,16.083334,39067266,39067266,13382640,27371774,27371774,0.96,0.965,0,0,2876790272,0.515,0.965,0.8099,0.722025,0.0,0.0,AUD,2766562560,0.0,2836603816,2981129984,0.0298,0.38562,2981129984,0.137,7.0437956,1688083200,1719705600,1688083200,-10572000,-0.01,0.06,199.67,1.0472:1,962755200,-155.39,0.16969693,0.14113986,ASX,EQUITY,PDN.AX,PDN.AX,PALADIN FPO,Paladin Energy Ltd,915404400,Australia/Sydney,AEST,8fd815f5-b7b2-3349-b600-b9d9aec27679,finmb_882202,36000000,0.965,1.15,0.62,1.03,1.1,1.9,buy,7,128226000,0.043,-17804000,90489000,13.667,15.523,27.005,-0.027139999,-0.07803,-6669000,-53706248,-9375000,0.0,0.0,0.0,USD,
3,191 St Georges Terrace,Level 8,Perth,WA,6000,Australia,61 8 9423 8100,61 8 9381 4978,https://www.paladinenergy.com.au,Uranium,Uranium,Energy,Energy,"Paladin Energy Ltd develops, explores for, owns, and operates uranium mines in Australia, Canada, and Africa. The company operates through Exploration, Namibia, and Australia segments. Its flagship project is the Langer Heinrich mine located in the Namib Desert in Namibia. The company was formerly known as Paladin Resources Ltd and changed its name to Paladin Energy Limited in November 2007. Paladin Energy Ltd was incorporated in 1993 and is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Jesse Timothy Oram B.Sc.', 'title': 'Sr. VP of Exploration', 'fiscalYear': 2023, 'totalPay': 224421, 'exercisedValue': 0, 'unexercisedValue': 0}",7,6,10,5,7,1693526400,1703980800,86400,4,0.93,0.965,0.93,0.965,0.93,0.965,0.93,0.965,0.0,1.899774,16.083334,39067266,39067266,13382640,27371774,27371774,0.96,0.965,0,0,2876790272,0.515,0.965,0.8099,0.722025,0.0,0.0,AUD,2766562560,0.0,2836603816,2981129984,0.0298,0.38562,2981129984,0.137,7.0437956,1688083200,1719705600,1688083200,-10572000,-0.01,0.06,199.67,1.0472:1,962755200,-155.39,0.16969693,0.14113986,ASX,EQUITY,PDN.AX,PDN.AX,PALADIN FPO,Paladin Energy Ltd,915404400,Australia/Sydney,AEST,8fd815f5-b7b2-3349-b600-b9d9aec27679,finmb_882202,36000000,0.965,1.15,0.62,1.03,1.1,1.9,buy,7,128226000,0.043,-17804000,90489000,13.667,15.523,27.005,-0.027139999,-0.07803,-6669000,-53706248,-9375000,0.0,0.0,0.0,USD,
4,191 St Georges Terrace,Level 8,Perth,WA,6000,Australia,61 8 9423 8100,61 8 9381 4978,https://www.paladinenergy.com.au,Uranium,Uranium,Energy,Energy,"Paladin Energy Ltd develops, explores for, owns, and operates uranium mines in Australia, Canada, and Africa. The company operates through Exploration, Namibia, and Australia segments. Its flagship project is the Langer Heinrich mine located in the Namib Desert in Namibia. The company was formerly known as Paladin Resources Ltd and changed its name to Paladin Energy Limited in November 2007. Paladin Energy Ltd was incorporated in 1993 and is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Alexander  Rybak', 'title': 'Chief Commercial Officer', 'fiscalYear': 2023, 'totalPay': 225621, 'exercisedValue': 0, 'unexercisedValue': 0}",7,6,10,5,7,1693526400,1703980800,86400,4,0.93,0.965,0.93,0.965,0.93,0.965,0.93,0.965,0.0,1.899774,16.083334,39067266,39067266,13382640,27371774,27371774,0.96,0.965,0,0,2876790272,0.515,0.965,0.8099,0.722025,0.0,0.0,AUD,2766562560,0.0,2836603816,2981129984,0.0298,0.38562,2981129984,0.137,7.0437956,1688083200,1719705600,1688083200,-10572000,-0.01,0.06,199.67,1.0472:1,962755200,-155.39,0.16969693,0.14113986,ASX,EQUITY,PDN.AX,PDN.AX,PALADIN FPO,Paladin Energy Ltd,915404400,Australia/Sydney,AEST,8fd815f5-b7b2-3349-b600-b9d9aec27679,finmb_882202,36000000,0.965,1.15,0.62,1.03,1.1,1.9,buy,7,128226000,0.043,-17804000,90489000,13.667,15.523,27.005,-0.027139999,-0.07803,-6669000,-53706248,-9375000,0.0,0.0,0.0,USD,
5,191 St Georges Terrace,Level 8,Perth,WA,6000,Australia,61 8 9423 8100,61 8 9381 4978,https://www.paladinenergy.com.au,Uranium,Uranium,Energy,Energy,"Paladin Energy Ltd develops, explores for, owns, and operates uranium mines in Australia, Canada, and Africa. The company operates through Exploration, Namibia, and Australia segments. Its flagship project is the Langer Heinrich mine located in the Namib Desert in Namibia. The company was formerly known as Paladin Resources Ltd and changed its name to Paladin Energy Limited in November 2007. Paladin Energy Ltd was incorporated in 1993 and is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Jeremy  Ryan', 'title': 'Company Sec. & Sr. Legal Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",7,6,10,5,7,1693526400,1703980800,86400,4,0.93,0.965,0.93,0.965,0.93,0.965,0.93,0.965,0.0,1.899774,16.083334,39067266,39067266,13382640,27371774,27371774,0.96,0.965,0,0,2876790272,0.515,0.965,0.8099,0.722025,0.0,0.0,AUD,2766562560,0.0,2836603816,2981129984,0.0298,0.38562,2981129984,0.137,7.0437956,1688083200,1719705600,1688083200,-10572000,-0.01,0.06,199.67,1.0472:1,962755200,-155.39,0.16969693,0.14113986,ASX,EQUITY,PDN.AX,PDN.AX,PALADIN FPO,Paladin Energy Ltd,915404400,Australia/Sydney,AEST,8fd815f5-b7b2-3349-b600-b9d9aec27679,finmb_882202,36000000,0.965,1.15,0.62,1.03,1.1,1.9,buy,7,128226000,0.043,-17804000,90489000,13.667,15.523,27.005,-0.027139999,-0.07803,-6669000,-53706248,-9375000,0.0,0.0,0.0,USD,
6,191 St Georges Terrace,Level 8,Perth,WA,6000,Australia,61 8 9423 8100,61 8 9381 4978,https://www.paladinenergy.com.au,Uranium,Uranium,Energy,Energy,"Paladin Energy Ltd develops, explores for, owns, and operates uranium mines in Australia, Canada, and Africa. The company operates through Exploration, Namibia, and Australia segments. Its flagship project is the Langer Heinrich mine located in the Namib Desert in Namibia. The company was formerly known as Paladin Resources Ltd and changed its name to Paladin Energy Limited in November 2007. Paladin Energy Ltd was incorporated in 1993 and is headquartered in Perth, Australia.","{'maxAge': 1, 'name': 'Ms. Karen  Oswald', 'title': 'Sr. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",7,6,10,5,7,1693526400,1703980800,86400,4,0.93,0.965,0.93,0.965,0.93,0.965,0.93,0.965,0.0,1.899774,16.083334,39067266,39067266,13382640,27371774,27371774,0.96,0.965,0,0,2876790272,0.515,0.965,0.8099,0.722025,0.0,0.0,AUD,2766562560,0.0,2836603816,2981129984,0.0298,0.38562,2981129984,0.137,7.0437956,1688083200,1719705600,1688083200,-10572000,-0.01,0.06,199.67,1.0472:1,962755200,-155.39,0.16969693,0.14113986,ASX,EQUITY,PDN.AX,PDN.AX,PALADIN FPO,Paladin Energy Ltd,915404400,Australia/Sydney,AEST,8fd815f5-b7b2-3349-b600-b9d9aec27679,finmb_882202,36000000,0.965,1.15,0.62,1.03,1.1,1.9,buy,7,128226000,0.043,-17804000,90489000,13.667,15.523,27.005,-0.027139999,-0.07803,-6669000,-53706248,-9375000,0.0,0.0,0.0,USD,
