,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Mr. Arne  Freundt', 'age': 41, 'title': 'CEO & Chairman of Management Board', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 1298000, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
1,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Mr. Hubert  Hinterseher', 'age': 43, 'title': 'CFO & Member of Management Board', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 1141000, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
2,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Ms. Anne-Laure  Descours', 'age': 56, 'title': 'Chief Sourcing Officer & Member of the Management Board', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1335000, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
3,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Ms. Maria  Valdes', 'age': 39, 'title': 'Chief Product Officer & Member of Management Board', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
4,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Gottfried  Hoppe', 'title': 'Head of Investor Relations & Fin. Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
5,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Ms. Raliza  Koleva', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
6,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Kerstin  Neuber', 'title': 'Sr. Head of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
7,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Dietmar  Knoess', 'title': 'Global Director of People & Organization', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
8,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Stefan  Seidel', 'title': 'Head of Corp. Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
9,PUMA WAY 1,Herzogenaurach,91074,Germany,49 9132 81 0,49 9132 81 2246,https://www.puma.com,Footwear & Accessories,Consumer Cyclical,"PUMA SE, together with its subsidiaries, engages in the development and sale of footwear, apparel, and accessories for men, women, and kids in Europe, the Middle East, Africa, the Americas, Greater China, and the Asia Pacific. The company provides performance and sport-inspired lifestyle products in categories, such as football, cricket, handball, rugby, padel or netball, volleyball, running, training and fitness, golf, and motorsports. It also issues licenses to independent partners to design, develop, manufacture, and sell watches, glasses, safety shoes, and gaming accessories. The company sells its products through PUMA retail stores and factory outlets, as well as through online stores. It offers its products primarily under the PUMA and Cobra Golf brand names. The company was founded in 1924 and is headquartered in Herzogenaurach, Germany.",17590,"{'maxAge': 1, 'name': 'Mr. Abhishek  Ganguly', 'title': 'Managing Director at Puma India & Southeast Asia', 'exercisedValue': 0, 'unexercisedValue': 0}",5,9,7,1,9,1693526400,1672444800,86400,2,60.2,61.52,60.9,61.52,60.2,61.52,60.9,61.52,0.82,0.0136,1684972800,0.3832,1.055555,28.48598,3.5359628,193,193,707,61,61,60.8,61.28,5000,5000,9129796608,41.78,66.86,1.0305325,60.3004,56.2328,0.82,0.013621262,EUR,10838804480,0.036140002,96232873,149767008,0.0396,0.73370004,17.108,3.5632453,1672444800,1703980800,1688083200,-0.348,320200000,2.14,17.24,10:1,1560124800,1.223,14.916,FRA,EQUITY,PUM.F,PUM.F,PUMA SE,PUMA SE,946882800,Europe/Berlin,CEST,7200000,60.96,610.0,375.0,494.53,475.0,none,15,307900000,2.056,726649984,2016899968,0.59,1.516,8859299840,78.718,59.161,0.05447,0.14913,3902800000,-149600000,87300000,-0.339,0.059,0.45562,0.08202,0.06644,EUR,1.1415
