,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1455 Bellevue Avenue,Suite 300,West Vancouver,BC,V7T 1C3,Canada,604 669 2279,604 602 1606,https://www.k9goldcorp.com,Other Industrial Metals & Mining,Basic Materials,"K9 Gold Corp. engages in the identification, acquisition, and exploration of mineral interests. The company holds 100% interests in the Stony Lake East Gold project consisting of 8 mineral licenses covering an area of 13,625 hectares located in the Grand Falls province of Newfoundland. It also owns interests in the Desert Eagle project comprising 97 lode claims covering an area of 2,004 acres located in Garfield County, Utah. The company was formerly known as Global Vanadium Corp. and changed its name to K9 Gold Corp. in September 2020. K9 Gold Corp. was incorporated in 2007 and is headquartered in West Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Jeffery  Poloni B.Sc., P.Eng', 'age': 60, 'title': 'CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2021, 'totalPay': 93544, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.018,0.02115,0.02115,0.02115,0.018,0.02115,0.02115,0.02115,0.0,-0.110634,0.005023753,125,125,33179,10226,10226,1906376,0.01,0.0695,0.0214052,0.0321667,0.0,0.0,USD,1196909,0.0,87246247,90136000,0.03206,0.00712,0.091,0.2324176,1672444800,1703980800,1688083200,-2267944,-0.03,4.21,2.4,PNK,EQUITY,WDFCF,WDFCF,K9 GOLD CORP,K9 Gold Corp.,1425994200,America/New_York,EDT,-14400000,0.02115,125.0,110.0,117.5,117.5,3.0,hold,2,1129467,0.013,0,9.743,11.147,-0.065809995,-0.2544,-2137641,-777410,0.0,0.0,0.0,CAD,
1,1455 Bellevue Avenue,Suite 300,West Vancouver,BC,V7T 1C3,Canada,604 669 2279,604 602 1606,https://www.k9goldcorp.com,Other Industrial Metals & Mining,Basic Materials,"K9 Gold Corp. engages in the identification, acquisition, and exploration of mineral interests. The company holds 100% interests in the Stony Lake East Gold project consisting of 8 mineral licenses covering an area of 13,625 hectares located in the Grand Falls province of Newfoundland. It also owns interests in the Desert Eagle project comprising 97 lode claims covering an area of 2,004 acres located in Garfield County, Utah. The company was formerly known as Global Vanadium Corp. and changed its name to K9 Gold Corp. in September 2020. K9 Gold Corp. was incorporated in 2007 and is headquartered in West Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Brain Patrick Morrison B.Com.', 'age': 40, 'title': 'CFO, Corp. Sec. & Director', 'yearBorn': 1982, 'fiscalYear': 2021, 'totalPay': 86786, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.018,0.02115,0.02115,0.02115,0.018,0.02115,0.02115,0.02115,0.0,-0.110634,0.005023753,125,125,33179,10226,10226,1906376,0.01,0.0695,0.0214052,0.0321667,0.0,0.0,USD,1196909,0.0,87246247,90136000,0.03206,0.00712,0.091,0.2324176,1672444800,1703980800,1688083200,-2267944,-0.03,4.21,2.4,PNK,EQUITY,WDFCF,WDFCF,K9 GOLD CORP,K9 Gold Corp.,1425994200,America/New_York,EDT,-14400000,0.02115,125.0,110.0,117.5,117.5,3.0,hold,2,1129467,0.013,0,9.743,11.147,-0.065809995,-0.2544,-2137641,-777410,0.0,0.0,0.0,CAD,
2,1455 Bellevue Avenue,Suite 300,West Vancouver,BC,V7T 1C3,Canada,604 669 2279,604 602 1606,https://www.k9goldcorp.com,Other Industrial Metals & Mining,Basic Materials,"K9 Gold Corp. engages in the identification, acquisition, and exploration of mineral interests. The company holds 100% interests in the Stony Lake East Gold project consisting of 8 mineral licenses covering an area of 13,625 hectares located in the Grand Falls province of Newfoundland. It also owns interests in the Desert Eagle project comprising 97 lode claims covering an area of 2,004 acres located in Garfield County, Utah. The company was formerly known as Global Vanadium Corp. and changed its name to K9 Gold Corp. in September 2020. K9 Gold Corp. was incorporated in 2007 and is headquartered in West Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Christopher Martin Healey B.Sc., P.Geo.', 'age': 75, 'title': 'Chief Geologist & Director', 'yearBorn': 1947, 'fiscalYear': 2021, 'totalPay': 78799, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.018,0.02115,0.02115,0.02115,0.018,0.02115,0.02115,0.02115,0.0,-0.110634,0.005023753,125,125,33179,10226,10226,1906376,0.01,0.0695,0.0214052,0.0321667,0.0,0.0,USD,1196909,0.0,87246247,90136000,0.03206,0.00712,0.091,0.2324176,1672444800,1703980800,1688083200,-2267944,-0.03,4.21,2.4,PNK,EQUITY,WDFCF,WDFCF,K9 GOLD CORP,K9 Gold Corp.,1425994200,America/New_York,EDT,-14400000,0.02115,125.0,110.0,117.5,117.5,3.0,hold,2,1129467,0.013,0,9.743,11.147,-0.065809995,-0.2544,-2137641,-777410,0.0,0.0,0.0,CAD,
