,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240237/blackrock-new-york-municipal-income-trust-usd-fund,Asset Management,Financial Services,"BlackRock New York Municipal Income Trust is a closed ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets. It invests primarily in the investment grade municipal bonds exempt from federal income taxes and New York State and New York City personal income taxes. BlackRock New York Municipal Income Trust was formed on July 26, 2001 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Charles Choon Sik Park', 'age': 55, 'title': 'Chief Compliance Officer and Anti-Money Laundering Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.59,9.62,9.57,9.65,9.59,9.62,9.57,9.65,0.37,0.0382,1694649600,4.55,0.395228,20322,20322,37887,40500,40500,9.31,9.75,900,1100,234945664,9.06,11.36,11.894137,9.9996,10.2731,0.532,0.055474453,USD,424984320,-1.79534,24524600,4527,13972,1690761600,1693440000,0.0002,0.0,0.20275,0.12,0.0002,12.252,0.78191316,1659225600,1690761600,1675123200,-35463472,-1.43,21.515,NYQ,EQUITY,BNY,BNY,BlackRock New York Municipal In,BlackRock New York Municipal Income Trust,996240600,America/New_York,EDT,-14400000,9.58,none,160219,0.007,190198688,0.396,0.503,19753064,63.3,0.805,0.01922,-0.10901,20155923,4451652,83366512,-0.039,1.0,0.0,0.84085,USD,
1,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240237/blackrock-new-york-municipal-income-trust-usd-fund,Asset Management,Financial Services,"BlackRock New York Municipal Income Trust is a closed ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets. It invests primarily in the investment grade municipal bonds exempt from federal income taxes and New York State and New York City personal income taxes. BlackRock New York Municipal Income Trust was formed on July 26, 2001 and is domiciled in United States.","{'maxAge': 1, 'name': ""Mr. Walter C. O'Connor C.F.A., CFA"", 'age': 60, 'title': 'Portfolio Mang.', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.59,9.62,9.57,9.65,9.59,9.62,9.57,9.65,0.37,0.0382,1694649600,4.55,0.395228,20322,20322,37887,40500,40500,9.31,9.75,900,1100,234945664,9.06,11.36,11.894137,9.9996,10.2731,0.532,0.055474453,USD,424984320,-1.79534,24524600,4527,13972,1690761600,1693440000,0.0002,0.0,0.20275,0.12,0.0002,12.252,0.78191316,1659225600,1690761600,1675123200,-35463472,-1.43,21.515,NYQ,EQUITY,BNY,BNY,BlackRock New York Municipal In,BlackRock New York Municipal Income Trust,996240600,America/New_York,EDT,-14400000,9.58,none,160219,0.007,190198688,0.396,0.503,19753064,63.3,0.805,0.01922,-0.10901,20155923,4451652,83366512,-0.039,1.0,0.0,0.84085,USD,
2,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240237/blackrock-new-york-municipal-income-trust-usd-fund,Asset Management,Financial Services,"BlackRock New York Municipal Income Trust is a closed ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets. It invests primarily in the investment grade municipal bonds exempt from federal income taxes and New York State and New York City personal income taxes. BlackRock New York Municipal Income Trust was formed on July 26, 2001 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Theodore R. Jaeckel Jr., CFA', 'age': 61, 'title': 'Portfolio Mang.', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.59,9.62,9.57,9.65,9.59,9.62,9.57,9.65,0.37,0.0382,1694649600,4.55,0.395228,20322,20322,37887,40500,40500,9.31,9.75,900,1100,234945664,9.06,11.36,11.894137,9.9996,10.2731,0.532,0.055474453,USD,424984320,-1.79534,24524600,4527,13972,1690761600,1693440000,0.0002,0.0,0.20275,0.12,0.0002,12.252,0.78191316,1659225600,1690761600,1675123200,-35463472,-1.43,21.515,NYQ,EQUITY,BNY,BNY,BlackRock New York Municipal In,BlackRock New York Municipal Income Trust,996240600,America/New_York,EDT,-14400000,9.58,none,160219,0.007,190198688,0.396,0.503,19753064,63.3,0.805,0.01922,-0.10901,20155923,4451652,83366512,-0.039,1.0,0.0,0.84085,USD,
