,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,400 Oser Avenue,Suite 150,Hauppauge,NY,11788,United States,631 231 0333,https://www.tsrconsulting.com,Software—Application,Technology,"TSR, Inc., operates as a staffing company in the United States. It primarily focus on recruiting information technology (IT) professionals for short- and long-term assignments, permanent placements, project work, and providing contract computer programming services. The company provides technical computer personnel to supplement the in-house IT capabilities of its customers in the areas of .net and java, mobile applications for Android and IOS platforms, project management, IT security specialists, cloud development and architecture, business analysts, UI design and development, network infrastructure and support, and database development and administration. It serves vendor management companies, as well as customers in the financial services business. TSR, Inc. was incorporated in 1969 and is headquartered in Hauppauge, New York.",431,"{'maxAge': 1, 'name': 'Mr. Thomas C. Salerno', 'age': 54, 'title': 'Pres, CEO & Treasurer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 416000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.33,8.33,8.2,8.68,8.33,8.33,8.2,8.68,1497398400,0.0,0.84094,10.653847,17992,17992,5337,5220,5220,8.2,8.95,800,1200,17814230,5.97,10.34,0.17562547,7.5026,7.6449,0.0,0.0,USD,10463910,0.01717,835212,2143710,6270,3742,1690761600,1693440000,0.0029,0.61279,0.13668999,1.15,0.0064,7.555,1.0999339,1685491200,1717113600,1685491200,0.491,1742065,0.78,1:2,1291075200,0.103,3.56,NCM,EQUITY,TSRI,TSRI,"TSR, Inc.","TSR, Inc.",262449000,America/New_York,EDT,-14400000,8.31,none,7897472,3.684,2939249,492427,2.969,3.006,101433064,3.03,47.368,0.07066,0.11711001,17485758,966937,1754097,0.491,-0.048,0.17239,0.02898,0.02658,USD,
1,400 Oser Avenue,Suite 150,Hauppauge,NY,11788,United States,631 231 0333,https://www.tsrconsulting.com,Software—Application,Technology,"TSR, Inc., operates as a staffing company in the United States. It primarily focus on recruiting information technology (IT) professionals for short- and long-term assignments, permanent placements, project work, and providing contract computer programming services. The company provides technical computer personnel to supplement the in-house IT capabilities of its customers in the areas of .net and java, mobile applications for Android and IOS platforms, project management, IT security specialists, cloud development and architecture, business analysts, UI design and development, network infrastructure and support, and database development and administration. It serves vendor management companies, as well as customers in the financial services business. TSR, Inc. was incorporated in 1969 and is headquartered in Hauppauge, New York.",431,"{'maxAge': 1, 'name': 'Mr. John G. Sharkey', 'age': 63, 'title': 'Sr. VP, CFO & Sec.', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 359000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.33,8.33,8.2,8.68,8.33,8.33,8.2,8.68,1497398400,0.0,0.84094,10.653847,17992,17992,5337,5220,5220,8.2,8.95,800,1200,17814230,5.97,10.34,0.17562547,7.5026,7.6449,0.0,0.0,USD,10463910,0.01717,835212,2143710,6270,3742,1690761600,1693440000,0.0029,0.61279,0.13668999,1.15,0.0064,7.555,1.0999339,1685491200,1717113600,1685491200,0.491,1742065,0.78,1:2,1291075200,0.103,3.56,NCM,EQUITY,TSRI,TSRI,"TSR, Inc.","TSR, Inc.",262449000,America/New_York,EDT,-14400000,8.31,none,7897472,3.684,2939249,492427,2.969,3.006,101433064,3.03,47.368,0.07066,0.11711001,17485758,966937,1754097,0.491,-0.048,0.17239,0.02898,0.02658,USD,
2,400 Oser Avenue,Suite 150,Hauppauge,NY,11788,United States,631 231 0333,https://www.tsrconsulting.com,Software—Application,Technology,"TSR, Inc., operates as a staffing company in the United States. It primarily focus on recruiting information technology (IT) professionals for short- and long-term assignments, permanent placements, project work, and providing contract computer programming services. The company provides technical computer personnel to supplement the in-house IT capabilities of its customers in the areas of .net and java, mobile applications for Android and IOS platforms, project management, IT security specialists, cloud development and architecture, business analysts, UI design and development, network infrastructure and support, and database development and administration. It serves vendor management companies, as well as customers in the financial services business. TSR, Inc. was incorporated in 1969 and is headquartered in Hauppauge, New York.",431,"{'maxAge': 1, 'name': 'Mr. Syed  Shah', 'title': 'Director of Sales & Recruiting', 'fiscalYear': 2022, 'totalPay': 270000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.33,8.33,8.2,8.68,8.33,8.33,8.2,8.68,1497398400,0.0,0.84094,10.653847,17992,17992,5337,5220,5220,8.2,8.95,800,1200,17814230,5.97,10.34,0.17562547,7.5026,7.6449,0.0,0.0,USD,10463910,0.01717,835212,2143710,6270,3742,1690761600,1693440000,0.0029,0.61279,0.13668999,1.15,0.0064,7.555,1.0999339,1685491200,1717113600,1685491200,0.491,1742065,0.78,1:2,1291075200,0.103,3.56,NCM,EQUITY,TSRI,TSRI,"TSR, Inc.","TSR, Inc.",262449000,America/New_York,EDT,-14400000,8.31,none,7897472,3.684,2939249,492427,2.969,3.006,101433064,3.03,47.368,0.07066,0.11711001,17485758,966937,1754097,0.491,-0.048,0.17239,0.02898,0.02658,USD,
3,400 Oser Avenue,Suite 150,Hauppauge,NY,11788,United States,631 231 0333,https://www.tsrconsulting.com,Software—Application,Technology,"TSR, Inc., operates as a staffing company in the United States. It primarily focus on recruiting information technology (IT) professionals for short- and long-term assignments, permanent placements, project work, and providing contract computer programming services. The company provides technical computer personnel to supplement the in-house IT capabilities of its customers in the areas of .net and java, mobile applications for Android and IOS platforms, project management, IT security specialists, cloud development and architecture, business analysts, UI design and development, network infrastructure and support, and database development and administration. It serves vendor management companies, as well as customers in the financial services business. TSR, Inc. was incorporated in 1969 and is headquartered in Hauppauge, New York.",431,"{'maxAge': 1, 'name': 'Denise Briggs Newman', 'title': 'VP & Director of Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.33,8.33,8.2,8.68,8.33,8.33,8.2,8.68,1497398400,0.0,0.84094,10.653847,17992,17992,5337,5220,5220,8.2,8.95,800,1200,17814230,5.97,10.34,0.17562547,7.5026,7.6449,0.0,0.0,USD,10463910,0.01717,835212,2143710,6270,3742,1690761600,1693440000,0.0029,0.61279,0.13668999,1.15,0.0064,7.555,1.0999339,1685491200,1717113600,1685491200,0.491,1742065,0.78,1:2,1291075200,0.103,3.56,NCM,EQUITY,TSRI,TSRI,"TSR, Inc.","TSR, Inc.",262449000,America/New_York,EDT,-14400000,8.31,none,7897472,3.684,2939249,492427,2.969,3.006,101433064,3.03,47.368,0.07066,0.11711001,17485758,966937,1754097,0.491,-0.048,0.17239,0.02898,0.02658,USD,
4,400 Oser Avenue,Suite 150,Hauppauge,NY,11788,United States,631 231 0333,https://www.tsrconsulting.com,Software—Application,Technology,"TSR, Inc., operates as a staffing company in the United States. It primarily focus on recruiting information technology (IT) professionals for short- and long-term assignments, permanent placements, project work, and providing contract computer programming services. The company provides technical computer personnel to supplement the in-house IT capabilities of its customers in the areas of .net and java, mobile applications for Android and IOS platforms, project management, IT security specialists, cloud development and architecture, business analysts, UI design and development, network infrastructure and support, and database development and administration. It serves vendor management companies, as well as customers in the financial services business. TSR, Inc. was incorporated in 1969 and is headquartered in Hauppauge, New York.",431,"{'maxAge': 1, 'name': 'Yvette  Fisher', 'title': 'VP & Director of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.33,8.33,8.2,8.68,8.33,8.33,8.2,8.68,1497398400,0.0,0.84094,10.653847,17992,17992,5337,5220,5220,8.2,8.95,800,1200,17814230,5.97,10.34,0.17562547,7.5026,7.6449,0.0,0.0,USD,10463910,0.01717,835212,2143710,6270,3742,1690761600,1693440000,0.0029,0.61279,0.13668999,1.15,0.0064,7.555,1.0999339,1685491200,1717113600,1685491200,0.491,1742065,0.78,1:2,1291075200,0.103,3.56,NCM,EQUITY,TSRI,TSRI,"TSR, Inc.","TSR, Inc.",262449000,America/New_York,EDT,-14400000,8.31,none,7897472,3.684,2939249,492427,2.969,3.006,101433064,3.03,47.368,0.07066,0.11711001,17485758,966937,1754097,0.491,-0.048,0.17239,0.02898,0.02658,USD,
