,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Mr. Balkrishan Gopiram K. Goenka', 'age': 56, 'title': 'Exec. Chairman', 'yearBorn': 1966, 'fiscalYear': 2023, 'totalPay': 75000000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
1,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Mr. Sandeep  Garg', 'age': 62, 'title': 'MD & Director', 'yearBorn': 1960, 'fiscalYear': 2023, 'totalPay': 48600000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
2,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Mr. Lalit Kumar Jain', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
3,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Mr. Deepak  Chauhan', 'age': 50, 'title': 'Director of Legal - Welspun Group', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
4,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Mr. Rajesh  Jain', 'age': 53, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
5,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Mr. Akhil  Jindal', 'age': 53, 'title': 'Director of Group Fin. & Strategy', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
6,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Mr. Yogen  Lal', 'age': 54, 'title': 'Chief Exec. Officer of Water Vertical', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
7,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Mr. Ratan Lal Kashyap', 'age': 48, 'title': 'Pres of Supply Chain Management', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
8,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Rajesh  Chaabra', 'age': 50, 'title': 'Head of Management Assurance and Strategy Risk', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
9,Welspun House,"Senapati Bapat Marg, Lower Parel Kamala Mills Compound",Mumbai,400013,India,91 22 6613 6000,91 22 2490 8020,https://www.welspunenterprises.com,Engineering & Construction,Industrials,"Welspun Enterprises Limited engages in the engineering, procurement, and construction of infrastructure development projects in India. It operates through Infrastructure, and Oil and Gas segments. The company develops and operates roads, water, and urban infrastructure, as well as operates and maintains projects for the transportation sector. It involved in the oil and gas exploration activities. The company was formerly known as Welspun Projects Limited and changed its name to Welspun Enterprises Limited in May 2015. Welspun Enterprises Limited was founded in 1976 and is based in Mumbai, India.",26000,"{'maxAge': 1, 'name': 'Mr. Brajesh  Sohrot', 'age': 59, 'title': 'Pres', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,274.85,276.65,275.0,302.75,274.85,276.65,275.0,302.75,1.0,0.0034,1688083200,0.0199,0.507313,5.467831,11.309887,703001,703001,844646,312568,312568,0.0,0.0,0,0,41171247104,117.3,318.7,1.4880887,266.688,180.4895,0.0,0.0,INR,30705229824,0.2769,51033311,138414000,0.64333,0.061739996,157.367,1.8901676,1680220800,1711843200,1688083200,0.895,7346699776,54.4,26.3,1.11,9.705,NSI,EQUITY,WELENT.NS,WELENT.NS,WELSPUN ENTERPRISE,Welspun Enterprises Limited,1099539900,Asia/Kolkata,IST,19800000,297.45,370.0,370.0,370.0,370.0,none,1,18411800576,132.215,3163725056,7635500032,27667200000,32.327,187.66,6433600000,1.04,-0.085,0.26076,0.114350006,0.10993,INR,
