,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Buyukdere Caddesi No: 129/1 K: 9,Esentepe Sisli,Istanbul,Turkey,90 444 68 05,https://www.korfezgyo.com.tr,REIT—Residential,Real Estate,"Körfez Gayrimenkul Yatirim Ortakligi A.S. develops and markets real estate projects in Turkey. The company is headquartered in Istanbul, Turkey. Körfez Gayrimenkul Yatirim Ortakligi A.S. operates as a subsidiary of Kuveyt Türk Katilim Bankasi A.S.",8,"{'maxAge': 1, 'name': 'Ufuk  Güner', 'title': 'Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,43.26,43.24,41.14,44.0,43.26,43.24,41.14,44.0,0.0,21.42132,432162,432162,972058,684562,684562,42.3,42.32,0,0,2785200128,6.1,45.76,40.72386,35.1416,18.6172,0.0,0.0,TRY,2765877760,2.12401,66000000,0.08129,0.75,4.531,9.313617,1672444800,1703980800,1688083200,1.856,145265824,1.97,40.441,93.97,IST,EQUITY,KRGYO.IS,KRGYO.IS,KORFEZ GMYO,Körfez Gayrimenkul Yatirim Ortakligi A.S.,1399357800,Europe/Istanbul,TRT,10800000,42.2,none,40919744,0.62,29433730,3117607,2.046,4.749,68392336,1.042,1.036,0.06943,0.64111,39384324,19171220,32934196,1.856,1.314,0.88351,0.43036,0.42576998,TRY,
1,Buyukdere Caddesi No: 129/1 K: 9,Esentepe Sisli,Istanbul,Turkey,90 444 68 05,https://www.korfezgyo.com.tr,REIT—Residential,Real Estate,"Körfez Gayrimenkul Yatirim Ortakligi A.S. develops and markets real estate projects in Turkey. The company is headquartered in Istanbul, Turkey. Körfez Gayrimenkul Yatirim Ortakligi A.S. operates as a subsidiary of Kuveyt Türk Katilim Bankasi A.S.",8,"{'maxAge': 1, 'name': 'Mr. Erhan  Aydin', 'title': 'Investor Relations Director and Fin. & Admin. Affairs Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,43.26,43.24,41.14,44.0,43.26,43.24,41.14,44.0,0.0,21.42132,432162,432162,972058,684562,684562,42.3,42.32,0,0,2785200128,6.1,45.76,40.72386,35.1416,18.6172,0.0,0.0,TRY,2765877760,2.12401,66000000,0.08129,0.75,4.531,9.313617,1672444800,1703980800,1688083200,1.856,145265824,1.97,40.441,93.97,IST,EQUITY,KRGYO.IS,KRGYO.IS,KORFEZ GMYO,Körfez Gayrimenkul Yatirim Ortakligi A.S.,1399357800,Europe/Istanbul,TRT,10800000,42.2,none,40919744,0.62,29433730,3117607,2.046,4.749,68392336,1.042,1.036,0.06943,0.64111,39384324,19171220,32934196,1.856,1.314,0.88351,0.43036,0.42576998,TRY,
2,Buyukdere Caddesi No: 129/1 K: 9,Esentepe Sisli,Istanbul,Turkey,90 444 68 05,https://www.korfezgyo.com.tr,REIT—Residential,Real Estate,"Körfez Gayrimenkul Yatirim Ortakligi A.S. develops and markets real estate projects in Turkey. The company is headquartered in Istanbul, Turkey. Körfez Gayrimenkul Yatirim Ortakligi A.S. operates as a subsidiary of Kuveyt Türk Katilim Bankasi A.S.",8,"{'maxAge': 1, 'name': 'Mr. Isa  Sahin', 'title': 'Accounting Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,43.26,43.24,41.14,44.0,43.26,43.24,41.14,44.0,0.0,21.42132,432162,432162,972058,684562,684562,42.3,42.32,0,0,2785200128,6.1,45.76,40.72386,35.1416,18.6172,0.0,0.0,TRY,2765877760,2.12401,66000000,0.08129,0.75,4.531,9.313617,1672444800,1703980800,1688083200,1.856,145265824,1.97,40.441,93.97,IST,EQUITY,KRGYO.IS,KRGYO.IS,KORFEZ GMYO,Körfez Gayrimenkul Yatirim Ortakligi A.S.,1399357800,Europe/Istanbul,TRT,10800000,42.2,none,40919744,0.62,29433730,3117607,2.046,4.749,68392336,1.042,1.036,0.06943,0.64111,39384324,19171220,32934196,1.856,1.314,0.88351,0.43036,0.42576998,TRY,
3,Buyukdere Caddesi No: 129/1 K: 9,Esentepe Sisli,Istanbul,Turkey,90 444 68 05,https://www.korfezgyo.com.tr,REIT—Residential,Real Estate,"Körfez Gayrimenkul Yatirim Ortakligi A.S. develops and markets real estate projects in Turkey. The company is headquartered in Istanbul, Turkey. Körfez Gayrimenkul Yatirim Ortakligi A.S. operates as a subsidiary of Kuveyt Türk Katilim Bankasi A.S.",8,"{'maxAge': 1, 'name': 'Mr. Ibrahim  Topçu', 'title': 'Planning and Budget Control Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,43.26,43.24,41.14,44.0,43.26,43.24,41.14,44.0,0.0,21.42132,432162,432162,972058,684562,684562,42.3,42.32,0,0,2785200128,6.1,45.76,40.72386,35.1416,18.6172,0.0,0.0,TRY,2765877760,2.12401,66000000,0.08129,0.75,4.531,9.313617,1672444800,1703980800,1688083200,1.856,145265824,1.97,40.441,93.97,IST,EQUITY,KRGYO.IS,KRGYO.IS,KORFEZ GMYO,Körfez Gayrimenkul Yatirim Ortakligi A.S.,1399357800,Europe/Istanbul,TRT,10800000,42.2,none,40919744,0.62,29433730,3117607,2.046,4.749,68392336,1.042,1.036,0.06943,0.64111,39384324,19171220,32934196,1.856,1.314,0.88351,0.43036,0.42576998,TRY,
