,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2 Richardson Street,Suite 1,West Perth,WA,6005,Australia,61 8 9322 1430,https://www.middleisland.com.au,Gold,Basic Materials,"Middle Island Resources Limited operates as a gold exploration and development company in Australia. It holds a 100% interest in the Barkly copper gold project that comprises 11 exploration license applications covering an area of 4,343.49 square kilometers located within the Barkly region of the Northern Territory. The company was incorporated in 2010 and is headquartered in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Bruce Andrew Stewart (Ecoms), BBus', 'age': 57, 'title': 'Exec. Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 88333, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.024,0.021,0.021,0.024,0.024,0.021,0.021,0.024,0.0,0.506756,253632,253632,655705,45404,45404,0.02,0.025,0,0,3375792,0.019,0.075,35.074257,0.02334,0.03722,0.0,0.0,AUD,-2676439,17.54092,57809557,140658000,0.46504003,0.06704,0.046,0.5217391,1656547200,1688083200,1672444800,-7826797,-0.06,1:23,1607472000,-27.808,0.923,ASX,EQUITY,MDI.AX,MDI.AX,MIDDLE ISL FPO,Middle Island Resources Limited,1292454000,Australia/Sydney,AEST,36000000,0.024,none,5621484,0.046,-2898740,7007,60.225,60.225,96247,0.124,0.001,-0.32573003,-1.63185,115322,390517,-3065525,-0.998,1.0,0.0,-30.333511,AUD,
1,2 Richardson Street,Suite 1,West Perth,WA,6005,Australia,61 8 9322 1430,https://www.middleisland.com.au,Gold,Basic Materials,"Middle Island Resources Limited operates as a gold exploration and development company in Australia. It holds a 100% interest in the Barkly copper gold project that comprises 11 exploration license applications covering an area of 4,343.49 square kilometers located within the Barkly region of the Northern Territory. The company was incorporated in 2010 and is headquartered in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Rudolf  Tieleman', 'title': 'Company Sec.', 'fiscalYear': 2022, 'totalPay': 112500, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.024,0.021,0.021,0.024,0.024,0.021,0.021,0.024,0.0,0.506756,253632,253632,655705,45404,45404,0.02,0.025,0,0,3375792,0.019,0.075,35.074257,0.02334,0.03722,0.0,0.0,AUD,-2676439,17.54092,57809557,140658000,0.46504003,0.06704,0.046,0.5217391,1656547200,1688083200,1672444800,-7826797,-0.06,1:23,1607472000,-27.808,0.923,ASX,EQUITY,MDI.AX,MDI.AX,MIDDLE ISL FPO,Middle Island Resources Limited,1292454000,Australia/Sydney,AEST,36000000,0.024,none,5621484,0.046,-2898740,7007,60.225,60.225,96247,0.124,0.001,-0.32573003,-1.63185,115322,390517,-3065525,-0.998,1.0,0.0,-30.333511,AUD,
2,2 Richardson Street,Suite 1,West Perth,WA,6005,Australia,61 8 9322 1430,https://www.middleisland.com.au,Gold,Basic Materials,"Middle Island Resources Limited operates as a gold exploration and development company in Australia. It holds a 100% interest in the Barkly copper gold project that comprises 11 exploration license applications covering an area of 4,343.49 square kilometers located within the Barkly region of the Northern Territory. The company was incorporated in 2010 and is headquartered in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Roland Dieter Bartsch', 'age': 60, 'title': 'Chief Exec. Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.024,0.021,0.021,0.024,0.024,0.021,0.021,0.024,0.0,0.506756,253632,253632,655705,45404,45404,0.02,0.025,0,0,3375792,0.019,0.075,35.074257,0.02334,0.03722,0.0,0.0,AUD,-2676439,17.54092,57809557,140658000,0.46504003,0.06704,0.046,0.5217391,1656547200,1688083200,1672444800,-7826797,-0.06,1:23,1607472000,-27.808,0.923,ASX,EQUITY,MDI.AX,MDI.AX,MIDDLE ISL FPO,Middle Island Resources Limited,1292454000,Australia/Sydney,AEST,36000000,0.024,none,5621484,0.046,-2898740,7007,60.225,60.225,96247,0.124,0.001,-0.32573003,-1.63185,115322,390517,-3065525,-0.998,1.0,0.0,-30.333511,AUD,
