,address1,city,state,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2060-1055 West Georgia Street,Vancouver,BC,Canada,https://www.mincosilver.ca,Silver,Basic Materials,"Minco Silver Corporation, an exploration stage company, engages in exploring, evaluating, and developing precious metals mineral properties and projects. The company explores for gold and silver deposits. It holds interests in the Fuwan Silver project. Minco Silver Corporation was incorporated in 2004 and is headquartered in Vancouver, Canada.",12,"{'maxAge': 1, 'name': 'Dr. Ken Z.  Cai', 'age': 58, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 486868, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.175,0.18,0.18,0.18,0.175,0.18,0.18,0.18,0.0,0.592751,4.5000005,1000,1000,11629,36520,36520,0.165,0.17,0,0,10984518,0.14,0.25,0.181,0.19375,0.0,0.0,CAD,-24689748,0.0,36842673,61025100,47648,40864,1690761600,1693440000,0.0008,0.39491,0.00492,6.86,0.671,0.26825634,1672444800,1703980800,1688083200,-1688453,-0.03,0.04,7.635,TOR,EQUITY,MSV.TO,MSV.TO,MINCO SILVER CORP.,Minco Silver Corporation,1133879400,America/Toronto,EDT,-14400000,0.18,none,34900952,0.572,-3233825,849753,14.967,18.004,2.143,-0.044159997,-0.041550003,-729451,4427976,-2635111,0.0,0.0,0.0,CAD,
1,2060-1055 West Georgia Street,Vancouver,BC,Canada,https://www.mincosilver.ca,Silver,Basic Materials,"Minco Silver Corporation, an exploration stage company, engages in exploring, evaluating, and developing precious metals mineral properties and projects. The company explores for gold and silver deposits. It holds interests in the Fuwan Silver project. Minco Silver Corporation was incorporated in 2004 and is headquartered in Vancouver, Canada.",12,"{'maxAge': 1, 'name': 'Ms. Renee  Lin', 'title': 'CFO & Corp. Sec.', 'fiscalYear': 2022, 'totalPay': 41000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.175,0.18,0.18,0.18,0.175,0.18,0.18,0.18,0.0,0.592751,4.5000005,1000,1000,11629,36520,36520,0.165,0.17,0,0,10984518,0.14,0.25,0.181,0.19375,0.0,0.0,CAD,-24689748,0.0,36842673,61025100,47648,40864,1690761600,1693440000,0.0008,0.39491,0.00492,6.86,0.671,0.26825634,1672444800,1703980800,1688083200,-1688453,-0.03,0.04,7.635,TOR,EQUITY,MSV.TO,MSV.TO,MINCO SILVER CORP.,Minco Silver Corporation,1133879400,America/Toronto,EDT,-14400000,0.18,none,34900952,0.572,-3233825,849753,14.967,18.004,2.143,-0.044159997,-0.041550003,-729451,4427976,-2635111,0.0,0.0,0.0,CAD,
2,2060-1055 West Georgia Street,Vancouver,BC,Canada,https://www.mincosilver.ca,Silver,Basic Materials,"Minco Silver Corporation, an exploration stage company, engages in exploring, evaluating, and developing precious metals mineral properties and projects. The company explores for gold and silver deposits. It holds interests in the Fuwan Silver project. Minco Silver Corporation was incorporated in 2004 and is headquartered in Vancouver, Canada.",12,"{'maxAge': 1, 'name': 'Mr. Wade K. Dawe', 'age': 52, 'title': 'Advisor', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.175,0.18,0.18,0.18,0.175,0.18,0.18,0.18,0.0,0.592751,4.5000005,1000,1000,11629,36520,36520,0.165,0.17,0,0,10984518,0.14,0.25,0.181,0.19375,0.0,0.0,CAD,-24689748,0.0,36842673,61025100,47648,40864,1690761600,1693440000,0.0008,0.39491,0.00492,6.86,0.671,0.26825634,1672444800,1703980800,1688083200,-1688453,-0.03,0.04,7.635,TOR,EQUITY,MSV.TO,MSV.TO,MINCO SILVER CORP.,Minco Silver Corporation,1133879400,America/Toronto,EDT,-14400000,0.18,none,34900952,0.572,-3233825,849753,14.967,18.004,2.143,-0.044159997,-0.041550003,-729451,4427976,-2635111,0.0,0.0,0.0,CAD,
