,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://www.leggmason.com/en-us/products/closed-end-funds/western-asset-municipal-partners-fund-inc.html,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Municipal Partners Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company. It invests in fixed income markets of the United States. The fund primarily invests in investment grade tax exempt securities issued by municipalities. It benchmarks the performance of its portfolio against the Barclays Municipal Bond Index. The fund was formerly known as the Salomon Brothers Municipal Partners Fund. Western Asset Municipal Partners Fund Inc. was formed on January 29, 1993 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Kenneth Donald Fuller', 'age': 64, 'title': 'Chairman, Chief Exec. Officer and Pres', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.06,11.06,11.03,11.08,11.06,11.06,11.03,11.08,0.52,0.0467,1695254400,4.36,0.389004,56853,56853,21629,34220,34220,4.43,17.61,1800,1100,107298424,10.71,12.99,12.675347,11.4914,11.8389,0.543,0.04909584,USD,185130288,-0.38509,9719060,3351,2249,1690761600,1693440000,0.00029999999,0.0,0.29075,0.17,9719060,13.639,0.80944353,1669766400,1701302400,1685491200,-3779441,-0.39,21.87,-0.06519896,0.14113986,0.043,1692748800,NYQ,EQUITY,MNP,MNP,Western Asset Municipal Partner,Western Asset Municipal Partners Fund Inc.,727713000,America/New_York,EDT,b9d2a413-3c59-3f02-b0ca-277c3497e4a7,finmb_8032762,-14400000,11.04,none,68433096,3.829,3.896,8465127,48.271,0.871,0.01301,-0.02164,8165384,1130787,13815096,0.075,1.0,0.0,0.54225,USD,
1,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://www.leggmason.com/en-us/products/closed-end-funds/western-asset-municipal-partners-fund-inc.html,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Municipal Partners Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company. It invests in fixed income markets of the United States. The fund primarily invests in investment grade tax exempt securities issued by municipalities. It benchmarks the performance of its portfolio against the Barclays Municipal Bond Index. The fund was formerly known as the Salomon Brothers Municipal Partners Fund. Western Asset Municipal Partners Fund Inc. was formed on January 29, 1993 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Bruce Daniel Alberts', 'age': 61, 'title': 'Officer of Subsidiary', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.06,11.06,11.03,11.08,11.06,11.06,11.03,11.08,0.52,0.0467,1695254400,4.36,0.389004,56853,56853,21629,34220,34220,4.43,17.61,1800,1100,107298424,10.71,12.99,12.675347,11.4914,11.8389,0.543,0.04909584,USD,185130288,-0.38509,9719060,3351,2249,1690761600,1693440000,0.00029999999,0.0,0.29075,0.17,9719060,13.639,0.80944353,1669766400,1701302400,1685491200,-3779441,-0.39,21.87,-0.06519896,0.14113986,0.043,1692748800,NYQ,EQUITY,MNP,MNP,Western Asset Municipal Partner,Western Asset Municipal Partners Fund Inc.,727713000,America/New_York,EDT,b9d2a413-3c59-3f02-b0ca-277c3497e4a7,finmb_8032762,-14400000,11.04,none,68433096,3.829,3.896,8465127,48.271,0.871,0.01301,-0.02164,8165384,1130787,13815096,0.075,1.0,0.0,0.54225,USD,
2,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://www.leggmason.com/en-us/products/closed-end-funds/western-asset-municipal-partners-fund-inc.html,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Municipal Partners Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company. It invests in fixed income markets of the United States. The fund primarily invests in investment grade tax exempt securities issued by municipalities. It benchmarks the performance of its portfolio against the Barclays Municipal Bond Index. The fund was formerly known as the Salomon Brothers Municipal Partners Fund. Western Asset Municipal Partners Fund Inc. was formed on January 29, 1993 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. David T. Fare', 'age': 59, 'title': 'Portfolio Mang.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.06,11.06,11.03,11.08,11.06,11.06,11.03,11.08,0.52,0.0467,1695254400,4.36,0.389004,56853,56853,21629,34220,34220,4.43,17.61,1800,1100,107298424,10.71,12.99,12.675347,11.4914,11.8389,0.543,0.04909584,USD,185130288,-0.38509,9719060,3351,2249,1690761600,1693440000,0.00029999999,0.0,0.29075,0.17,9719060,13.639,0.80944353,1669766400,1701302400,1685491200,-3779441,-0.39,21.87,-0.06519896,0.14113986,0.043,1692748800,NYQ,EQUITY,MNP,MNP,Western Asset Municipal Partner,Western Asset Municipal Partners Fund Inc.,727713000,America/New_York,EDT,b9d2a413-3c59-3f02-b0ca-277c3497e4a7,finmb_8032762,-14400000,11.04,none,68433096,3.829,3.896,8465127,48.271,0.871,0.01301,-0.02164,8165384,1130787,13815096,0.075,1.0,0.0,0.54225,USD,
3,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://www.leggmason.com/en-us/products/closed-end-funds/western-asset-municipal-partners-fund-inc.html,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Municipal Partners Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company. It invests in fixed income markets of the United States. The fund primarily invests in investment grade tax exempt securities issued by municipalities. It benchmarks the performance of its portfolio against the Barclays Municipal Bond Index. The fund was formerly known as the Salomon Brothers Municipal Partners Fund. Western Asset Municipal Partners Fund Inc. was formed on January 29, 1993 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Stephen Kenneth Leech', 'age': 67, 'title': 'Portfolio Mang.', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,11.06,11.06,11.03,11.08,11.06,11.06,11.03,11.08,0.52,0.0467,1695254400,4.36,0.389004,56853,56853,21629,34220,34220,4.43,17.61,1800,1100,107298424,10.71,12.99,12.675347,11.4914,11.8389,0.543,0.04909584,USD,185130288,-0.38509,9719060,3351,2249,1690761600,1693440000,0.00029999999,0.0,0.29075,0.17,9719060,13.639,0.80944353,1669766400,1701302400,1685491200,-3779441,-0.39,21.87,-0.06519896,0.14113986,0.043,1692748800,NYQ,EQUITY,MNP,MNP,Western Asset Municipal Partner,Western Asset Municipal Partners Fund Inc.,727713000,America/New_York,EDT,b9d2a413-3c59-3f02-b0ca-277c3497e4a7,finmb_8032762,-14400000,11.04,none,68433096,3.829,3.896,8465127,48.271,0.871,0.01301,-0.02164,8165384,1130787,13815096,0.075,1.0,0.0,0.54225,USD,
